Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Features,IRLP,Notes,Downlink Tone,On-air,Affiliate,Web links,AllStar,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Links,Commands,Bandwidth,Mixed-Mode,Northern Colorado Regional,Feed,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local/Cluster,Colorado,REACT,CO-Park County,Local Network,TAC 310,TAC 311,Colorado Chat,Southern Colorado,Eastern Colorado,Devilshead Local,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Location Photo,Worldwide,English
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,155.17,WNW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,DM79KS,On-Air,,Denver Water Amateur Radio Club,,,2020-01-23,,,,,3241,,100,,,http://www.dwarc.com,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,155.17,WNW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,CCARC,2018-10-02,yes,Open ↑ / Open ↓,,,,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,155.31,W,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,,On-Air,,W0VG,,CCARC,2019-11-27,,,,,,,,,RMHAM,http://www.rmham.org,,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,155.43,W,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,,On-Air,Metro Denver and the foothills.,Denver Radio Club,,CCARC,2017-03-31,,,,E-power.,,Not recommeded to use tone squelch on this repeater.,,,,DRC Repeaters,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,155.43,W,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,,On-Air,,Denver Radio Club,,CCARC,2017-03-11,,,,,,,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,155.43,W,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,DM79KQ,On-Air,Metro Denver,Denver Radio Club,,CCARC,2019-09-06,yes,Open ↑ / Open ↓,,Yaesu Digital Only,,"YSF digital only, no analog FM",,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,W0QS,Hugoton,KS,OPEN,,,155.46,SSE,,20,18554,37.1753006,-101.34960175,146.61,146.01,123,Graham,,On-Air,,,,,2020-03-01,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,155.84,WNW,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,,Off-Air,,W0LMA,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,155.84,WNW,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,CCARC,2019-06-19,,,,6,,,,,,Repeater,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,156.82,W,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,,On-Air,Wide area.,Aurora Repeater Association,,CCARC,2014-04-28,,,,E-power.,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,157.46,W,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,DM79JQ,On-Air,Metro Denver area.,Denver Radio Club,,CCARC,2017-03-11,,,,E-power.,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,,158.12,ESE,,20,3993,38.84109879,-99.38279724,147.18,147.78,100,Ellis,EM08HU,On-Air,35,Ellis Co. Ham Operators (ECHO),,Kansas Repeater Council,2019-03-18,,,,e-power.,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,Y,158.17,ESE,,20,4076,38.94250107,-99.35569763,443.6,448.6,100,Ellis,EM08HW,On-Air,Local.,ECHO ARC,,Kansas Repeater Council,2018-04-06,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,158.21,W,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,CCARC,2018-12-23,,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,,158.44,E,,20,11673,39.90800095,-99.39700317,443.275,448.275,100,Phillips,EM09HV,Off-Air,,,,Kansas Repeater Council,2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,,158.56,NE,,31,30,40.72399902,-99.91300201,147.135,147.735,,Dawson,EN00BR,Off-Air,,Heartland Amateur Radio Association,,,2017-06-29,,,,E-power.,,,,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,158.77,SW,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,DM77SS,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Amateur Radio Club,,CCARC,2019-12-10,,,,6,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,159.28,W,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2019-03-25,,,,,,,,,N6LXX,,29883,,,,,,,,,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,159.28,W,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,,,,,,,107.2,,N6LXX,,29913,,,,,,,,,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,CC,K0USY,"Hays, KS-DMR",KS,OPEN,,D,159.3,ESE,,20,8551,38.90340042,-99.34359741,444.75,449.75,,Ellis,EM08HV,On-Air,15,,,Kansas Repeater Council,2019-12-08,,,,,,Hays West.,,,K0USY Group,KS-DMR Network,,,yes,1,312003,KS DMR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Local/Cluster 1 2 Full-Time Local or Reflector 1 9 Full-Time Kansas 2 3120 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Full-time internet linked to the KS-DMR (3120) System .,,,,,,,,,,,,,,,,1,,,,K0USY,,,,,,,K0USY,1,2,,,,,,,,,,,,,,,
443.35,5,123,KY0J,Dodge City,KS,OPEN,EA,,159.88,SE,Node Offline,20,17688,37.75239944,-100.07700348,443.35,448.35,123,Ford,DM97XS,On-Air,20,KY0J,6891,Kansas Repeater Council,2019-03-18,,,,,,,123,,,,27140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,,159.99,E,,20,6210,39.7560997,-99.3239975,442.725,447.725,,Phillips,,On-Air,Local.,KD0ARW,,Kansas Repeater Council,2020-03-07,,,,,3682,,,,,,,,,,,,,,,,"Full-time to 147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,,160.23,ESE,,20,13687,39.44800186,-99.27459717,146.79,146.19,162.2,Rooks,EM09IK,Off-Air,Click for coverage map. 25 mi radius.,N0KOM,,Kansas Repeater Council,2019-07-13,,,,,,DB-222 @ 200 feet.,,,,K-Link Repeater Network,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,,160.24,E,,20,3986,39.75830078,-99.31970215,147.12,147.72,,Phillips,EM09IS,On-Air,Local,AA0HJ,,Kansas Repeater Council,2020-03-07,,,,E-power,,,,,,,,,,,,,,,,,"Full-time to 442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,160.35,WNW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,,On-Air,,Denver PD EEB,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,160.35,WNW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,,On-Air,Golden and Denver.,N0PYY,,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,160.35,WNW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,,On-Air,Wide area.,FRG,,CCARC,2019-09-06,,,,Linkable VHF/UHF Remote Base,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,CC 131.8,N7JYS,Hays,KS,OPEN,I,DY,160.39,ESE,,20,3975,38.93439865,-99.31549835,147.045,147.645,131.8,Ellis,EM08IW,On-Air,"Ellis, Hays, Wakeeney. 35 mi radius.",N7JYS,,Kansas Repeater Council,2019-12-08,yes,Open ↑ / Open ↓,,E-power,3917,MMDVM Mixed-mode.,131.8,,,,,,yes,7,312024,BrandMeister c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time KansasLink 2 31203 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Linkable to the Western Kansas Intertie System . Full-time internet linked to the CKRG System . Full-time internet linked to the KansasLink System .,,,Yes; analog capable.,,,yes,293,yes,,,,,,,,2,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,,160.39,ESE,,20,13278,38.93429947,-99.31549835,224.28,222.68,131.8,Ellis,EM08IW,On-Air,50,N7JYS,,,2018-01-07,,,,Internet linking,,,131.8,,Western Kansas Intertie,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,,160.42,ESE,,20,4042,38.93399811,-99.31500244,442.45,447.45,162.2,Ellis,EM08IW,On-Air,Click for coverage map. 35 mi radius.,N7JYS,,Kansas Repeater Council,2017-12-30,,,,E-Power.,,,162.2,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,42940,ARES: Sat at 21:00.,,,,,,,,,"Full-time to 443.57500 (K0HAM) at Ransom, K-Link, KS . Full-time to 444.95000 (AB0UO) at Russell, K-Link, KS . Full-time to the K-Link System . Linkable to the NEKSUN (K0HAM) System .",,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,160.46,WNW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,,On-Air,Denver Metro Area,W0DMR,,,2019-11-27,,,,,,,,,,http://www.w0dmr.org/,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",yes,2,310811,NoCo c Record retrieved from radioid.net,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,,160.51,ESE,,20,4123,38.87919998,-99.32679749,444.825,449.825,114.8,Ellis,EM08IV,On-Air,Local,,,Kansas Repeater Council,2018-01-08,,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,160.63,WNW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,DM79JR,On-Air,,WA2YZT,,CCARC,2019-11-27,,,,200,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,160.68,WNW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,DM79JR,On-Air,,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,700,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,Rocky Mountain Ham Radio,,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,160.68,WNW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,160.68,WNW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,CCARC,2017-03-11,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,160.68,WNW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,160.68,WNW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,,On-Air,,Colorado D-Star,,,2014-01-03,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,160.86,WSW,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,,On-Air,,Mountain ARC,,CCARC,2016-11-17,,,,E-power.,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,160.86,WSW,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,,On-Air,,WB0WDF,,CCARC,2012-06-15,,,,"E-power, 100% Solar",,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,160.86,WSW,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,,Testing,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,160.86,WSW,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,,On-Air,,WB0WDF,,CCARC,2012-06-15,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,160.86,WSW,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,,Testing,,WB0WDF,,CCARC,2012-06-18,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,160.92,WNW,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,,On-Air,"Denver, Golden",,,,2019-10-05,,,,AllStar,,,67,,,http://www.w0sky.com,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,A,,160.94,SE,,20,11669,37.76599884,-100.03500366,443.675,448.675,162.2,Ford,DM97XS,On-Air,Click for coverage map. 45 mi radius.,"NV8Q, WV0S",,Kansas Repeater Council,2019-02-16,,,,Linked to K-Link Repeater Network. AllStar 46012.,,,162.2,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,46012,,,,,,,,,,Full-time to the K-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,161.02,WNW,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,,On-Air,,,,CCARC,2019-06-19,yes,Open ↑ / Open ↓,,E-power,,,141.3,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,161.81,WNW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,,On-Air,,N0EPA,223853,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,161.81,WNW,,08,175,40.16719818,-105.10099792,147.27,147.87,100,Boulder,,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),,CCARC,2017-03-11,,,,"Closed autopatch, e-power, EchoLink.",,,100,,,http://w0eno.org/?q=node/11,,,,,,,,,,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,161.81,WNW,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,Boulder,,On-Air,,Longmont ARC,,CCARC,2017-03-11,,,,30,,,88.5,,,,,LARC: Sun at 20:00.,,,,,,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,162.07,WNW,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,DN70KB,On-Air,Wide area.,Rocky Mtn VHF Soc,,CCARC,2017-03-11,,,,5,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,
147.03,0.6,123,K0ECT,Dodge City,KS,OPEN,,,162.28,SE,,20,3974,37.75279999,-100.01699829,147.03,147.63,123,Ford,,On-Air,,SKECT,,,2019-09-02,,,,Autopatch,,,,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,K0ECT,Dodge City,KS,OPEN,,,162.28,SE,,20,4041,37.75279999,-100.01699829,442.375,447.375,123,Ford,,On-Air,US-50,,,Kansas Repeater Council,2019-09-02,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,162.74,W,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,CCARC,2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9875,5,CC,K0USY,"Hays, KS-DMR",KS,OPEN,,D,163.15,ESE,,20,17220,38.89820099,-99.27200317,444.9875,449.9875,,Ellis,EM08IV,On-Air,18,,,Kansas Repeater Council,2019-12-08,,,,,,,,,,KS-DMR Network,,,yes,1,312034,KS-DMR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Local/Cluster 1 2 Full-Time Local or Reflector 1 9 Full-Time Kansas 2 3120 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Full-time internet linked to the KS-DMR (3120) System .,,,,,,,,,,,,,,,,1,,,,K0USY,,,,,,,K0USY,1,2,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,,163.97,E,,31,6,40.10079956,-99.36250305,145.205,144.605,CSQ,Harlan,,On-Air,,,,WB0CMC,2018-04-01,,,,Linked to 444.625 Axtel.,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,164.14,W,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,,CCARC,2019-08-15,,,,E-power.,3350,,127.3,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,164.14,W,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,,CCARC,2018-11-25,,,,700,,Voice ID is required for data/GPS/text on TG 705,,,,Rocky Mountain Ham Radio,,,yes,7,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,164.26,WNW,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,Larimer,DN70MK,On-Air,,Northern Colorado ARC,,CCARC,2016-03-21,yes,Open ↑ / Open ↓,,,,,100,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,,164.75,SSE,,20,3996,37.29330063,-100.63999939,147.18,147.78,,Meade,DM97QH,On-Air,Local,WK0DX,,Kansas Repeater Council,2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
