Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update,Coordination,Features,AllStar,Downlink Tone,Commands,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Links,Notes,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,IRLP,Affiliate,P-25 Digital Enabled,NAC,Default Reflector,EchoLink,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,On-air,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Devilshead Local,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Mountain Reg USA,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,70.51,SE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",ARES of Douglas and Elbert Counties,2020-02-11,CCARC,Linked to CRA 448.425 - WestCreek,,107.2,,http://www.w0cra.org/,,,,,,DM79WF,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,71.28,SSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,Off-Air,Western Park County,,2017-11-22,CCARC,,,103.5,,,,,,,,DM78AV,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,72.4,SSE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,2019-11-11,CCARC,9,,123,,,,,,,,,Full-time to the Colorado Connection System .,Linked into the Colorado Connection System,,,,,,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,72.41,SSE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),2019-12-28,,,,,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,72.41,SSE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,On-Air,,Rocky Mountain Ham Radio,2019-11-27,CCARC,Rocky Mountain Ham Radio Brandmeister Sites,,,,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,,,,,N0SZ Colorado Springs Brandmeister,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,2,2,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,72.42,SSE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,On-Air,,CMRG,2017-03-09,CCARC,9,,,,http://www.cmrg.org,,,,,,DM78NR,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,72.42,SSE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),2017-03-09,CCARC,,,107.2,,http://www.cmrg.org,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,72.45,SSE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),2019-12-29,CCARC,,,,,http://www.cmrg.org,,,,,,DM78NR,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,72.68,SSE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,2018-01-15,CCARC,"Closed autopatch, e-power.",,107.2,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,72.68,SSE,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,On-Air,,,2018-01-15,CCARC,,,,,CMRG Repeaters,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,72.68,SSE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,On-Air,Wide area.,,2018-01-15,CCARC,"Closed autopatch, e-power.",,107.2,,CMRG Repeaters,,,,,,DM78NR,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,72.69,SSE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,On-Air,Wide area.,,2018-01-15,CCARC,"Closed autopatch, e-power.",,107.2,,http://www.cmrg.org/,,,,,,DM78NR,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,72.69,SSE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,2017-11-13,CCARC,"Closed autopatch, e-power.",,107.2,,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,,,,,,,,3990,CRA VHF Link System,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,74.93,SSE,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),2019-03-07,CCARC,,,,,PPFMA Repeaters,,,,,,DM78NQ,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,75.63,NNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,On-Air,Covers Red Feather Lakes Area,W1VAN,2019-11-27,,Brandmeister Network,,,,http://www.w0dmr.org,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,80.19,SE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,2014-09-02,CCARC,Full duplex node.,,123,** [StarStar] Prefix for Echolink Node.,,,,,,,DM89CI,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,3349,,,,,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,82.62,E,,08,10783,40.25030136,-103.80000305,448.2,443.2,,Morgan,On-Air,,,2019-11-27,CCARC,Mixed Mode,,,,Rocky Mountain Ham Radio,yes,7,310812,RMHR c Record retrieved from radioid.net,,,Full-time to the Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,NEAHR,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,84.36,S,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,,WB0WDF,2012-06-14,CCARC,"E-power (Solar, Wind)",,67,,Mega Link,,,,,,,Full-time to the Mega-Link System .,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,87,NW,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,2017-01-06,CCARC,8,,123,,,,,,,,,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters.,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,89.08,SW,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,On-Air,,CLARA,2019-07-21,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,89.99,S,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,2017-03-11,CCARC,IPSC Link to the Colorado network on Talk Slot 2.,,,,http://www.k0jsc.com,yes,7,,,,DM78ii,Full-time to the Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,,,Rocky Mountain Ham Radio,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,89.99,S,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,2013-01-27,CCARC,,28368,100,,K0JSC dot Com,,,,,,DM78ik,Full-time to the The Fun Machine System .,,,,,,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,7301,,,,,363976,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,89.99,S,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,,WB0WDF,2012-07-10,CCARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,88.5,,Http://www.qsl.net/rghc,,,,,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,89.99,S,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,2017-03-11,CCARC,E-power (Bat),,103.5,,Royal Gorge Amateur Radio Club,,,,,,DM78ik,,,,,,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,89.99,S,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,Wide area. Repeater Coverage Map,RGARC,2017-10-04,CCARC,"E-power (Bat), Remote Base",,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,89.99,S,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,,RGARC,2017-03-11,CCARC,E-power (Bat),,103.5,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,90,S,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,,Royal Gorge ARC,2017-03-11,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,90.84,NNE,,56,34,41.02740097,-104.78399658,449.3,444.3,,Laramie,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,2019-06-02,WRCG,,,,,,,,,,,DN71OA,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,91.58,S,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,Canon City area. Repeater Coverage Map,K0JSC,2017-03-11,CCARC,Autopatch.,28368,100,,http://www.k0jsc.com,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,7301,,,,,363976,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,91.91,N,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,Laramie,Off-Air,,,2020-02-04,WRCG,,,,,https://www.rmham.org/wordpress/,yes,7,315603,RMHR c Record retrieved from radioid.net,,DN71NB,Full-time to the Rocky Mountain Ham System .,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,94.09,SSW,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,2013-07-06,CCARC,,,,,KD0QPG,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,94.09,SSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,2019-11-27,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,94.66,WSW,,08,260,39.1761,-106.829,447.05,442.05,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,2012-11-10,CCARC,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,96.53,,,56,20,41.15250015,-105.22100067,448.15,443.15,100,Laramie,Off-Air,,KB7SWR,2017-01-04,WRCG,,,,,,,,,,,DN71JD,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,96.89,NNE,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,Laramie,On-Air,,Shy-Wy Amateur Radio Club,2017-01-04,WRCG,"E-power, WX.",,,,,,,,,,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",,,,,,,,Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,97.48,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,2019-11-27,CCARC,,,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,,,,RMHam,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,97.96,NNE,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,Laramie,On-Air,Local: Cheyenne.,N7GT,2019-10-23,WRCG,,,,,,,,,,,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,97.96,NNE,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,Laramie,On-Air,,ShyWyArc,2019-02-15,WRCG,,,91.5,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,97.96,NNE,,56,15518,41.13999939,-104.81999969,449.9,444.9,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,2017-01-04,,,,100,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,97.96,NNE,,56,10803,41.13999939,-104.81999969,449.975,444.975,,Laramie,On-Air,,WY7EOC,2020-02-27,WRCG,,,,,,yes,11,315601,WyDMR c Record retrieved from radioid.net,,,,See the website for TG/TS/CC programming info and link status/info,,,,,,,,,Laramie County Emergency Management/WY7EOC,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,98.31,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,2019-07-21,CCARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",42740,,,http://www.bigsandyradio.com/,,,,,,DM89GG,,,,,,,,,Big Sandy Net: Tues 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,98.86,NNE,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,Laramie,On-Air,Local,,2019-12-12,WRCG,,,,,,yes,15,315615,Brandmeister c Record retrieved from radioid.net,BrandMeister,DN71OD,,Brandmiester DMR only no analog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,98.88,WNW,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,On-Air,,SSARC,2014-09-27,CCARC,"Linked, WX.",,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,98.89,WSW,,08,211,39.2131,-106.937,146.67,146.07,107.2,Pitkin,On-Air,Wide area.,Ski Country ARC,2012-11-10,CCARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,98.93,WNW,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,Routt,On-Air,,Colorado Connection,2017-01-06,,,,123,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,98.93,WNW,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",2019-05-11,,Statewide Linked System,,123,,http://colcon.org,,,,,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,99.06,SSW,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,2016-05-23,CCARC,11,,123,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
