Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Affiliate,D-STAR Enabled,Node,Sources,EchoLink,IRLP,On-air,Features,Coverage,AllStar,Commands,Links,Grid,Nets,Web links,Notes,DMR Enabled,Color Code,DMR ID,Wide Network,Location Photo,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Devilshead Local,Bandwidth,Eastern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Colorado,Colorado Chat
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,134.17,E,,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,On-Air,Colorado Connection,CCARC,2016-05-23,123,,,,,,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,,Full-time to the Colorado Connection System .,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.375,-5,,AE7TA,"Logan, Sedgwick Peak",UT,OPEN,,,137.33,W,,49,18470,39.32099915,-111.09400177,449.375,444.375,,Cache,On-Air,Bridgerland ARC,UVHFS,2020-01-19,,,,,,,,,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,S,137.33,W,,49,11163,39.321,-111.094,1299.25,1279.25,,Washington,On-Air,,UVHFS,,,,yes,KF7YIX (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,137.48,E,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,GRARC,CCARC,2013-01-07,,,,,,,3972,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,,138.7,WNW,,49,55,39.7558,-110.99,145.31,144.71,88.5,Carbon,On-Air,Sinbad Desert ARC,UVHFS,2017-09-03,,,,,,,3270,,"Closed autopatch, remote base.",Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,,,,,http://sdarc.us/repeaters/ford.html,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,,139.22,W,ON - IDLE,49,54,39.2098,-111.142,147.06,147.66,88.5,Emery,On-Air,Sinbad Desert ARC,UVHFS,2015-08-04,,,,,,64264,3270,,"Closed autopatch, remote base.","Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,,Full-time to the Sinbad Desert (SDARC) System .,DM49kf,,http://sdarc.us/repeaters/horn.html,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,,139.22,W,,49,73,39.20959854,-111.14199829,447.625,442.625,100,Emery,On-Air,San Rafael Cactus Assoc,UVHFS,2008-07-11,,Cactus-Intertie,,,,,,,,Wide area.,,,,DM49KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,,139.22,W,,49,272,39.2096,-111.142,447.7,442.7,123,Emery,,,UVHFS,2013-08-05,,,,,,,,Unknown,"Closed autopatch, 8,702'.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington, Skyline Dr",UT,OPEN,,,139.23,W,,49,273,39.20999908,-111.14199829,223.92,222.32,88.5,Emery,,,UVHFS,,,Sinbad Desert ARC,,,,,,Unknown,"Remote base, 8,702'.","Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",,,,DM49KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,,139.24,WSW,ON - IDLE,49,56,38.0726,-110.795,147.08,147.68,136.5,Wayne,On-Air,Sinbad Desert ARC,UVHFS,2018-08-11,,,,,,64264,3270,,"Closed autopatch, remote base.","Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,,Full-time to the Sinbad Desert (SDARC) System .,,,http://sdarc.us/repeaters/mt-ellen.html,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,140.28,E,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,K2AD,,2018-02-01,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,http://www.rmham.org/,,yes,7,310830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,140.62,E,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,Colorado Connection,CCARC,2015-01-30,123,,,,,,,,12,Wide area.,,,Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,Breckenridge Repeater,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,141.18,ESE,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,Off-Air,,CCARC,2017-11-22,103.5,,,,,,,,,Western Park County,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,142.2,SE,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,Crestone Amateur Radio Emergency Services,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,KD0QPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,142.2,SE,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,Chaffee,On-Air,RMHAM,,2019-11-27,,,,,,,,,,,,,,,,,,yes,7,310825,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,142.86,SE,,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,On-Air,,CCARC,2018-01-15,,,,,,,,,E-power.,Wide area.,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,142.86,SE,,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,On-Air,,CCARC,2013-07-05,103.5,Colorado ARES,,,,,,,E-power (Bat),"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,143.08,SE,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,On-Air,Colorado Connection,CCARC,2016-05-23,123,,,,,,,,11,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,143.08,SE,,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,,,,,,,,,,Wide area.,,,,DM78ik,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,143.36,SE,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,On-Air,,CCARC,2017-03-11,100,,,,,363976,7301,,2,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,28368,,Full-time to the The Fun Machine System .,DM68xk,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,143.4,SE,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,On-Air,CMRG,CCARC,2020-01-01,,,,,,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,143.62,SSE,,08,8177,37.115,-107.633,147.15,147.75,100,La Plata,On-Air,,CCARC,2018-01-16,,,,,,,,,E-power.,Bayfield,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,143.85,ESE,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,K7PFJ,,2017-03-11,,RMHAM,,,,,,,,,,,,,,,,yes,0,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,145.63,SSW,,49,100,37.26929855,-109.95700073,449.9,444.9,123,San Juan,On-Air,,UVHFS,2018-01-15,,,,,,,,,6,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,DM57AG,,,Part time link to two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,,146.61,WNW,ON - IDLE,49,53,39.6568,-111.186,147.08,147.68,88.5,Carbon,On-Air,Sinbad Desert ARC,UVHFS,2017-09-03,,,,,,64264,3270,,"Closed autopatch, remote base.",Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,,Full-time to the Sinbad Desert (SDARC) System .,,,http://sdarc.us/repeaters/boardinghouse.html,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,,147.27,WNW,,49,271,39.6567,-111.199,224.98,223.38,88.5,Carbon,,"Intermountain Repeater Emergency Amateur Network, Sinbad Desert ARC",UVHFS,2013-08-05,,,,,,,,Unknown,Remote base.,"Wide area: Price, Wellington, Helper, and Huntington areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,,149.11,NW,,49,121,40.3549,-110.799,147.34,147.94,136.5,Uintah,On-Air,Borderline Amateur Radio Club,UVHFS,2017-05-14,,Roosevelt Junior High School Amateur Radio Club,,,,,,,,Wide area.,,,"Full-time to 147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,,150.97,SSE,,35,16667,36.95,-107.85,147.06,147.66,100,San Juan,On-Air,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,151.43,SSE,,08,188,37.193,-107.1,146.61,146.01,123,Archuleta,On-Air,,CCARC,2018-01-15,,,,,,,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,156.01,E,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,On-Air,,,2017-03-11,,RMHAM,,,,,,,,,,,,,,http://www.rmham.org,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,156.01,E,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,,GCARA,CCARC,2014-09-06,,,,,,,,Unknown,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim, Horseshoe",UT,OPEN,,,156.42,W,,49,143,39.33670044,-111.4509964,224.64,223.04,,Sanpete,,,UVHFS,,,,,,,,,Unknown,E-power.,Wasatch Front from Payson to Tremonton.,,,,DM49GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,,156.42,W,,49,190,39.3367,-111.451,146.66,146.06,100,Sanpete,On-Air,Skyline Repeater System,UVHFS,2017-11-12,,,,,,,3576,,"Autopatch, 10,350'.",Wide area: Provo to Salina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,,156.42,W,,49,10229,39.3367,-111.451,146.72,146.12,100,Sanpete,On-Air,W7REL and Sanpete County,UVHFS,2014-01-20,,Skyline Radio Club,,,,,3576,,,Northern San Pete County,,,Full-time to the Skyline Repeater System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,,157.85,SSE,,35,15629,36.8222,-107.993,146.88,146.28,100,San Juan,On-Air,,NMFCC,2018-01-15,,,,,,,,,,,,,Full-time to the San Juan Connection System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,N5UBJ,Aztec,NM,OPEN,,D,157.85,SSE,2,35,12413,36.8222,-107.993,442.25,447.25,,San Juan,On-Air,,NMFCC,2018-01-21,,,,,,,,,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,yes,1,313502,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,AZ-TrboNet,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,,157.86,SSE,,35,44,36.82220078,-107.99199677,447.45,442.45,107.2,San Juan,On-Air,KB5ITS,NMFCC,2017-07-19,,,,,,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,,157.86,SSE,,35,43,36.8222,-107.992,146.74,146.14,100,San Juan,On-Air,Totah ARC,NMFCC,2017-07-19,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KB5ITS,"Aztec, Hottel Hill",NM,OPEN,,,158.84,S,,35,18461,36.80630112,-108.0019989,146.61,146.01,100,Taos,On-Air,San Juan Connection,,2020-01-13,,,,,,,,,,,,,,,,http://www.sjcham.com,Linked to San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,158.86,NE,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,On-Air,Colorado Connection,CCARC,2017-01-06,123,,,,,,,,8,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,,Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,159.1,E,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,On-Air,W0IG,CCARC,2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,159.19,E,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,CCARC,2017-01-06,123,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,160.11,SE,,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,On-Air,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,160.26,SE,,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,On-Air,,,2016-12-25,77,,,,,,,,,Low level local coverage,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,S,160.61,S,,35,16280,36.7823,-107.988,1291.1,1271.1,,San Juan,On-Air,San Juan County,NMFCC,2019-05-12,,,yes,KF5VBE (A) Repeater,jfindu lookup / dstar-users lookup,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,S,160.63,S,,35,11428,36.7817,-107.99,145.115,144.515,,San Juan,On-Air,,,2018-01-29,,,yes,KF5VBE (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,S,162.41,S,,35,15650,36.7281,-108.219,444.15,449.15,,San Juan,On-Air,San Juan County,,2018-02-02,,,yes,KF5VBF (B) Repeater,jfindu lookup / dstar-users lookup,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC,N5UBJ,Farmington,NM,OPEN,,D,162.41,S,2,35,12412,36.7281,-108.219,442.325,447.325,,San Juan,On-Air,,NMFCC,2018-01-19,,,,,,,,,AZ-TRBONET,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,yes,1,313501,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,AZ-TrboNet,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,,162.42,S,,35,85,36.7281,-108.218,146.85,146.25,100,San Juan,On-Air,Totah ARC,NMFCC,,100,,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,,162.42,S,,35,87,36.7281,-108.218,449,444,100,San Juan,,K5WY,NMFCC,,,,,,,,,Unknown,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,,162.42,S,,35,81,36.7281,-108.218,53.01,52.01,131.8,San Juan,On-Air,KB5ITS,NMFCC,2017-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,,162.42,S,,35,84,36.7281,-108.218,146.76,146.16,100,San Juan,On-Air,,NMFCC,2018-01-15,100,,,,,,,,"Closed autopatch, e-power.",,,,Full-time to the San Juan Connection System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,"Farmington, College Hill",NM,OPEN,,,162.42,S,,35,86,36.7281,-108.218,147,147.6,100,San Juan,On-Air,,NMFCC,2017-11-30,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,163,ESE,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,Park,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,107.2,,,,,,,,"Closed autopatch, e-power.",,,Autopatch: 911,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",DM79FB,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,163.06,ESE,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,,CCARC,2018-01-15,107.2,,,,,,3854,,E-power.,Wide area.,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,163.73,S,,35,16279,36.7083,-108.226,1291.7,1271.7,,San Juan,On-Air,San Juan County,NMFCC,2018-02-02,,,yes,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork, Teat Mountain",UT,OPEN,,,164.3,WNW,,49,20,40.0281,-111.37,447.4,442.4,100,Utah,Off-Air,,UVHFS,2019-04-01,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,164.45,SSE,,35,15644,36.8,-107.62,147.36,147.96,100,San Juan,On-Air,,NMFCC,2018-01-15,,,,,,,,,,,,,Full-time to the San Juan Connection System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
