Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Mixed-Mode,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Eastern Colorado,TAC 311,Colorado,Colorado Chat,Central Regional,WIRES-X,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,Local/Cluster,REACT,CO-Park County
442.25,5,CC,N5UBJ,Aztec,NM,OPEN,,D,110.48,W,2,35,12413,36.8222,-107.993,442.25,447.25,,San Juan,,On-Air,,,,,NMFCC,2018-01-21,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,yes,1,,,,,,,,,,,,,,313502,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,S,110.73,W,,35,16280,36.7823,-107.988,1291.1,1271.1,,San Juan,,On-Air,,San Juan County,DV only,,NMFCC,2019-05-12,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,S,110.85,W,,35,11428,36.7817,-107.99,145.115,144.515,,San Juan,,On-Air,,,,,,2018-01-29,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,111.12,NW,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,Ouray,,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KB5ITS,"Aztec, Hottel Hill",NM,OPEN,,,111.17,W,,35,18461,36.80630112,-108.0019989,146.61,146.01,100,Taos,,On-Air,,San Juan Connection,,,,2020-01-13,http://www.sjcham.com,,,,Linked to San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,111.49,W,,08,8169,37.3,-108.028,145.37,144.77,100,La Plata,,On-Air,,,E-power.,,CCARC,2018-01-15,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,111.57,NE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,,On-Air,,K0ST,,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,111.57,NE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,,Off-Air,,,,,CCARC,2019-11-27,,210.7,29228,,,,7389,,yes,1,KFKR- c Record retrieved from radioid.net,,Yes; analog capable.,,,,,,,,,,,310805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,111.57,NE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,,On-Air,,N0PWZ,,,CCARC,2012-11-10,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,,111.61,WSW,,35,50,36.7111,-107.984,146.92,146.32,100,San Juan,,On-Air,,San Juan County OEM,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,,111.66,WSW,,35,16636,36.7111,-107.985,448.65,443.65,127.3,San Juan,,On-Air,,,,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,,111.86,WNW,,08,113,37.41529846,-108.01200104,146.67,146.07,100,La Plata,,On-Air,Wide area.,Durango ARC,11,"Part-time to 147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,2019-04-01,DARC Repeaters,100,,,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,112.17,NNW,,08,161,38.5458,-106.925,449.95,444.95,,Gunnison,,,,K5GF,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,112.17,NNW,,08,160,38.5458,-106.925,147.12,147.72,,Gunnison,,On-Air,,W0VTL,E-power.,,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,112.38,SSE,,35,113,35.59389877,-105.22299957,145.45,144.85,,San Miguel,,Off-Air,Wide area.,KB5WEZ,"E-power, linked.",,NMFCC,2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,112.68,N,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,,On-Air,,CLARA,E-power.,,CCARC,2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,113.79,NE,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,DM78QH,On-Air,,Carl Higbee,,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,,KB5ITS,"Mancos, Caviness",CO,OPEN,,,118.62,W,,08,18459,37.36460114,-108.14800262,145.325,144.725,,Montezuma,,On-Air,,San Juan Connection,,,,2020-01-12,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,118.69,W,,08,15896,37.36,-108.15,442.375,447.375,100,Montezuma,,On-Air,,San Juan Connection,,Full-time to the San Juan Connection System .,,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,118.81,NE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,CCARC,2019-12-10,Pueblo Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,118.81,NE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,CCARC,2019-12-10,Pueblo Amateur Radio Club,,,,Dual Mode Analog/DMR,,,,yes,0,c Record retrieved from radioid.net,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,,119.04,SSW,,35,16603,35.59930038,-107.09600067,443,448,100,Sandoval,DM65KO,On-Air,,,,,NMFCC,2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,120.53,NE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,,Off-Air,Wide area.,Pueblo Ham Club,E-power.,,CCARC,2013-05-07,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,122.76,NW,,08,17998,38.18,-107.79,447.8,442.8,,Ouray,,On-Air,Montrose to Ouray,AD0RM,,,,2019-08-17,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,,122.85,ESE,,35,73,36.76110077,-103.83399963,146.85,146.25,100,Union,,Off-Air,Wide area.,Sierra Grande RC,E-power.,,NMFCC,2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,,122.85,ESE,,35,74,36.76110077,-103.83399963,444.8,449.8,77,Union,,Off-Air,Wide area.,Sierra Grande Repeater Club,E-power.,,NMFCC,2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,,122.85,ESE,,35,15638,36.76110077,-103.83399963,147.175,147.775,141.3,Union,,On-Air,,NMEMA ARC,,,NMFCC,2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,NM5SV,"Placitas, Sandia Peak",NM,OPEN,,,123.33,S,,35,14763,35.33599854,-106.44100189,443.4,448.4,100,Sandoval,DM65SI,On-Air,,Sandia Vista ARC,,,NMFCC,2019-08-10,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,123.43,NNE,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,,On-Air,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",CCARC,2016-11-17,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,123.43,NNE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,,On-Air,,WB0WDF,"E-power, 100% Solar",,CCARC,2012-06-15,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,123.43,NNE,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,,Testing,,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,123.43,NNE,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,,Testing,,WB0WDF,,,CCARC,2012-06-18,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,123.44,NNE,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,,On-Air,,WB0WDF,"E-power, Solar, Remote Base",,CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,123.71,W,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,Montezuma,DM57VH,On-Air,Wide area.,,E-power.,,CCARC,2018-01-15,http://www.sjcham.com,,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,123.81,WNW,,08,254,37.991,-107.972,449.7,444.7,107.2,San Miguel,,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),E-power.,Full-time to the GMRA Open System .,CCARC,2017-12-07,,107.2,,,Closed IRLP out - Ask for a control Op,,3710,,,,,,,,,,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,,123.96,W,,35,85,36.7281,-108.218,146.85,146.25,100,San Juan,,On-Air,,Totah ARC,Closed autopatch.,,NMFCC,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,,123.96,W,,35,87,36.7281,-108.218,449,444,100,San Juan,,,,K5WY,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,,123.96,W,,35,81,36.7281,-108.218,53.01,52.01,131.8,San Juan,,On-Air,,KB5ITS,,,NMFCC,2017-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,,123.96,W,,35,84,36.7281,-108.218,146.76,146.16,100,San Juan,,On-Air,,,"Closed autopatch, e-power.",Full-time to the San Juan Connection System .,NMFCC,2018-01-15,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,"Farmington, College Hill",NM,OPEN,,,123.96,W,,35,86,36.7281,-108.218,147,147.6,100,San Juan,,On-Air,,,"Autopatch, e-power.",,NMFCC,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,S,124.02,W,,35,15650,36.7281,-108.219,444.15,449.15,,San Juan,,On-Air,,San Juan County,DV only,,,2018-02-02,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC,N5UBJ,Farmington,NM,OPEN,,D,124.02,W,2,35,12412,36.7281,-108.219,442.325,447.325,,San Juan,,On-Air,,,AZ-TRBONET,,NMFCC,2018-01-19,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,yes,1,,,,,,,,,,,,,,313501,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,124.12,N,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,DM78AV,Off-Air,Western Park County,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",CCARC,2017-11-22,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,124.69,WSW,,35,16279,36.7083,-108.226,1291.7,1271.7,,San Juan,,On-Air,,San Juan County,DV only,,NMFCC,2018-02-02,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,,125.17,SSE,,35,117,35.40399933,-105.19300079,444.375,449.375,100,San Miguel,DM75JJ,On-Air,Wide area.,JPARA,"Closed autopatch, e-power.",,NMFCC,2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,,125.44,SSW,,35,9768,35.30749893,-106.45700073,147.08,147.68,100,Sandoval,DM65SH,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,"Linked, e-power.",,NMFCC,2017-02-10,http://www.nmscares.org,,28176,ARRL,25,,,,,,,,,,,,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,126.1,W,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,Montezuma,,On-Air,,RMHAM,,,CCARC,2019-11-27,http://www.rmham.org,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,yes,6,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,310826,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,127.01,NNE,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,DM78NQ,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-03-07,PPFMA Repeaters,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,127.38,NW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,Montrose,,On-Air,Wide area.,KB0YNA,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,2016-10-11,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,127.38,NW,,08,69,38.3875,-107.674,447.2,442.2,107.2,Montrose,,On-Air,Delta/Montrose,,9,Full-time to the GMRA Open System .,CCARC,2018-01-15,GMRA Repeaters,107.2,,Grand Mesa Repeater Assoc,Closed IRLP out - Ask for a control op,,3710,,,,,,,,,,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,129.1,NNE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,DM78MS,On-Air,Wide area,RMHAM,,,CCARC,2019-11-27,Rocky Mountain Ham Radio,,,,Voice ID is required for data/GPS/text on TG 705,,,,yes,7,c Record retrieved from radioid.net,,,,,,,,,,,,,310824,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,129.13,NNE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,DM78MS,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,CCARC,2017-03-09,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,129.14,NNE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,2019-11-27,,,,RMHAM,,,,,yes,7,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,310816,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,129.14,NNE,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,12,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,Yahoo Group,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,,129.62,SSW,,35,140,35.27550125,-106.61799622,442.35,447.35,100,Sandoval,DM65QG,On-Air,,WA5OLD,Autopatch.,,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,129.75,NNE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,DM78NR,On-Air,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,CCARC,2018-01-15,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,129.75,NNE,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,DM78NR,On-Air,,,,,CCARC,2018-01-15,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,129.75,NNE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,DM78NR,On-Air,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",CCARC,2018-01-15,CMRG Repeaters,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,129.78,NNE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,DM78NR,On-Air,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",CCARC,2018-01-15,http://www.cmrg.org/,107.2,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,129.78,NNE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,2017-11-13,http://www.w0cra.org/info/cosprgs.html#145160,107.2,,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,130.69,NNE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,DM78NR,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2019-12-29,http://www.cmrg.org,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,130.72,NNE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,DM78NR,On-Air,,CMRG,9,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",CCARC,2017-03-09,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,130.72,NNE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,DM78NR,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2017-03-09,http://www.cmrg.org,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
