Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Rocky Mountain Wide,Feed,Location Photo,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,Devilshead Local,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,130.72,ESE,,08,99,39.6794014,-105.49299622,449.45,444.45,103.5,127.3,Clear Creek,DM79GQ,On-Air,Rocky Mountain Radio League,,,CCARC,2016-12-23,,11,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,Repeater,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,130.77,ESE,,08,78,39.6794014,-105.49199677,146.67,146.07,100,100,Clear Creek,,On-Air,Castle Rock Repeater Group,,,CCARC,2019-11-11,,11,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,130.77,ESE,,08,107,39.6794014,-105.49199677,145.145,144.545,107.2,107.2,Clear Creek,,On-Air,Colorado Repeater Assoc,,,CCARC,2019-11-11,,E-power.,Wide area. Denver metro.,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,130.77,ESE,ON - IDLE,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,107.2,Clear Creek,,On-Air,Colorado Repeater Association (CRA),,,CCARC,2017-11-13,,,Wide area: Denver metro.,347088,http://www.w0cra.org,,,,,,,,3291,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,130.77,ESE,,08,76,39.6794014,-105.49199677,145.49,144.89,100,100,Jefferson,,On-Air,"KB0VIU, Denver Radio Club",,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",CCARC,2017-03-11,,E-power.,,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,130.77,ESE,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,100,Clear Creek,,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,11,Wide area.,4140,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,131.01,ESE,,08,94,39.67739868,-105.48799896,448.675,443.675,100,100,Denver,,On-Air,W0CFI,,,CCARC,2020-02-06,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,131.05,ESE,,08,84,39.67810059,-105.48699951,147.3,147.9,103.5,103.5,Clear Creek,DM79GQ,On-Air,Denver PD EEB,,,CCARC,2017-03-11,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,,131.28,W,,49,152,40.15470123,-110.39199829,147.26,147.86,,,Duchesne,DN40TD,On-Air,Borderline ARC,,,UVHFS,2016-05-07,,5,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,131.48,ESE,,08,8250,39.6731987,-105.48000336,449,444,136.5,136.5,Clear Creek,,On-Air,CARN,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,131.78,WSW,ON - IDLE,49,58,39.63890076,-110.34200287,147.32,147.92,88.5,,Carbon,DM49tp,On-Air,Sinbad Desert ARC,,,UVHFS,2020-02-09,,Remote base.,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",64264,http://sdarc.us/repeaters/bruin.html,110,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,131.78,WSW,ON - IDLE,49,59,39.63890076,-110.34200287,449.05,444.05,88.5,,Carbon,DM49TP,On-Air,Sinbad Desert ARC,,,UVHFS,2008-07-11,,Remote base.,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",64264,http://sdarc.us/repeaters/bruin.html,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,131.83,ESE,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,,Larimer,DN70GI,On-Air,Estes Valley ARC,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",CCARC,2017-08-05,,E-power.,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),625757,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,7268,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,131.97,NNE,,56,29,41.63330078,-106.52600098,147.24,147.84,100,,Carbon,DN61RP,On-Air,CCARS,,,WRCG,2017-01-04,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,131.97,E,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,,Larimer,,On-Air,W1VAN,W0DMR,,,2019-11-27,,Brandmeister Network,Covers Red Feather Lakes Area,,http://www.w0dmr.org,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,132,W,,49,15319,39.6446991,-110.34799957,145.175,144.575,,,Carbon,,On-Air,SDARC,Sinbad Desert A.R.C.,,,2018-01-11,,,Eastern Utah,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,132.12,ESE,,08,72,39.88750076,-105.4260025,145.31,144.71,88.5,123,Gilpin,DM79GV,On-Air,Colorado Connection,,Full-time to the Colorado Connection System .,CCARC,2019-08-15,,10,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,132.12,ESE,,08,97,39.88750076,-105.4260025,449.225,444.225,141.3,141.3,Gilpin,DM79GV,On-Air,Rocky Mountain Ham Radio (RMHR),,,CCARC,2015-11-03,,Emergency Power,Wide area.,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,132.35,SE,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,DM78AV,Off-Air,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",CCARC,2017-11-22,,,Western Park County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,132.4,ESE,,08,13368,40.06330109,-105.41000366,146.91,147.51,123,127.3,Boulder,,On-Air,,"Town of Gold Hill, Colorado",,,2017-04-09,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,132.96,ESE,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,141.3,Clear Creek,,Off-Air,AC0KQ,Rocky Mountain Ham Radio,,CCARC,2019-08-23,,AllStar node repeater providing wide area coverage along the Front Range,Wide area at 9500',,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,133.71,SW,,49,48,38.57389832,-109.5490036,146.9,146.3,88.5,,Grand,,On-Air,Sinbad Desert ARC,,,UVHFS,2015-03-29,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",Moab and immediate surroundings.,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,135.01,SE,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,,Chaffee,,On-Air,Chaffee Lake Amateur Repeater Association,,,,2019-09-04,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,135.36,ESE,,08,8992,40.07220078,-105.35399628,445.05,440.05,,,Boulder,,On-Air,Rocky Mountain Ham Radio,,,CCARC,2019-11-27,,BrandMeister Network,Wide area,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,135.36,ESE,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,,Boulder,,On-Air,Rocky Mountain Ham Radio,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,2019-11-27,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,135.36,ESE,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,141.3,Boulder,,On-Air,Rocky Mountain Ham Radio,,,CCARC,2018-04-24,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,135.36,ESE,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,107.2,Boulder,,On-Air,Colorado Repeater Association (CRA),CRA VHF Link System,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,2017-11-13,,"Closed autopatch, e-power.",Boulder/Denver Metro,347086,,,,,,,,,3990,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,135.36,ESE,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,107.2,Boulder,DN70HB,On-Air,Colorado Repeater Association (CRA),,,CCARC,2016-09-08,,Closed autopatch.,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,135.36,ESE,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,,Boulder,DN70HB,On-Air,Rocky Mtn VHF Soc,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",CCARC,2017-03-11,,8,Denver metro area.,217336,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,136.31,ESE,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,100,Jefferson,DM79HS,On-Air,,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,136.31,ESE,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,Jefferson,,On-Air,Denver Radio Club,Brandmeister Network,,CCARC,2019-11-27,,,,,http://www.w0tx.org/,,,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,136.82,ESE,,08,82,39.75249863,-105.35900116,146.985,146.385,100,100,Denver,,On-Air,El Jebel RADOPS,,,CCARC,2016-09-05,,E-power.,,,,,RADOPS: Sun at 19:00.,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,136.82,ESE,,08,140,39.75249863,-105.35900116,145.28,144.68,100,,Jefferson,DM79HS,On-Air,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,2015-05-22,,"Closed autopatch, e-power, linked.",Wide area.,,Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,136.82,ESE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,,Jefferson,DM79HS,On-Air,KE0SJ,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,2015-05-23,,E-power.,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,136.82,ESE,,08,77,39.75249863,-105.35900116,146.64,146.04,100,,Jefferson,,On-Air,Denver Radio League,,,CCARC,2020-03-13,,E-power.,Wide area. Repeater Coverage Map,,DRL Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,136.83,SE,,08,7,39.4056015,-105.47299957,146.895,146.295,100,100,Park,,On-Air,AB0RR,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",CCARC,2017-07-05,,25,285,,Park County Radio Club (PCRC),,Wed at 19:30.,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,136.87,ESE,,08,112,39.75249863,-105.35800171,448.625,443.625,100,100,Jefferson,DM79HS,On-Air,Denver Radio Club,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",CCARC,2017-03-11,,E-power.,Denver metro area.,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,138.13,ESE,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,88.5,Jefferson,DM79IS,On-Air,Aurora Repeater Assoc,,,CCARC,2016-01-17,,e-power.,"Denver metro, central front range",,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,138.13,ESE,,08,86,39.77719879,-105.32900238,224,222.4,103.5,103.5,Jefferson,,On-Air,Rocky Mountain Radio League,,,CCARC,2017-03-11,,8,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,138.13,ESE,,08,133,39.77719879,-105.32900238,147.15,147.75,100,100,Jefferson,DM79IS,On-Air,Aurora Repeater Assoc (ARA),,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",CCARC,2016-01-17,,e-power,"Denver metro, central front range",,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,138.18,ESE,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,103.5,Jefferson,,On-Air,Rocky Mtn Radio League,,,CCARC,2016-12-23,,8,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,138.18,ESE,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,88.5,Jefferson,,On-Air,Aurora Repeater Assoc,,,CCARC,2016-01-17,,e-power,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,138.18,ESE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,103.5,Jefferson,,On-Air,Rocky Mtn Radio League,,,CCARC,2016-12-23,,8,Wide area.,,Repeater,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,139.46,ESE,,08,14,39.97750092,-105.27899933,146.7,146.1,100,,Boulder,,On-Air,Boulder Co ARC,,,CCARC,2013-03-17,,6,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,139.67,ESE,,08,13,39.97829819,-105.27500153,146.61,146.01,100,,Boulder,,On-Air,Boulder Amateur Radio Club,,,CCARC,2019-08-23,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,139.67,ESE,,08,10,39.97800064,-105.27500153,448.9,443.9,100,,Boulder,,On-Air,Boulder ARC,,,CCARC,2013-03-17,,6,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,139.7,ESE,,08,18534,39.97848511,-105.27445221,423,1243,ATV,,Boulder,,On-Air,BATVC,ATN,,,2020-02-25,,"dual-mode, NTSC analog &amp; DVB-T digital ATV","Wide Area, WY border to DIA to SE Denver",,https://kh6htv.com/,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,139.8,ESE,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,Boulder,,On-Air,Boulder County ARES,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,139.8,ESE,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,Boulder,,On-Air,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,,,Wide area.,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,139.8,ESE,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,Boulder,,On-Air,Boulder County ARES,,,CCARC,2012-11-12,,E-power.,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,139.82,S,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,,Ouray,,On-Air,,,,CCARC,2018-01-15,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,139.85,ESE,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,,Boulder,,Off-Air,BARC,,,CCARC,2013-01-08,,2,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,139.85,ESE,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,,Boulder,,On-Air,Rocky Mtn VHF Soc,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",CCARC,2017-03-11,,8,Denver metro area.,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,140.54,ESE,,08,73,39.63330078,-105.31700134,145.34,144.74,103.5,127.3,Jefferson,,On-Air,Rocky Mtn Radio League,,,CCARC,2019-08-15,,E-power.,Wide area.,,Repeater,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
