Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,On-air,Grid,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,IRLP,EchoLink,Bandwidth,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Commands,TAC 310,Mountain Reg USA,Local Network,Central Regional,Mixed-Mode,AllStar,Feed,Worldwide,English,P-25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Location Photo
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,116.58,WSW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,Full-time to the Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,yes,7,310800,RMHR c Record retrieved from radioid.net,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,116.58,WSW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,,Boulder County ARES,E-power.,CCARC,2012-11-12,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,117.71,WSW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,2020-02-25,,,,"ATV, Thurs, 3pm local",,,,,,ATN,https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,117.74,WSW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,,Boulder Amateur Radio Club,,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,117.75,WSW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,CCARC,2013-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,117.78,WSW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,On-Air,,Denver Water Amateur Radio Club,,,2020-01-23,100,,,,,,,,,,http://www.dwarc.com,,,,,DM79KS,,,,,,3241,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,117.78,WSW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,CCARC,2018-10-02,,,,,,,,,,,http://www.DWARC.com,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,117.96,WSW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,CCARC,2013-03-17,,,,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,119.28,W,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,E-power.,CCARC,2017-08-05,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,,,,,,DN70GI,,,,,,7268,625757,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,119.3,WSW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,2019-11-27,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,119.3,WSW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,,2019-11-27,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,119.3,WSW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,On-Air,,Rocky Mountain Ham Radio,,CCARC,2018-04-24,141.3,,,,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,119.3,WSW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,2017-11-13,107.2,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,CRA VHF Link System,,,,,,,,,,,,3990,347086,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,119.3,WSW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,2016-09-08,107.2,,,,,,,,,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,119.3,WSW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,RMVHS repeaters,,,,,DN70HB,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,119.35,WSW,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,On-Air,,Denver Radio Club,,CCARC,2017-03-11,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,DM79KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,119.47,WSW,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,Off-Air,Local.,,E-power.,CCARC,2019-08-23,100,,,,,,,,,N0ELY,,,,,,DM79KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,120.85,WSW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,On-Air,Denver Metro Area,W0DMR,,,2019-11-27,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",yes,2,310811,NoCo c Record retrieved from radioid.net,,,http://www.w0dmr.org/,,,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,121.2,WSW,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,On-Air,Metro Denver and the foothills.,Denver Radio Club,E-power.,CCARC,2017-03-31,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,121.2,WSW,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,On-Air,,Denver Radio Club,,CCARC,2017-03-11,100,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,121.2,WSW,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,On-Air,Metro Denver,Denver Radio Club,Yaesu Digital Only,CCARC,2019-09-06,,,"YSF digital only, no analog FM",,,,,,,,Denver Radio Club,,,,,DM79KQ,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,122.07,WSW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,On-Air,,Denver PD EEB,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,122.07,WSW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,CCARC,2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,122.08,WSW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,On-Air,Golden and Denver.,N0PYY,,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,122.08,WSW,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,E-power.,CCARC,2017-03-11,,,,,,,,,,,DRC Repeaters,,,,,DM79JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,122.3,WSW,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,2017-04-09,127.3,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,122.73,W,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,On-Air,,Estes Valley ARC,E-Power,CCARC,2017-08-05,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,7268,625757,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,122.86,W,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,Brandmeister Network,,2019-11-27,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,W0DMR,http://www.w0dmr.org,,,,,DN70FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,122.97,WSW,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,On-Air,,KI0HG,,CCARC,2017-01-20,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,123.45,WSW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,On-Air,,WA2YZT,200,CCARC,2019-11-27,,Full-time to the Colorado TRBO System .,See website for more info on CC/TS/TG programming. www.rmham.org,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,123.49,WSW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,On-Air,,Rocky Mountain Ham Radio,700,CCARC,2019-11-27,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,Rocky Mountain Ham Radio,,,,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,123.5,WSW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,DM79JR,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,123.5,WSW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,On-Air,,Colorado D-Star,,CCARC,2017-03-11,,,,,,,,,,,Colorado D-Star,,,,,DM79JR,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,123.5,WSW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,DM79JR,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,123.5,WSW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,On-Air,,Colorado D-Star,,,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,123.58,WSW,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,On-Air,"Denver, Golden",,AllStar,,2019-10-05,67,,,,,,,,,,http://www.w0sky.com,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,123.69,WSW,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,,,E-power,CCARC,2019-06-19,141.3,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,124.28,WNW,,56,60,41.26660156,-105.43299866,447.225,442.225,,Albany,On-Air,Wide area.,Laramie County EM,,WRCG,2019-12-12,,,,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,Wyoming DMR Project,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN71GG,,,,,,,,,Wyoming DMR Project,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,1,2,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,124.89,WSW,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2019-03-25,,Full-time to the N6LXX System .,,,,,,,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,124.89,WSW,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,CCARC,2017-03-09,107.2,Full-time to the N6LXX System .,,,,,,,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,125.3,SSW,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,On-Air,,,,CCARC,2012-07-20,,,,,,,,,,BSAR,,,,,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,126.3,WSW,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,On-Air,,Rocky Mtn Radio League,8,CCARC,2016-12-23,103.5,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,126.3,WSW,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,On-Air,,Aurora Repeater Assoc,e-power,CCARC,2016-01-17,88.5,,,ARA: Wed at 2000.,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,126.3,WSW,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,8,CCARC,2016-12-23,103.5,,Talk-Group of $FFFF.,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,126.35,WSW,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,CCARC,2016-01-17,88.5,,,ARA: Wed at 20:00.,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,126.35,WSW,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,On-Air,,Rocky Mountain Radio League,8,CCARC,2017-03-11,103.5,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,126.35,WSW,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,CCARC,2016-01-17,100,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,ARA: Wed at 20:00.,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,126.41,WNW,,56,4,41.30979919,-105.45500183,53.03,52.03,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,2017-01-04,,,,,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,126.79,W,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,On-Air,Covers Red Feather Lakes Area,W1VAN,Brandmeister Network,,2019-11-27,,,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,W0DMR,http://www.w0dmr.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,127.33,WSW,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,CCARC,2018-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,127.59,WSW,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,CCARC,2019-08-15,123,Full-time to the Colorado Connection System .,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,127.59,WSW,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,2015-11-03,141.3,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,127.71,SW,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,Wide Area,Denver Radio League,E-power.,CCARC,2020-03-13,,,6,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,127.71,SW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,,Denver Radio League,,CCARC,2020-03-13,,,,,,,,,,,DRL Repeaters,,,,,,,,,yes,Open ↑ / Open ↓,3345,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,128.45,WSW,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,CCARC,2018-12-23,,,The offset is -25.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45770,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,128.46,WSW,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,On-Air,,Denver Radio Club,,CCARC,2017-12-09,,,,,yes,1,,,,Brandmeister Network,http://www.w0tx.org/,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
