Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Features,Web links,Grid,EchoLink,AllStar,Commands,Mixed-Mode,Analog Bandwidth,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Feed,P-25 Digital Enabled,NAC,Default Reflector,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English FT,Colorado,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,39.02,S,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,,,,3990,Wide area,Closed autopatch,Colorado Repeater Association,DM79LE,347086,,,,,,,CRA VHF Link System,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .","CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,39.02,S,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2020-02-11,,,,,Wide area 55 mi radius.,E-Power,http://www.w0cra.org,,,,,,,,,ARESDEC,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,39.08,NNE,,08,157,40.26119995,-104.70600128,147,147.6,,,Weld,On-Air,Weld ARS,CCARC,2019-05-06,,,,3839,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,DN70PG,,,,,,yes,Open ↑ / Open ↓,,,,,Tuesday Night club net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,39.08,NNE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),CCARC,2019-05-06,,,,3839,,,http://www.warsco.org/,DN70PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,41.59,SSW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,On-Air,W0VG,CCARC,2019-11-27,,,,,,,http://www.rmham.org,,,,,,,,,RMHAM,,,Full-time to the Colorado TRBO System .,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,41.81,S,ON - IDLE,08,8740,39.13600159,-104.92700195,147.075,147.675,131.8,131.8,Douglas,On-Air,N0OBA Owner,,2020-04-26,,,,,Wide area coverage at 8300 70 mi radius.,,,DM79MD,10079,,,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,45.06,WNW,,08,3756,39.94729996,-105.79499817,447.45,442.45,103.5,,Grand,On-Air,W0IG,CCARC,2013-10-26,,,,,,,,DM79CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,45.18,S,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,On-Air,K0NR,CCARC,2016-12-10,,,,,Local.,30,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,45.72,N,,08,181,40.39780045,-105.0739975,449.575,444.575,100,,Larimer,On-Air,Loveland Rptr Assoc,CCARC,2018-02-24,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,46.11,N,,08,179,40.39849854,-105.125,147.195,147.795,100,,Larimer,On-Air,Loveland Repeater Assoc,CCARC,2016-08-18,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,48.36,NNE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,,Weld,On-Air,K0OJ,CCARC,2019-10-04,,,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,48.4,NNE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,CCARC,2017-05-08,,,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,48.7,N,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2016-03-21,,,,,,,,DN70MK,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8875,-5,,KE0VUW,"Colorado Springs, Sun Hills Subdivision",CO,OPEN,,S,48.89,SSE,,08,18710,39.046,-104.8065,446.8875,441.8875,,,El Paso,On-Air,Pikes Peak Regional OEM SCU,CCARC,2020-05-04,yes,KE0VUW (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,49.35,NNW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,123,Larimer,On-Air,Estes Valley ARC,CCARC,2020-03-22,,,,7268,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,,DN70GI,625757,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the * character followed by a four, five, or six digit node number where you wish to connect). The disconnect is #.",,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,49.55,NNE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,Weld,On-Air,,,2020-02-17,,,,,,,,,,,,,,,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,49.55,NNE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,50.04,SSE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-09-24,,,,,I-25 corridor from Baptist Rd south to Fort Carson,,PPFMA Repeaters,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,50.16,SSE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,N0PKT,,2019-01-08,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,e-power,http://www.k0jsc.com,,,,,,,yes,Open ↑ / Open ↓,K0JSC,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,Unknown,,,,,,,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,51.28,NNW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,,Larimer,On-Air,N0WAR,,2019-11-27,,,,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,Brandmeister Network,http://www.w0dmr.org,DN70FI,,,,,,,,W0DMR,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,51.62,S,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,MARC,CCARC,2012-11-12,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,51.62,S,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,51.62,S,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,51.62,S,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,,,,,E-power.,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,51.62,S,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,,,,,,E-power.,,,,,,,,,,MARC,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,51.63,S,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,MARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,52,S,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,KA4EPS,CCARC,2019-04-01,,,,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",E-power. Allstar Node 27976,http://www.ka4eps.com,DM78LX,,27976,,,,,,Amateur Radio Motorcycle Club,Node # 27976,,,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,52.21,SSE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,,2015-06-02,,,,7301,,Linked.,,,363976,28299,,,,,,The Fun Machine,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,52.27,NNW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,,,,7268,,E-Power,,,625757,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,52.5,N,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,,Larimer,On-Air,W7RF,CCARC,2018-05-13,,,,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,54.26,N,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,,Larimer,On-Air,K1TJ Repeater System,CCARC,2013-01-01,,,,,Northern Colorado Front Range,,http://www.k1tj.com/,DN70KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,54.26,N,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,123,Larimer,On-Air,,CCARC,2020-03-22,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,54.26,N,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,CCARC,2019-11-27,,,,,Wide area: North Front Range.,DMR-MARC World Wide Network,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,DN70KM,,,,,,,,,Repeater ID: 310803,,,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",yes,2,310803,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 WW English FT 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,1,1,1,2,2,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,55.24,SSW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,,,,,,"Closed autopatch, e-power.",,DM79FB,,,Autopatch: 911,,,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,55.25,SSW,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,On-Air,,CCARC,2018-01-15,,,,3854,Wide area.,E-power.,CMRG Repeaters,DM79FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,55.7,N,,08,12562,40.54460144,-104.94400024,147.39,147.99,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,CCARC,2019-11-27,,,,,"Fort Collins east side, into Red Feather Lakes area.",,Documentation,,,,,,,,,,,,,Tac 310 Net: Sun at 18:00.,yes,2,310822,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,1,2,1,1,1,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,55.72,WNW,,08,15899,40.08610153,-105.93900299,446.875,441.875,,,Clear Creek,On-Air,,,2019-11-27,,,,,,,http://www.rmham.org,,,,,,,,,RMHAM,,,,,yes,7,310838,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,55.72,WNW,,08,145,40.08610153,-105.93900299,146.82,146.22,123,,Grand,,GCARA,CCARC,2014-09-06,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,55.98,WSW,,08,24,39.44390106,-105.96900177,147.39,147.99,88.5,123,Summit,On-Air,Colorado Connection,CCARC,2019-11-08,,,,,Wide area.,12,Breckenridge Repeater,DM79AK,,,,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,56.02,SSW,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,,Park,,CMRG,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,56.1,WSW,,08,16780,39.45899963,-105.97899628,445.0875,440.0875,,,Fremont,On-Air,K2AD,,2019-11-27,,,,,,,http://www.rmham.org/,DM79AL,,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,310830,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,56.15,N,,08,8715,40.53879929,-105.17900085,446.75,441.75,,,Larimer,On-Air,Rocky Mountain Ham Radio,CCARC,2019-12-09,,,,,,,http://www.rmham.org,,,,,,,,,,See website for complete info on color codes/time slot assignment.,,Full-time to the Colorado TRBO System .,,yes,7,310814,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,56.15,N,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,,,,,Northern Colorado Front Range Wide Area coverage.,,http://www.w0dmr.org/,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,,,,,,,,,,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English FT 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,1,,,2,2,1,,1,2,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,56.37,N,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2016-10-25,,,,,Wide area.,7,,DN70JM,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,56.37,N,,08,275,40.53969955,-105.19599915,224.52,222.92,100,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2018-03-21,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,56.37,N,,08,126,40.53969955,-105.19599915,447.275,442.275,100,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2020-01-23,,,,,Wide area.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,57.03,NW,,08,18131,40.23920059,-105.84700012,449.425,444.425,103.5,103.5,Clear Creek,On-Air,,,2019-09-21,,,,,"Grand Lake, CO",,,,,45202,,,,,,,Linked to the Allstar Florida Hub,,,Sunday and Tuesday nights at 7 PM MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,57.64,N,,08,125,40.57080078,-105.07700348,147.36,147.96,100,100,Larimer,On-Air,CO State Univ ARC,CCARC,2017-03-11,,,,,Map,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,58.19,N,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,,Larimer,On-Air,RMHAM,,2020-02-10,,,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,,,,CSUARC,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,58.19,N,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,,Larimer,On-Air,RMHAM,,2020-02-10,,,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,,,,CSUARC,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,58.19,N,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,,Larimer,On-Air,W0QEY CSU,CCARC,2017-05-31,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,Fort Collins Local Area,D-Star Gateway,,DN70KN,,,,,,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,58.34,N,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,,Weld,On-Air,N6RFI,CCARC,2017-03-11,,,,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,58.56,WSW,,08,23,39.4817009,-106.03800201,146.7,146.1,107.2,,Summit,On-Air,GRARC,CCARC,2013-01-07,,,,3972,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,58.67,N,,08,124,40.58530045,-105.08399963,449.85,444.85,100,100,Larimer,On-Air,CO State Univ ARC,CCARC,2012-11-16,,,,,Map,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
