Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,On-air,Coverage,Grid,Links,Nets,Downlink Tone,Affiliate,Notes,Web links,Feed,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,TAC 310,TAC 311,Colorado,Colorado Chat,IRLP,EchoLink,Rocky Mountain Wide,Southern Colorado,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,Eastern Colorado,Bandwidth,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Central Regional,Devilshead Local,Mixed-Mode,Location Photo,Commands,WIRES-X,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,REACT,CO-Park County,Wyoming,WyLOCAL
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,68.6,NNW,,08,99,39.6794014,-105.49299622,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,CCARC,2016-12-23,11,,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",DM79GQ,,RMRL: Mon at 20:30.,127.3,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,68.62,NNW,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,Full-time to the Colorado TRBO System .,,,,See the website for programming information.,Rocky Mountain Ham Radio,,,,,yes,7,310801,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,2,,,,,,,,,,,,,2,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,68.62,NNW,,08,8197,39.67969894,-105.49299622,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2016-05-24,E-power(gen).,,,DM79GQ,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,68.62,NNW,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,CCARC,2017-03-11,11,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",DM79GQ,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,103.5,,,Repeater,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,69,NNW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,On-Air,W0DMR,,2019-11-27,,,Denver Metro Area,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,http://www.w0dmr.org/,,,,,yes,2,310811,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,69.23,WSW,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,Chaffee,On-Air,Colorado Connection,CCARC,2016-05-23,11,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,69.23,WSW,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,,,Wide area.,DM78ik,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,69.52,WSW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,On-Air,CMRG,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,69.54,NNW,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,Clear Creek,Off-Air,AC0KQ,CCARC,2019-08-23,AllStar node repeater providing wide area coverage along the Front Range,,Wide area at 9500',,,,141.3,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,69.59,WSW,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,Chaffee,On-Air,,CCARC,2017-03-11,2,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,DM68xk,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,100,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,,,,,,,,,,,,,,,7301,363976,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,69.67,NNW,,08,112,39.75249863,-105.35800171,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,E-power.,,Denver metro area.,DM79HS,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,69.69,NNW,,08,82,39.75249863,-105.35900116,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,CCARC,2016-09-05,E-power.,,,,,RADOPS: Sun at 19:00.,100,,,,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,69.69,NNW,,08,140,39.75249863,-105.35900116,145.28,144.68,100,Jefferson,On-Air,,CCARC,2015-05-22,"Closed autopatch, e-power, linked.",,Wide area.,DM79HS,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,,,"PL is usually off, allowing use by older transceivers.",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,69.69,NNW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,CCARC,2015-05-23,E-power.,,,DM79HS,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,69.69,NNW,,08,77,39.75249863,-105.35900116,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,CCARC,2020-03-13,E-power.,,Wide area. Repeater Coverage Map,,,,,,8,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,69.76,WSW,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,Chaffee,On-Air,,CCARC,2018-01-15,E-power.,,Wide area.,DM68XK,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,69.76,WSW,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,Chaffee,On-Air,,CCARC,2013-07-05,E-power (Bat),,"Upper Arkansas and Platte Rivers, and the SLV",,,,103.5,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,70.25,N,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,On-Air,N1UPS,CCARC,2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,3699,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,70.59,NNW,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,2016-12-23,8,,,,,,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,70.59,NNW,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,2016-01-17,e-power,,,,,ARA: Wed at 2000.,88.5,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,70.59,NNW,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,2016-12-23,8,,Wide area.,,,,103.5,,Talk-Group of $FFFF.,Repeater,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,70.61,NNW,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,2016-01-17,e-power.,,"Denver metro, central front range",DM79IS,,ARA: Wed at 20:00.,88.5,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,70.61,NNW,,08,86,39.77719879,-105.32900238,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,CCARC,2017-03-11,8,,,,,,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,70.61,NNW,,08,133,39.77719879,-105.32900238,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),CCARC,2016-01-17,e-power,,"Denver metro, central front range",DM79IS,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,100,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,70.67,NNW,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,CCARC,2019-11-27,,,,,,,,Brandmeister Network,,http://www.w0tx.org/,,,,,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,70.68,NNW,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,Jefferson,On-Air,,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",DM79HS,Full-time to the The 900 P25 Network System .,,100,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,72.76,WNW,,08,5336,39.20999908,-106.08699799,447.125,442.125,103.5,Park,On-Air,AA0BF,CCARC,2019-03-08,Emergency automatic generator.,,"Covers Fairplay, Alma, and western South Park.",DM69wf,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",103.5,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,72.9,NNW,,08,95,39.74250031,-105.51399994,449.05,444.05,107.2,Denver,On-Air,WG0N,CCARC,2012-11-20,E-power.,,Wide area.,DM79FR,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,73.21,N,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,On-Air,Northglenn RA,CCARC,2017-04-10,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,73.66,E,,08,17059,39.05419922,-103.48000336,447,442,,Lincoln,On-Air,Delbert Noakes (KC0VJD),CCARC,2020-01-26,APRS repeater &amp; I-Gate / Weather station,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,74.18,S,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,Huerfano,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-12,,,,DM77LS,,,88.5,,Repeater off line due to road closure for the winter. (note entered 12/2019),http://www.puebloradio.org/,,,,,yes,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,6.25,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,74.58,NW,,08,24,39.44390106,-105.96900177,147.39,147.99,88.5,Summit,On-Air,Colorado Connection,CCARC,2019-11-08,12,,Wide area.,DM79AK,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,123,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Breckenridge Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,74.76,W,,08,184,38.71289825,-106.19999695,146.745,146.145,100,Chaffee,On-Air,CLARA,CCARC,2019-07-21,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,75.61,NW,,08,16780,39.45899963,-105.97899628,445.0875,440.0875,,Fremont,On-Air,K2AD,,2019-11-27,,,,DM79AL,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,yes,7,310830,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,76,SSE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,6,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",DM77SS,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,76.41,N,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,Off-Air,W0LMA,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,76.41,N,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,Off-Air,Rocky Mountain Radio League,CCARC,2019-06-19,6,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,77.24,E,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,2019-11-27,,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,,,,RMHam,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,77.58,E,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,On-Air,BSARC,CCARC,2019-07-21,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,"I-70, US-71, US-287, US-40, US-24",DM89GG,,Big Sandy Net: Tues 19:00,,,,http://www.bigsandyradio.com/,,,,,,,,,,,,,,,,,,,,,,,,,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,78.88,WNW,,08,16783,39.26530075,-106.18199921,445.05,440.05,,Lake,On-Air,K2AD,CCARC,2019-11-27,,,,DM69VG,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,yes,7,310852,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,2,,,,,,,,,,,,,2,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,79.09,NW,,08,23,39.4817009,-106.03800201,146.7,146.1,107.2,Summit,On-Air,GRARC,CCARC,2013-01-07,E-power.,,,,,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,79.5,WNW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,Lake,On-Air,Colorado Connection,CCARC,2019-08-16,E-power (solar).,,,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,79.65,NNW,,08,72,39.88750076,-105.4260025,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,CCARC,2019-08-15,10,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",DM79GV,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,123,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,79.65,NNW,,08,97,39.88750076,-105.4260025,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),CCARC,2015-11-03,Emergency Power,,Wide area.,DM79GV,,,141.3,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,81.27,N,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,2015-05-23,,,Local/North Metro,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,82.5,N,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,On-Air,,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,3887,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,82.53,N,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,Weld,On-Air,K0EB,CCARC,2018-12-01,,,,DN70,,,114.8,K0UPS Club,,,,,,,,,,,,,,,,,8035,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,82.69,NNW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,On-Air,Boulder ARC,CCARC,2013-03-17,6,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,82.71,NNW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,BATVC,,2020-02-25,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,"Wide Area, WY border to DIA to SE Denver",,,"ATV, Thurs, 3pm local",,ATN,,https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,82.71,NNW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,Boulder Amateur Radio Club,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,82.72,NNW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,CCARC,2013-03-17,6,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,83.2,NNW,,08,201,39.91719818,-105.50099945,224.6,223,100,Gilpin,,W0RM,CCARC,2012-11-10,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
