Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,DMR Enabled,Color Code,IPSC Network,Wide Network,Affiliate,Nets,Web links,D-STAR Enabled,Node,Sources,Grid,Notes,EchoLink,DMR ID,Talkgroups,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Rocky Mountain Wide,Northern Colorado Regional,Links,Talkgroup Network,Worldwide English,DCI Bridge,Colorado,Commands,Mountain Reg USA,YSF Digital Enabled,DG-ID,Mixed-Mode,P-25 Digital Enabled,NAC,Default Reflector,IRLP,Bandwidth,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,AllStar,Wyoming,WyLOCAL,On-air,Feed,WIRES-X,Southern Colorado,Central Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,108.18,SSW,,08,16783,39.26530075,-106.18199921,445.05,440.05,,,Lake,On-Air,,K2AD,,CCARC,2019-11-27,yes,7,RMHR c Record retrieved from radioid.net,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,DM69VG,,,310852,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,2,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,108.51,S,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-09-24,,,,,,,PPFMA Repeaters,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,108.54,SSW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,2016-11-17,,,,,,MARC/PCRC: Tue at 19:30.,,,,,DM79FB,,,,,,,,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,108.56,SSW,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,E-power.,CCARC,2018-01-15,,,,,,,CMRG Repeaters,,,,DM79FB,,,,,,,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,108.89,SSW,,08,5336,39.20999908,-106.08699799,447.125,442.125,103.5,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,Emergency automatic generator.,CCARC,2019-03-08,,,,,"Park County Radio Club, AB0PC","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,DM69wf,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45840,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,109.48,SSE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,Linked.,,2015-06-02,,,,,The Fun Machine,,,,,,,,363976,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,7301,,,,,,,,28299,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,109.97,S,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,MARC,"Closed autopatch, e-power.",CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,109.97,S,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,CCARC,2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,109.97,S,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,Mountain Amateur Radio Club (MARC),Linked.,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,109.97,S,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,,Mountain ARC,E-power.,CCARC,2016-11-17,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,109.97,S,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,,Mountain ARC (MARC),E-power.,CCARC,2016-11-17,,,,,MARC,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,109.98,S,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,,MARC,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,110.4,S,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,CCARC,2019-04-01,,,,,Amateur Radio Motorcycle Club,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,,,,DM78LX,Node # 27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,111.89,S,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,,Park,,,CMRG,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,112.25,NNE,,56,17395,42.0625,-104.18399811,448.325,443.325,151.4,,Goshen,,,,,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,112.25,NNE,,56,42,42.0625,-104.18399811,146.73,146.13,CSQ,,Goshen,On-Air,,,,,2019-02-20,,,,,,,,,,,DN72VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,112.28,SW,,08,10827,39.25080109,-106.29299927,147.24,147.84,156.7,156.7,Lake,On-Air,,,,CCARC,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,114.19,SSW,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,,Park,On-Air,,K7PFJ,,,2019-11-27,yes,7,RMHR c Record retrieved from radioid.net,,RMHAM,,,,,,,,,310827,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,115.15,NE,,31,18469,41.86660004,-103.66699982,147.375,147.975,123,,Scotts Bluff,On-Air,,,,,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,115.55,NE,,31,11356,41.95100021,-103.80000305,445.1,445.1,100,100,Scotts Bluff,On-Air,,,,,2014-04-17,,,,,,,,,,,DN81CW,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,116.34,NE,,31,111,41.88710022,-103.66400146,444.825,449.825,100,,Scotts Bluff,On-Air,,W0KAV/KW0R,"Autopatch, e-power.",,2020-01-05,,,,,,,,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,116.34,NE,,31,57,41.88710022,-103.66400146,145.475,144.875,CSQ,,Scotts Bluff,On-Air,,RWMC,e-power.,,2018-12-02,,,,,,,,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,116.92,SSE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,2015-11-11,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,117.42,S,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,w0mog,,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,119.46,NE,,31,59,41.94060135,-103.65599823,147.075,147.675,,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,,2014-07-08,,,,,,,,,,,DN81EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,120.62,S,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,e-power.,CCARC,2019-11-11,,,,,,listed on http://ppfma.org,PPFMA Repeaters,,,,DM78LU,,,,,,,,,,,,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,120.62,S,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,E-power.,CCARC,2019-03-07,,,,,,see http://www.ppfma.org,PPFMA Repeaters,,,,DM78LU,,,,,,,,,,,,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,120.78,NE,,31,11355,41.90399933,-103.55799866,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,,,,2015-03-16,,,,,,,http://garymcduffie.com,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,,,,Access pre-fix = 5,,,,,,,,3055,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,121.53,S,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,,TRA,E-power.,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,121.53,S,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,,GGARC,E-power.,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,121.53,S,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,,W0MOG,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,121.56,S,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,,AA0L,6,CCARC,2016-04-08,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,121.82,S,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,On-Air,,RMHARC,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,121.82,S,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,On-Air,,AA0L,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,121.82,S,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,On-Air,,GGARC,E-power.,CCARC,2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,121.82,S,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,121.82,S,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,121.82,S,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,Off-Air,Colorado Springs,,,CCARC,2018-09-25,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,121.82,S,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,2019-11-07,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,121.82,S,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,,W0MOG,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,121.82,S,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,,6,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,121.82,S,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,,WA6IFI,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,121.96,S,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,On-Air,Greater Colorado Springs Area,AD0TP,,CCARC,2020-02-10,,,,,Village 7 Amateur Radio Club,,http://www.v7arc.com/,,,,DM78PU,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,123.28,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,Lincoln,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,,CCARC,2019-11-27,yes,8,RMHAM c Record retrieved from radioid.net,,RMHam,,,,,,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,310829,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,124.2,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,2019-07-21,,,,,,Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,,,,DM89GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42740,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,125.35,S,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,CCARC,2017-03-09,,,,,,,,,,,DM78MS,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,125.35,S,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,2019-11-27,yes,7,RMHR c Record retrieved from radioid.net,,RMHAM,,,,,,,,,310816,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,125.35,S,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,12,CCARC,2020-01-01,,,,,,,Yahoo Group,,,,,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,125.36,S,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,On-Air,,KA0TTF,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,125.39,S,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,Wide area,RMHAM,,CCARC,2019-11-27,yes,7,c Record retrieved from radioid.net,,,,Rocky Mountain Ham Radio,,,,DM78MS,Voice ID is required for data/GPS/text on TG 705,,310824,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,125.96,SSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,Off-Air,Western Park County,,,CCARC,2017-11-22,,,,,,,,,,,DM78AV,,,,,,,,,,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.14,S,,08,66,38.74670029,-105.1780014,447.4,442.4,67,,Teller,On-Air,,WB0WDF,"E-power, Solar, Remote Base",CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,127.15,S,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,,Teller,On-Air,,Mountain ARC,E-power.,CCARC,2016-11-17,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.15,S,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",CCARC,2012-06-15,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.15,S,,08,7203,38.7466011,-105.1780014,224.94,223.34,67,,Teller,Testing,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.15,S,,08,67,38.7466011,-105.1780014,1287.7,1267.7,67,,Teller,Testing,,WB0WDF,,CCARC,2012-06-18,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,127.69,S,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,CCARC,2019-11-11,,,,,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,Linked into the Colorado Connection System,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,127.7,S,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),,,2019-12-28,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
