Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Op Status,Features,Notes,Coordination,Downlink Tone,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,EchoLink,AllStar,Commands,P-25 Digital Enabled,NAC,Default Reflector,Links,WIRES-X,Local Network,Grid,Feed,Talkgroups,Southern Colorado,Devilshead Local,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,36.4,NNW,,08,19,40.0722,-105.354,447.75,442.75,,,,,,,Boulder,,,Rocky Mountain Ham Radio,,,,2018-04-24,141.3,On-Air,,,CCARC,141.3,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,36.4,NNW,ON        - IDLE,08,8,40.0722,-105.354,145.46,144.86,,,,,,,Boulder,,Boulder/Denver Metro,Colorado Repeater Association (CRA),CRA VHF Link System,,,2017-11-13,107.2,On-Air,"Closed autopatch, e-power.",,CCARC,107.2,,,,3990,347086,,Member-only IRLP and Echolink node,,,,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,36.4,NNW,,08,20,40.0722,-105.354,447.975,442.975,,,,,,,Boulder,,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),,,,2016-09-08,107.2,On-Air,Closed autopatch.,,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,36.4,NNW,ON        - IDLE,08,18,40.0722,-105.354,224.02,222.42,,,,,,,Boulder,,Denver metro area.,Rocky Mtn VHF Soc,,,RMVHS repeaters,2017-03-11,,On-Air,8,,CCARC,,,,,,217336,,,,,,"Full-time to  
449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,36.9,SSE,,08,183,39.0917,-104.872,447.725,442.725,,,,,,,El Paso,,Local.,K0NR,,,http://www.k0nr.com/wordpress/k0nr-repeater/,2016-12-10,100,On-Air,30,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,37.4,NNW,,08,13368,40.0633,-105.41,146.91,147.51,,,,,,,Boulder,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,"Town of Gold Hill, Colorado","Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,2017-04-09,123,On-Air,,There is a MOU With BCARES for repeater use.,,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,38.5,N,Node Offline,08,176,40.1672,-105.101,448.525,443.525,,,,,,,Boulder,,,N0EPA,,,,2017-03-11,151.4,On-Air,,,CCARC,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,38.5,N,,08,175,40.1672,-105.101,147.27,147.87,,,,,,,Boulder,,Wide area: Northern Colorado.,Longmont ARC (LARC),,,http://w0eno.org/?q=node/11,2017-03-11,100,On-Air,"Closed autopatch, e-power, EchoLink.",,CCARC,100,,,,,,,,,,,"Linkable to  
448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,38.5,N,,08,177,40.1672,-105.101,448.8,443.8,,,,,,,Boulder,,,Longmont ARC,,LARC: Sun at 20:00.,,2017-03-11,88.5,On-Air,30,,CCARC,88.5,,,,,,,,,,,"Linkable to  
147.27000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,42.5,SSE,,08,17551,39.0485,-104.701,448.95,443.95,yes,(B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,El Paso,Unknown,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,K0JSC,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,2019-01-08,,,e-power,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,42.8,S,,08,249,38.9939,-105.056,145.415,144.815,,,,,,,Teller,Unknown,,MARC,,,,2012-11-12,179.9,,"Closed autopatch, e-power.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,42.8,S,,08,8193,38.9939,-105.057,447.675,442.675,,,,,,,Teller,,,Mountain Amateur Radio Club (MARC),,,,2014-05-22,179.9,On-Air,E-power.,,CCARC,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,42.8,S,,08,252,38.9939,-105.056,449.025,444.025,,,,,,,Teller,Unknown,,Mountain Amateur Radio Club (MARC),,,,2012-11-10,141.3,,Linked.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,42.8,S,,08,250,38.9939,-105.056,146.82,146.22,,,,,,,Teller,,,Mountain ARC,,MARC/PCRC: Tue at 19:30.,,2016-11-17,107.2,On-Air,E-power.,,CCARC,,,,,,,,,,,,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,42.8,S,,08,251,38.9939,-105.056,448.65,443.65,,,,,,,Teller,,,Mountain ARC (MARC),MARC,MARC/PCRC: Tue at 19:30.,,2016-11-17,107.2,On-Air,E-power.,,CCARC,,,,,,,,,,,,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,42.9,S,,08,3750,38.9938,-105.057,927.9,902.9,,,,,,,Teller,,,MARC,,,,2012-11-10,D205,On-Air,,,CCARC,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,43.2,S,,08,9503,38.9878,-105.044,449.325,444.325,,,,,,,Teller,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,Amateur Radio Motorcycle Club,"Sunday 1900 MST
Tuesday 1900 MST",http://www.ka4eps.com,2019-04-01,103.5,On-Air,E-power. Allstar Node 27976,Node # 27976,CCARC,103.5,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,43.9,WNW,,08,15582,39.8865,-105.763,147.285,147.885,,,,,,,Grand,,,Colorado Connection,,,,2017-01-06,88.5,On-Air,,,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,45,SSE,ON        - IDLE,08,13294,39.0437,-104.608,447.625,442.625,,,,,,,El Paso,,,KD0MDP,The Fun Machine,,,2015-06-02,100,On-Air,Linked.,,,100,,,,7301,363976,28299,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,45.4,NNW,,08,15670,40.1727,-105.468,147.03,147.63,,,,,,,Boulder,,,KI0HG,Boulder County Amateur Radio Emergency Service,,,2017-01-20,100,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,47.1,SW,,08,170,39.0489,-105.512,147.36,147.96,,,,,,,Park,,Wide area.,,,,CMRG Repeaters,2018-01-15,107.2,On-Air,E-power.,,CCARC,107.2,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,47.1,SW,,08,169,39.0494,-105.513,146.685,146.085,,,,,,,Park,,,Mountain ARC (MARC),,MARC/PCRC: Tue at 19:30.,,2016-11-17,107.2,On-Air,"Closed autopatch, e-power.",,CCARC,107.2,,,,,,,Autopatch: 911,,,,"Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,47.3,WNW,,08,3756,39.9473,-105.795,447.45,442.45,,,,,,,Grand,,,W0IG,,,,2013-10-26,103.5,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,47.4,SSW,,08,8214,38.9797,-105.357,449.7,444.7,,,,,,,Park,Unknown,,CMRG,,,,2012-11-12,107.2,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,47.7,NNE,,08,157,40.2612,-104.706,147,147.6,,,,,,,Weld,,,Weld ARS,,Tuesday Night club net,,2019-05-06,,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,CCARC,,yes,Open ↑ / Open ↓,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,47.7,NNE,,08,158,40.2612,-104.706,448.475,443.475,,,,,,,Weld,,,Weld Amateur Radio Society (WARS),,,http://www.warsco.org/,2019-05-06,100,On-Air,,,CCARC,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,50.6,SSE,,08,15989,38.9,-104.8,224.72,223.12,,,,,,,El Paso,,Local,w0mog,,,,2017-04-07,103.5,On-Air,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,51.8,SSE,,08,13790,38.933,-104.609,447.2,442.2,,,,,,,El Paso,,"Falcon, Black Forest, Peyton Areas",GGARC,Garden of the Gods Amateur Radio Club,,,2015-11-11,,Testing,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,52.1,WSW,,08,24,39.4439,-105.969,147.39,147.99,,,,,,,Summit,,Wide area.,Colorado Connection,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Breckenridge Repeater,2015-01-30,88.5,On-Air,12,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,52.4,WSW,,08,16780,39.459,-105.979,445.0875,440.0875,,,,yes,7,,Fremont,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-02-01,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,53.4,S,,08,44,38.84,-105.04,146.97,146.37,,,,,,,El Paso,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,,listed on http://ppfma.org,PPFMA Repeaters,2019-03-07,100,On-Air,e-power.,,CCARC,,,,,,,,,,,,"Linkable to  
448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,53.4,S,,08,54,38.84,-105.04,448.45,443.45,,,,,,,El Paso,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,,see http://www.ppfma.org,PPFMA Repeaters,2019-03-07,100,On-Air,E-power.,,CCARC,,,,,,,,,,,,"Linkable to  
146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,,54.3,N,,08,180,40.3978,-105.074,224.32,222.72,,,,,,,Larimer,,,KN6VV,,,,2014-03-03,100,Off-Air,"Closed autopatch, e-power.",,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,54.3,N,,08,181,40.3978,-105.074,449.575,444.575,,,,,,,Larimer,,,Loveland Rptr Assoc,,,,2018-02-24,100,On-Air,"Closed autopatch, e-power.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,54.6,S,,08,46,38.8381,-104.821,147.27,147.87,,,,,,,El Paso,,,TRA,,,,2016-08-10,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,54.6,S,,08,42,38.8381,-104.821,146.85,146.25,,,,,,,El Paso,,,AD0TP,Village 7 Amateur Radio Club,,http://www.v7arc.com/,2019-02-17,156.7,On-Air,,Please email with comments/signal reports,CCARC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,54.6,S,,08,43,38.8381,-104.821,146.91,146.31,,,,,,,El Paso,,,GGARC,,,,2016-08-10,151.4,On-Air,E-power.,,CCARC,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,54.6,N,,08,179,40.3985,-105.125,147.195,147.795,,,,,,,Larimer,,,Loveland Repeater Assoc,,,,2016-08-18,100,On-Air,"Closed autopatch, e-power.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,54.6,S,,08,48,38.8381,-104.821,147.39,147.99,,,,,,,El Paso,,,W0MOG,,,,2016-08-10,103.5,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,54.7,SSE,,08,8176,38.8397,-104.8,147.135,147.735,,,,,,,El Paso,,,AA0L,,,,2016-04-08,100,On-Air,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,54.9,S,,08,8211,38.8339,-104.821,449.575,444.575,,,,,,,El Paso,,,RMHARC,,,,2016-08-10,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,54.9,S,,08,8200,38.8339,-104.821,448.3,443.3,,,,,,,El Paso,,,AA0L,,,,2016-08-10,100,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,54.9,S,,08,50,38.8339,-104.821,447.35,442.35,,,,,,,El Paso,,,GGARC,,,,2015-03-04,151.4,On-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,54.9,S,,08,8182,38.8339,-104.821,224.06,222.46,,,,,,,El Paso,Unknown,Wide area.,Pikes Peak FM Association (PPFMA),,,,2012-11-12,,,"E-power, linked.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,54.9,S,,08,49,38.8339,-104.821,447.025,442.025,,,,,,,El Paso,,,Colorado Springs ARA,,,,2016-08-10,123,Off-Air,"Closed autopatch, e-power, linked, remote base.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,54.9,S,,08,8198,38.8339,-104.821,448.25,443.25,,,,,,,El Paso,,Colorado Springs,,,,,2018-09-25,123,Off-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,54.9,S,,08,51,38.8339,-104.821,447.475,442.475,,,,,,,El Paso,Unknown,,Mountain ARC (MARC),,MARC/PCRC: Tue at 1930.,,2012-11-10,107.2,,"Closed autopatch, e-power.",,CCARC,,,,,,,,,,,,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,54.9,S,,08,55,38.8339,-104.821,448.6,443.6,,,,,,,El Paso,Unknown,,W0MOG,,,,2012-11-10,114.8,,,,CCARC,,,,,,,,,,,,"Full-time to  
927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,54.9,S,,08,3537,38.8339,-104.821,927.8,902.8,,,,,,,Teller,,,,,,,2012-11-10,D116,On-Air,6,,CCARC,,,,,,,,,,,,"Full-time to  
448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,54.9,S,,08,8191,38.8339,-104.821,447.55,442.55,,,,,,,El Paso,,,WA6IFI,,,,2015-11-13,123,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,55.2,W,,08,23,39.4817,-106.038,146.7,146.1,,,,,,,Summit,,,GRARC,,,,2013-01-07,107.2,On-Air,E-power.,,CCARC,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,56.2,SE,,08,12167,39.2267,-104.09,147.105,147.705,,,,,,,Elbert,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Colorado Repeater Association,,http://www.w0cra.org/,2017-07-19,107.2,On-Air,Linked to CRA 447.150 - Conifer,,CCARC,107.2,,,,,,,,,,,"Full-time to  
448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,56.5,NNW,Node Offline,08,119,40.3601,-105.451,146.685,146.085,,,,,,,Larimer,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,,ARES D-10: Thu at 19:00.,,2017-08-05,123,On-Air,E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,,,,,7268,625757,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,"Full-time to  
449.80000 (N0FH) at Estes Park, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,57.1,NNE,,08,159,40.4037,-104.703,449.725,444.725,,,,,,,Weld,,,K0OJ,,,,2014-08-21,127.3,On-Air,"Autopatch, WX.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,57.1,NNE,,08,156,40.4036,-104.7,146.85,146.25,,,,,,,Weld,,,Northern Colorado ARC,,,,2017-05-08,100,On-Air,"E-power, WX.",,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,57.4,N,,08,3621,40.444,-104.989,448.025,443.025,,,,,,,Larimer,,,Northern Colorado ARC,,,,2016-03-21,100,On-Air,,,CCARC,100,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,58.1,S,,08,8178,38.7725,-104.993,147.18,147.78,,,,,,,El Paso,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,,,2017-03-09,100,On-Air,E-power (solar).,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,58.1,S,,08,5220,38.7726,-104.993,446.95,441.95,,,,yes,7,,Teller,,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,RMHAM,,,2017-03-11,,On-Air,,,,,,,,,,,,,,,"Full-time to  
446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC7,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,58.1,S,,08,17250,38.772,-104.993,145.235,144.635,,,,yes,7,,El Paso,,Wide area,RMHAM,,,Rocky Mountain Ham Radio,2018-12-23,,On-Air,,Voice ID is required for data/GPS/text on TG 705,CCARC,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Eastern Colorado  2  705    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
147.24,0.6,CC2,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,58.1,NNW,,08,17813,40.3606,-105.52,147.24,147.84,,,,yes,2,,Larimer,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,W0DMR,,http://www.w0dmr.org,2019-05-11,,On-Air,Brandmeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
