Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,AllStar,On-air,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,118.5,NE,,08,5336,39.20999908,-106.08699799,447.125,442.125,103.5,Park,On-Air,,CCARC,2019-03-08,,,,,,DM69wf,"Covers Fairplay, Alma, and western South Park.",AA0BF,Emergency automatic generator.,,103.5,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.","Park County Radio Club, AB0PC",45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,120.18,ESE,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,Custer,On-Air,,,2017-01-06,,,,,,,,,,Full-time to the The Fun Machine System .,100,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,120.18,ESE,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,Pueblo,Off-Air,,CCARC,2016-07-14,,,,,,,Wide area.,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,120.23,ESE,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,Custer,On-Air,,CCARC,2019-08-16,,,,,,,,http://www.qsl.net/rghc,E-power,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,120.23,ESE,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2017-03-11,,,,,,,,Royal George ARC,E-power.,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,120.23,ESE,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,Custer,On-Air,,CCARC,2012-06-14,,,,,,,,Royal Gorge Amateur Radio Club,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,120.34,NE,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,Park,On-Air,,,2019-11-27,yes,7,310827,RMHR c Record retrieved from radioid.net,,,,K7PFJ,,,,,,,RMHAM,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,121.14,SE,,35,19,36.8594017,-106.01899719,146.76,146.16,67,Rio Arriba,On-Air,,,2016-04-30,,,,,,DM66XU,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,121.17,SE,,35,175,36.85969925,-106.01799774,147.22,147.82,100,Rio Arriba,On-Air,,NMFCC,2017-01-23,,,,,,DM66XU,Wide area.,New Mexico Mega Link Assoc,10,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,,123.8,S,,35,128,36.23329926,-107.56199646,145.49,144.89,100,Rio Arriba,On-Air,,NMFCC,2017-01-16,,,,,,,,Totah ARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,127.92,NNW,,08,174,39.58190155,-108.95200348,447,442,107.2,Garfield,On-Air,,CCARC,2020-02-09,,,,,,,Wide area.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,129.41,NNE,,08,16781,39.63479996,-106.4469986,445.075,440.075,,Eagle,On-Air,http://www.rmham.org/,CCARC,2019-11-27,yes,7,310851,RMHR c Record retrieved from radioid.net,,DM69SP,,K2AD,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,130.31,NNE,,08,256,39.60609818,-106.35600281,146.61,146.01,107.2,Eagle,On-Air,,CCARC,2012-11-10,,,,,,,,ECHO,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,130.36,NNE,,08,241,39.65539932,-106.45700073,147.345,147.945,88.5,Eagle,On-Air,,CCARC,2017-01-06,,,,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,9,Full-time to the Colorado Connection System .,123,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,130.89,E,,08,33,38.53860092,-105.34899902,449,444,67,Fremont,On-Air,Mega Link,CCARC,2012-06-14,,,,,,DM78HM,,WB0WDF,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,67,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,131.77,NNE,,08,242,39.64030075,-106.37400055,224.8,223.2,,Eagle,Off-Air,,CCARC,2018-06-02,,,,,,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,131.77,NNE,,08,243,39.64030075,-106.37400055,449.9,444.9,107.2,Eagle,Off-Air,,CCARC,,,,,,,,,ECHO,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,132.61,E,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,Fremont,On-Air,http://www.k0jsc.com,CCARC,2019-11-27,yes,7,310815,RMHR c Record retrieved from radioid.net,,DM78ii,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,Rocky Mountain Ham Radio,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,132.61,E,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,Fremont,On-Air,K0JSC dot Com,CCARC,2013-01-27,,,,,,DM78ik,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,Full-time to the The Fun Machine System .,100,7301,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,28368,,,,,363976,,,,,,,,,,,,,,,,,,yes,Listen Live,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,132.61,E,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,Fremont,On-Air,Http://www.qsl.net/rghc,CCARC,2012-07-10,,,,,,DM78IK,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,88.5,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,132.61,E,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,,,,,DM78ik,,Royal Gorge Amateur Radio Club,E-power (Bat),,103.5,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,132.61,E,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,Fremont,On-Air,,CCARC,2017-10-04,,,,,,DM78IK,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,132.61,E,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,,,,,,,RGARC,E-power (Bat),,103.5,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,132.82,E,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,,CCARC,2017-03-11,,,,,,,,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,133.35,SW,,04,163,36.46139908,-109.09600067,145.25,144.65,100,Apache,On-Air,,ARCA,2018-10-17,,,,,,DM56KL,,San Juan Connection,"E-power, linked.",Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,133.35,SW,,04,72,36.46139908,-109.09600067,146.82,146.22,100,Apache,On-Air,Totah Amateur Radio Club,ARCA,2019-10-21,,,,,,DM56KL,,Totah ARC,,Full-time internet linked to the Totah Amateur Radio Club System . Full-time to the Totah Amateur Radio Club System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,133.42,SE,,35,174,36.64690018,-105.96700287,146.76,146.16,67,Taos,On-Air,,,2016-08-20,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,133.42,SE,,35,15616,36.64699936,-105.96700287,145.175,144.575,141.3,Taos,Off-Air,,NMFCC,2017-01-16,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,133.81,NE,,08,23,39.4817009,-106.03800201,146.7,146.1,107.2,Summit,On-Air,,CCARC,2013-01-07,,,,,,,,GRARC,E-power.,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,134.38,NE,,08,24,39.44390106,-105.96900177,147.39,147.99,88.5,Summit,On-Air,Breckenridge Repeater,CCARC,2019-11-08,,,,,,DM79AK,Wide area.,Colorado Connection,12,Full-time to the Colorado Connection System .,123,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,134.77,NE,,08,16780,39.45899963,-105.97899628,445.0875,440.0875,,Fremont,On-Air,http://www.rmham.org/,,2019-11-27,yes,7,310830,RMHAM c Record retrieved from radioid.net,,DM79AL,,K2AD,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,135.3,ESE,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,Custer,Off-Air,PHC repeaters,CCARC,2016-07-14,,,,,,DM78JA,,Pueblo Ham Club,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,135.3,ESE,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,Pueblo,Off-Air,http://www.puebloradio.org/,CCARC,2019-12-10,,,,,,DM78JA,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,135.35,E,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,http://www.k0jsc.com,CCARC,2017-03-11,,,,,,,Canon City area. Repeater Coverage Map,K0JSC,Autopatch.,Full-time to the The Fun Machine System .,100,7301,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,28368,,,,,363976,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,135.47,WSW,,49,100,37.26929855,-109.95700073,449.9,444.9,123,San Juan,On-Air,,UVHFS,2018-01-15,,,,,,DM57AG,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,6,,,,Part time link to two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,136.51,E,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,Park,On-Air,,CCARC,2016-11-17,,,,,,DM79FB,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",107.2,,,MARC/PCRC: Tue at 19:30.,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,136.54,E,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,Park,On-Air,CMRG Repeaters,CCARC,2018-01-15,,,,,,DM79FB,Wide area.,,E-power.,,107.2,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,141.52,E,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,Park,,,CCARC,2012-11-12,,,,,,,,CMRG,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,143.72,SSE,,35,15615,36.02220154,-106.95800018,145.175,144.575,141.3,Sandoval,Off-Air,,NMFCC,2017-02-18,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,143.99,E,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,Teller,On-Air,,CCARC,2016-11-17,,,,,,,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.99,E,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,,CCARC,2012-06-15,,,,,,,,WB0WDF,"E-power, 100% Solar",,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.99,E,,08,7203,38.7466011,-105.1780014,224.94,223.34,67,Teller,Testing,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.99,E,,08,66,38.74670029,-105.1780014,447.4,442.4,67,Teller,On-Air,,CCARC,2012-06-15,,,,,,,,WB0WDF,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.99,E,,08,67,38.7466011,-105.1780014,1287.7,1267.7,67,Teller,Testing,,CCARC,2012-06-18,,,,,,,,WB0WDF,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,145.47,ESE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,Huerfano,Off-Air,http://www.puebloradio.org/,CCARC,2019-12-12,yes,,,c Record retrieved from radioid.net,,DM77LS,,Pueblo Amateur Radio Club,,,88.5,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,,145.9,SSE,,35,15632,36.2071991,-106.31900024,147.04,147.64,141.3,Rio Arriba,Off-Air,,NMFCC,2017-01-16,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,,146.13,SSE,,35,66,36.0135994,-106.84400177,147.24,147.84,67,Sandoval,On-Air,,NMFCC,2018-01-07,,,,,,DM66NA,Wide area.,,9,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,149.85,SE,,08,168,37.50500107,-105.00700378,145.355,144.755,100,Huerfano,On-Air,,CCARC,2019-03-17,,,,,,,,N0JPX,"E-power, linked.",,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,149.92,SE,,35,137,36.69300079,-105.51399994,145.39,144.79,100,Taos,On-Air,Taos Amateur Radio Club,NMFCC,2017-09-01,,,,,,DM76FQ,Wide area.,Taos ARC,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,152.22,NE,,08,7,39.4056015,-105.47299957,146.895,146.295,100,Park,On-Air,Park County Radio Club (PCRC),CCARC,2017-07-05,,,,,,,285,AB0RR,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",100,,,Wed at 19:30.,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,152.22,SE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,Las Animas,On-Air,The Fun Machine,CCARC,2015-07-27,,,,,,,,N0ZSN,,Full-time to the The Fun Machine System .,100,7301,,,The Fun Machine,28368,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,153.19,E,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,On-Air,PPFMA Repeaters,CCARC,2019-11-11,,,,,,DM78LU,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,153.19,E,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,On-Air,PPFMA Repeaters,CCARC,2019-03-07,,,,,,DM78LU,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,153.98,E,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,7,310824,c Record retrieved from radioid.net,,DM78MS,Wide area,RMHAM,,,,,Voice ID is required for data/GPS/text on TG 705,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,153.99,E,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,On-Air,,CCARC,2017-03-09,,,,,,DM78MS,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,153.99,E,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,On-Air,,,2019-11-27,yes,7,310816,RMHR c Record retrieved from radioid.net,,,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,RMHAM,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,153.99,E,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,On-Air,Yahoo Group,CCARC,2020-01-01,,,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,12,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,155.1,NNW,,08,17249,40.08750153,-108.80500031,445.2625,440.2625,,Rio Blanco,On-Air,https://www.rmham.org,,2019-11-27,yes,7,310154,RMHAM c Record retrieved from radioid.net,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
