Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Web links,Links,Rocky Mountain Wide,IRLP,Commands,On-air,Feed,EchoLink,Devilshead Local,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Bandwidth,Eastern Colorado,Location Photo,Local Network,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,71.53,E,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,Denver,,On-Air,Greater Denver area.,Castle Rock Repeater Group,,E-power.,,,,CCARC,2017-03-11,,,,,,,,,,,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,71.9,ESE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,DM79PJ,On-Air,,Parker Radio Association,,D-Star B module,,,,CCARC,2018-03-18,,,,,,,,,,,http://parkerradio.org,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,72.01,E,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,Arapahoe,DM79OP,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,,Autopatch (please contact trustee).,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,2018-02-01,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,72.32,E,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,Arapahoe,,On-Air,Greater Denver area.,Castle Rock Repeater Group,,"Autopatch, e-power.",,,,CCARC,2019-03-09,,,,,,,,,,,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,72.58,SE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,DM78PU,On-Air,Greater Colorado Springs Area,AD0TP,Village 7 Amateur Radio Club,,,Please email with comments/signal reports,,CCARC,2020-02-10,,,,,,,,,,,http://www.v7arc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,72.92,NE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,,Boulder,DN70KB,On-Air,Wide area.,Rocky Mtn VHF Soc,Boulder County ARES,5,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,74.1,WNW,Node Offline,08,131,39.55059814,-107.3239975,147.3,147.9,107.2,,Garfield,,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,,8,,Single beep courtesy tone when linked and none when unlinked.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,74.15,WNW,,08,8181,39.55049896,-107.32499695,224.02,222.42,,,Garfield,,,,SCARC,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,74.15,WNW,,08,8192,39.55049896,-107.32499695,447.6,442.6,,,Garfield,,,40,Ski Country ARC (SCARC),,50,,Link Hub for 146.880.,,CCARC,2012-11-12,,,,,,,,,,,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,74.15,WNW,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,131.8,Garfield,,On-Air,Glenwood Springs,,Grand Mesa Repeater Assoc,e-power Linked to GMRA Open System,,RACES net Wed 1930 Hrs Local,Colorado State RACES Wed 1930 local,CCARC,2018-01-15,,,,,,,,,,,http://GMRA.org,Full-time to the GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,74.96,W,,08,129,39.42639923,-107.37999725,146.85,146.25,88.5,123,Garfield,DM69HK,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,,70,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,CCARC,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,74.96,W,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,,Garfield,,On-Air,,Ski Country ARC,,,,,,CCARC,2012-11-10,,,,,,,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,74.96,W,,08,132,39.42639923,-107.37999725,447.1,442.1,107.2,,Garfield,,On-Air,,Ski Country ARC,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,74.96,W,,08,255,39.42639923,-107.37999725,449.6,444.6,107.2,,Garfield,,On-Air,Wide area.,,,e-power Linked to GMRA open system,,,,CCARC,2018-01-15,,,,,,,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,75.75,ESE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,,On-Air,,KD0MDP,The Fun Machine,Linked.,28299,,,,2015-06-02,,,,,,,,,,,,Full-time to the The Fun Machine System .,,7301,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,77.39,SE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,El Paso,,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,Garden of the Gods Amateur Radio Club,,,,,,2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,77.66,E,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,DM79pt,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,,E-power (batt). 2 meter and 70cm channel steerable remote bases.,29436,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,CCARC,2019-08-22,,,,,,,,,,,k0jsc.com,Full-time to the The Fun Machine System .,,,,,Listen Live,24340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,79.56,E,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,DM79RM,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,CCARC,2020-01-01,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,80.67,SSE,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,100,Custer,,On-Air,,,The Fun Machine,,,,,,2017-01-06,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,80.67,SSE,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,,Pueblo,,Off-Air,Wide area.,Pueblo HC,,,,,,CCARC,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,80.69,SSE,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,77,Custer,,On-Air,,http://www.qsl.net/rghc,,E-power,,,,CCARC,2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,80.69,SSE,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,103.5,Custer,,On-Air,,Royal George ARC,,E-power.,,,,CCARC,2017-03-11,,,,,,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,80.69,SSE,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,,Custer,,On-Air,,Royal Gorge Amateur Radio Club,,,,System uses digital PL,,CCARC,2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,80.84,NE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,,Boulder,,On-Air,,N0EPA,,,,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,80.84,NE,,08,175,40.16719818,-105.10099792,147.27,147.87,100,100,Boulder,,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),,"Closed autopatch, e-power, EchoLink.",,,,CCARC,2017-03-11,,,,,,,,,,,http://w0eno.org/?q=node/11,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,80.84,NE,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,88.5,Boulder,,On-Air,,Longmont ARC,,30,,,LARC: Sun at 20:00.,CCARC,2017-03-11,,,,,,,,,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,82.55,NNE,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,,Larimer,DN70FI,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,W0DMR,Brandmeister Network,,,,,2019-11-27,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,,,,,,http://www.w0dmr.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,83.63,NNE,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,,Larimer,,On-Air,,Estes Valley ARC,,E-Power,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,CCARC,2017-08-05,,,,,,,,,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,83.73,NNE,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,,Larimer,DN70GI,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,,E-power.,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,CCARC,2017-08-05,,,,,,,,,,,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,85.12,NE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,,Weld,,On-Air,,,,,,,,CCARC,2013-01-07,,,,,,,,,,,,,,3887,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,86.79,NE,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,,Weld,,On-Air,,AC0KC,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,87.23,NE,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,,Adams,,On-Air,Local/North Metro,Intermountain Repeater Group,,,,,,,2015-05-23,,,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,88.81,WSW,,08,8179,38.86830139,-107.59200287,147.33,147.93,107.2,,Delta,,On-Air,Wide area.,North Fork Repeater Assoc.,,,,,,CCARC,2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,90.89,NE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,DN70,On-Air,,K0EB,K0UPS Club,,,,,CCARC,2018-12-01,,,,,,,,,,,,,,8035,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,92.91,SSE,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,DM78JA,Off-Air,,Pueblo Ham Club,,11,,,,CCARC,2016-07-14,,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,92.91,SSE,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,DM78JA,Off-Air,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,,11,,,,CCARC,2019-12-10,,,,,,,,,,,http://www.puebloradio.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,93.4,SE,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,100,Pueblo,,On-Air,,,,,28368,Off air. Will return to service,,CCARC,2017-03-11,,,,,,,,,,,http://www.k0jsc.com,Full-time to the The Fun Machine System .,,7301,,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,93.51,NNE,,08,179,40.39849854,-105.125,147.195,147.795,100,,Larimer,,On-Air,,Loveland Repeater Assoc,,"Closed autopatch, e-power.",,,,CCARC,2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,94.85,NNE,,08,181,40.39780045,-105.0739975,449.575,444.575,100,,Larimer,,On-Air,,Loveland Rptr Assoc,,"Closed autopatch, e-power.",,,,CCARC,2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,96.14,W,Node Offline,08,200,39.47449875,-107.77200317,146.76,146.16,107.2,,Garfield,DM69cl,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE, Roaring Fork Amateur Repeater Cooperative",,E-power.,,,,CCARC,2015-06-03,,,,,,,,,,,,,,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,96.83,SE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,,Pueblo,,Off-Air,Wide area.,Pueblo Ham Club,,E-power.,,,,CCARC,2013-05-07,,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,97.56,NNW,,08,237,40.48500061,-106.83100128,147.21,147.81,107.2,107.2,Routt,,On-Air,,SSARC,,"Linked, WX.",,,,CCARC,2014-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,97.58,NNW,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,123,Routt,,On-Air,,Colorado Connection,,,,,,,2017-01-06,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,97.58,NNW,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,123,Routt,,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",,Statewide Linked System,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,2019-05-11,,,,,,,,,,,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,97.8,SE,,08,8173,38.30690002,-104.62000275,147,147.6,,,Pueblo,DM78QH,On-Air,,Carl Higbee,,,,,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,97.88,SE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,,E-power.,,,,CCARC,2019-12-10,,,,,,,,,,,Pueblo Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,97.88,SE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,,E-power.,,Dual Mode Analog/DMR,,CCARC,2019-12-10,yes,0,,c Record retrieved from radioid.net,,,,,,,Pueblo Amateur Radio Club,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,98.65,SE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,Pueblo,DM78qg,On-Air,,Pueblo Amateur Radio Club,,E-power.,,,,CCARC,2019-12-10,,,,,,,,,,,http://www.puebloradio.org/,,,,,,,,,,,,,,,Yes; analog capable.,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,99.09,SE,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,,Pueblo,DM78pe,On-Air,Wide area.,Pueblo Amateur Radio Club,,E-power.,,,,CCARC,2019-12-10,yes,0,,c Record retrieved from radioid.net,,,,,,,http://www.puebloradio.org/,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,99.35,NE,,08,157,40.26119995,-104.70600128,147,147.6,,,Weld,DN70PG,On-Air,,Weld ARS,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,Tuesday Night club net,CCARC,2019-05-06,,,,,,,,,,,,,,3839,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,99.35,NE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,,Weld,DN70PG,On-Air,,Weld Amateur Radio Society (WARS),,,,,,CCARC,2019-05-06,,,,,,,,,,,http://www.warsco.org/,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,99.93,NNE,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,100,Larimer,DN70MK,On-Air,,Northern Colorado ARC,,,,,,CCARC,2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,100.04,NNE,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,,Larimer,DN70KM,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,,,,,CCARC,2013-01-01,,,,,,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,100.04,NNE,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,,Larimer,,On-Air,,,,,,,,CCARC,2016-02-01,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,100.04,NNE,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,,Larimer,DN70KM,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,,DMR-MARC World Wide Network,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",CCARC,2019-11-27,yes,2,310803,NoCo c Record retrieved from radioid.net,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,2,2,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,100.41,NNE,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,100,Larimer,DN70JM,On-Air,Wide area.,Northern Colorado ARC,,7,,,,CCARC,2016-10-25,,,,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,100.41,NNE,,08,275,40.53969955,-105.19599915,224.52,222.92,100,100,Larimer,,Off-Air,,Northern Colorado ARC,,E-power.,,,,CCARC,2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,100.41,NNE,,08,126,40.53969955,-105.19599915,447.275,442.275,100,100,Larimer,,On-Air,Wide area.,Northern Colorado ARC,,"Closed autopatch, e-power.",,,,CCARC,2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
