Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,AllStar,Rocky Mountain Wide,Commands,Feed,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,On-air,Mixed-Mode,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,IPSC Network,Devilshead Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 310,TAC 311,Colorado,Colorado Chat,Location Photo,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,69.65,ESE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,On-Air,Castle Rock Repeater Group,"Autopatch, e-power.",,CCARC,2019-03-09,,,,,,,,Greater Denver area.,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,70.64,S,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,On-Air,Colorado Connection,11,,CCARC,2016-05-23,,,,,,,123,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,70.64,S,,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,,CCARC,2019-08-15,,,,,,CMRG Repeaters,,Wide area.,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,71.1,S,,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,On-Air,,E-power.,,CCARC,2018-01-15,,,,,,CMRG Repeaters,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,71.1,S,,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,On-Air,,E-power (Bat),,CCARC,2013-07-05,,,,,Colorado ARES,,103.5,"Upper Arkansas and Platte Rivers, and the SLV",,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,71.25,ESE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,On-Air,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,CCARC,2019-11-27,yes,1,310844,,,http://www.parkerradio.org,,,,Mixed Mode,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,71.53,S,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,On-Air,CMRG,,,CCARC,2020-01-01,,,,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,71.56,S,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,On-Air,,2,7301,CCARC,2017-03-11,,,,,,K0JSC.COM,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,DM68xk,28368,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,71.7,W,,08,129,39.4264,-107.38,146.85,146.25,88.5,Garfield,On-Air,Colorado Connection,70,,CCARC,2016-05-23,,,,,,,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,71.7,W,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,,,CCARC,2012-11-10,,,,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,71.7,W,,08,132,39.4264,-107.38,447.1,442.1,107.2,Garfield,On-Air,Ski Country ARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,71.7,W,,08,255,39.4264,-107.38,449.6,444.6,107.2,Garfield,On-Air,,e-power Linked to GMRA open system,,CCARC,2018-01-15,,,,,,http://www.gmra.org,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,72.01,E,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,On-Air,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,,CCARC,2019-08-22,,,,,,k0jsc.com,141.3,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,DM79pt,29436,,,Listen Live,24340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,72.99,ESE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,On-Air,Parker Radio Association,D-Star B module,,CCARC,2018-03-18,,,,,,http://parkerradio.org,,,,,,,,,,,DM79PJ,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,73.26,SE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-09-24,,,,,,PPFMA Repeaters,,I-25 corridor from Baptist Rd south to Fort Carson,,,,,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,74.42,SE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,On-Air,AA0SP,E-power (solar).,,CCARC,2017-03-09,,,,,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,74.42,SE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,On-Air,Rocky Mountain Ham Radio,,,,2019-11-27,yes,7,310816,,RMHAM,,,Monument Hill through Pueblo.,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,74.42,SE,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,On-Air,WA6IFI,12,,CCARC,2020-01-01,,,,,,Yahoo Group,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,74.45,SE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,On-Air,RMHAM,,,CCARC,2019-11-27,yes,7,310824,,,Rocky Mountain Ham Radio,,Wide area,,Voice ID is required for data/GPS/text on TG 705,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DM78MS,,1,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,74.93,SSE,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,WB0WDF,"E-power (Solar, Wind)",,CCARC,2012-06-14,,,,,,Mega Link,67,,Full-time to the Mega-Link System .,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,76.32,E,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,On-Air,,,3887,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,77.25,E,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,On-Air,AC0KC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,77.53,SE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,On-Air,w0mog,,,,2017-04-07,,,,,,,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,77.54,SE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,N0PKT,e-power,,,2019-01-08,,,,,K0JSC,http://www.k0jsc.com,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,,,,,,,,,,Unknown,,yes,Open ↑ / Open ↓,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,78.41,ESE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,On-Air,,,,CCARC,2020-01-01,,,,,,,100,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,,,DM79RM,,,,,,yes,293,yes,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,78.92,SE,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,On-Air,TRA,E-power.,,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,78.92,SE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,On-Air,GGARC,E-power.,,CCARC,2016-08-10,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,78.92,SE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,On-Air,W0MOG,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,79.07,E,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,,2015-05-23,,,,,,Intermountain Repeater Group,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,79.09,SE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,On-Air,RMHARC,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,79.09,SE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,On-Air,AA0L,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,79.09,SE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,On-Air,GGARC,E-power.,,CCARC,2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,79.09,SE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,Pikes Peak FM Association (PPFMA),"E-power, linked.",,CCARC,2012-11-12,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,79.09,SE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,Off-Air,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,79.09,SE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,Off-Air,,,,CCARC,2018-09-25,,,,,,,,Colorado Springs,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,79.09,SE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,On-Air,Mountain ARC (MARC),"Closed autopatch, e-power.",,CCARC,2019-11-07,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,79.09,SE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,,W0MOG,,,CCARC,2012-11-10,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,79.09,SE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,On-Air,,6,,CCARC,2012-11-10,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,79.09,SE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,On-Air,WA6IFI,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,79.7,NE,,08,179,40.39849854,-105.125,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,"Closed autopatch, e-power.",,CCARC,2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,79.79,SE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,On-Air,AA0L,6,,CCARC,2016-04-08,,,,,,,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,80.03,SE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,On-Air,KA0TTF,,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,80.31,SW,,08,161,38.5458,-106.925,449.95,444.95,,Gunnison,,K5GF,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,80.31,SW,,08,160,38.5458,-106.925,147.12,147.72,,Gunnison,On-Air,W0VTL,E-power.,,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,80.59,SE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,CCARC,2018-01-15,,,,,,,107.2,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,80.59,SE,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,On-Air,,,,CCARC,2018-01-15,,,,,,CMRG Repeaters,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,80.59,SE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,On-Air,,"Closed autopatch, e-power.",,CCARC,2018-01-15,,,,,,CMRG Repeaters,107.2,Wide area.,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,80.63,SE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,On-Air,,"Closed autopatch, e-power.",3854,CCARC,2018-01-15,,,,,,http://www.cmrg.org/,107.2,Wide area.,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,80.63,SE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,On-Air,Colorado Repeater Association,"Closed autopatch, e-power.",3990,CCARC,2017-11-13,,,,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,81.02,SE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,On-Air,Colorado Connection,9,,CCARC,2019-11-11,,,,,,,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Full-time to the Colorado Connection System .,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,81.03,SE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,,,2019-12-28,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,81.03,SE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,On-Air,CMRG,9,,CCARC,2017-03-09,,,,,,http://www.cmrg.org,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
