Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,Sponsor,Features,Coordination,Web links,Notes,Coverage,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,EchoLink,IRLP,AllStar,Nets,Feed,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,Commands,Central Regional,Talkgroup Network,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Colorado,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Bandwidth
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,107.1,N,yes,08,10513,39.6734,-105.218,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,Full-time to the  N6LXX System .,yes,N6LXX,,CCARC,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,107.6,E,yes,08,7395,38.852,-103.7,449.9,444.9,107.2,,Lincoln,On-Air,BSAR,,yes,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,108.3,N,yes,08,85,39.6822,-105.143,147.33,147.93,100,,Jefferson,On-Air,,,yes,Denver Radio Club,E-power.,CCARC,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,Metro Denver and the foothills.,,,,,,,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,108.3,N,yes,08,267,39.6822,-105.143,224.38,222.78,100,100,Jefferson,On-Air,,,yes,Denver Radio Club,,CCARC,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,108.3,N,yes,08,8215,39.6822,-105.143,449.775,444.775,100,100,Jefferson,On-Air,,,yes,Denver Radio Club,,CCARC,Denver Radio Club,,Metro Denver,,,,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,108.4,NNE,yes,08,14732,39.5391,-104.569,927.8375,902.025,,,Douglas,On-Air,,,yes,,,CCARC,,"Offset is -25.8125 
In Nac 294 Out Nac 293",This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,108.6,S,yes,35,15635,36.578,-105.198,147.04,147.64,141.3,,Colfax,On-Air,,,yes,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,108.9,NW,yes,08,211,39.2131,-106.937,146.67,146.07,107.2,,Pitkin,On-Air,,,yes,Ski Country ARC,Linked.,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,109,NNE,yes,08,5,39.6073,-104.741,145.4,144.6,100,,Arapahoe,On-Air,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",yes,Castle Rock Repeater Group,"Autopatch, e-power.",CCARC,,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,109.1,S,yes,35,183,36.5567,-105.416,444.975,449.975,123,,Taos,On-Air,,,yes,N5TSV,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,109.3,N,yes,08,105,39.7008,-105.178,53.09,51.39,107.2,,Jefferson,On-Air,,,yes,Denver Radio Club,E-power.,CCARC,DRC Repeaters,,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,109.5,N,yes,08,9580,39.7189,-105.44,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,yes,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,,,Wide area at 9500',,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,110,NNE,yes,08,10603,39.6197,-104.731,449.425,444.425,D023,D023,Arapahoe,Off-Air,,,yes,K0PWO,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,110,N,yes,08,8204,39.7046,-105.123,448.75,443.75,100,100,Jefferson,On-Air,N0ELY,,yes,,E-power.,CCARC,,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,110,NNE,yes,08,8741,39.628,-104.758,145.19,144.59,151.4,131.8,Arapahoe,On-Air,,,yes,N0OBA,Autopatch (please contact trustee).,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,,,,,10079,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,110.6,SW,yes,08,188,37.193,-107.1,146.61,146.01,123,,Archuleta,On-Air,,,yes,,,CCARC,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,110.8,N,yes,08,5805,39.7162,-105.13,447.825,442.825,D073,D073,Jefferson,On-Air,,,yes,Denver Radio Club,,CCARC,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,08,10939,39.7307,-105.233,145.37,144.77,,,Jefferson,On-Air,,,yes,Rocky Mountain Ham Radio,700,CCARC,Rocky Mountain Ham Radio,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,08,3751,39.7305,-105.233,1283.9625,1263.9625,,,Jefferson,On-Air,,,yes,Colorado D-Star,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,08,8222,39.7305,-105.233,1299.9,1299.9,,,Jefferson,On-Air,,,yes,Colorado D-Star,,,Colorado D-Star,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,08,3739,39.7305,-105.233,145.25,144.65,,,Jefferson,On-Air,,,yes,Colorado D-Star,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,08,2769,39.7305,-105.233,446.9625,441.9625,,,Jefferson,On-Air,,,yes,Colorado D-Star,,CCARC,Colorado D-Star,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,111,N,yes,08,3753,39.7305,-105.232,446.8375,441.8375,,,Jefferson,On-Air,,Full-time to the  Colorado TRBO System .,yes,WA2YZT,200,CCARC,,See website for more info on CC/TS/TG programming.  www.rmham.org,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,111.1,N,yes,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,yes,Rocky Mountain Ham Radio,E-power,CCARC,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,111.1,N,yes,08,95,39.7425,-105.514,449.05,444.05,107.2,107.2,Denver,On-Air,,,yes,WG0N,E-power.,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,111.9,N,yes,08,82,39.7525,-105.359,146.985,146.385,100,100,Denver,On-Air,,,yes,El Jebel RADOPS,E-power.,CCARC,,,,,,,,,,,,,3346,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,08,140,39.7525,-105.359,145.28,144.68,100,,Jefferson,On-Air,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",yes,,"Closed autopatch, e-power, linked.",CCARC,Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",Wide area.,,,,,,,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,08,138,39.7525,-105.359,449.525,444.525,CSQ,,Jefferson,On-Air,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",yes,KE0SJ,E-power.,CCARC,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,08,112,39.7525,-105.358,448.625,443.625,100,100,Jefferson,On-Air,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",yes,Denver Radio Club,E-power.,CCARC,DRC Repeaters,,Denver metro area.,,,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,08,77,39.7525,-105.359,146.64,146.04,100,,Jefferson,On-Air,,,yes,Denver Radio League,E-power.,CCARC,DRL Repeaters,8,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,112.4,NNW,yes,08,256,39.6061,-106.356,146.61,146.01,107.2,,Eagle,On-Air,,,yes,ECHO,11,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,112.8,N,yes,08,9702,39.7658,-105.366,927.8375,902.025,,,Jefferson,On-Air,,,yes,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,CCARC,,The offset is -25.8125,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,,,,,,,45770,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,112.8,N,yes,08,143,39.7556,-105.221,448.125,443.125,107.2,,Jefferson,On-Air,,,yes,Denver PD EEB,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,112.8,N,yes,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,,Jefferson,On-Air,,,yes,N0PYY,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,112.8,N,yes,08,137,39.7556,-105.221,448.975,443.975,123,,Jefferson,On-Air,,,yes,FRG,Linkable VHF/UHF Remote Base,CCARC,,,Wide area.,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,112.8,N,yes,08,7165,39.7657,-105.366,446.7875,441.7875,,,Jefferson,On-Air,Brandmeister Network,,yes,Denver Radio Club,,CCARC,http://www.w0tx.org/,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,113.1,N,yes,08,9775,39.7505,-105.123,147.21,147.81,100,100,Jefferson,On-Air,,,yes,Denver Water Amateur Radio Club,,,http://www.dwarc.com,,,,,,,,,,,,3241,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,113.2,N,yes,08,17349,39.7506,-105.123,448.35,443.35,,,Jefferson,On-Air,,,yes,Denver Water Amateur Radio Club (DWARC),,CCARC,http://www.DWARC.com,,Denver Metro and surrounding,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,113.5,NNE,yes,08,8207,39.6967,-104.81,449.15,444.15,,,Arapahoe,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,113.7,NNE,yes,08,8196,39.7376,-104.985,447.925,442.925,100,100,Denver,On-Air,,,yes,RADOPS El Jebel Shriners,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,08,136,39.7772,-105.329,448.85,443.85,88.5,88.5,Jefferson,On-Air,,,yes,Aurora Repeater Assoc,e-power.,CCARC,ARA Repeaters,,"Denver metro, central front range",,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,08,265,39.7772,-105.328,449.75,444.75,103.5,103.5,Jefferson,On-Air,,,yes,Rocky Mtn Radio League,8,CCARC,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,08,86,39.7772,-105.329,224,222.4,103.5,103.5,Jefferson,On-Air,,,yes,Rocky Mountain Radio League,8,CCARC,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,08,134,39.7772,-105.328,224.74,223.14,88.5,88.5,Jefferson,On-Air,,,yes,Aurora Repeater Assoc,e-power,CCARC,ARA Repeaters,,,,,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,08,133,39.7772,-105.329,147.15,147.75,100,100,Jefferson,On-Air,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",yes,Aurora Repeater Assoc (ARA),e-power,CCARC,ARA Repeaters,,"Denver metro, central front range",,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,113.7,NNE,yes,08,8195,39.7376,-104.985,447.9,442.9,CSQ,,Denver,Off-Air,,,yes,WB0TPT,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,113.7,NNE,yes,08,8212,39.7376,-104.985,449.65,444.65,,,Denver,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,113.7,NNE,yes,08,8213,39.7376,-104.985,449.675,444.675,,,Denver,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,7708,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,08,71,39.7772,-105.328,145.22,144.62,103.5,103.5,Jefferson,On-Air,,,yes,Rocky Mtn Radio League,8,CCARC,Repeater,Talk-Group of $FFFF.,Wide area.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,113.8,NNE,yes,08,75,39.7392,-104.984,145.475,144.875,100,,Jefferson,On-Air,,,yes,Intermountain Repeater Group,E-power.,CCARC,Intermountain Repeater Group,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,113.8,NNE,yes,08,79,39.7392,-104.984,146.715,146.115,123,123,Denver,On-Air,,,yes,EARS,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,113.8,NNE,yes,08,91,39.7392,-104.984,448.075,443.075,123,,Denver,On-Air,,,yes,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,113.8,NNE,yes,08,93,39.7392,-104.984,448.55,443.55,82.5,,Denver,Off-Air,,,yes,HPRA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,114.8,N,yes,08,14273,39.7846,-105.216,446.975,441.975,,,Jefferson,On-Air,,,yes,W0DMR,,,http://www.w0dmr.org/,,Denver Metro Area,yes,0,,,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,114.9,NNW,yes,08,242,39.6403,-106.374,224.8,223.2,,,Eagle,Off-Air,,,yes,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,114.9,NNW,yes,08,243,39.6403,-106.374,449.9,444.9,107.2,107.2,Eagle,Off-Air,,,yes,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,114.9,NNE,yes,08,12216,39.7552,-104.987,447.175,442.175,100,100,Denver,On-Air,,,yes,W0JRL,,CCARC,,,,,,,,,,,,201712,,29997,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,115.3,NNE,yes,08,92,39.7294,-104.831,448.5,443.5,100,,Denver,On-Air,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",yes,Castle Rock Repeater Group,E-power.,CCARC,,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,115.3,NNE,yes,08,8202,39.7294,-104.832,448.4,443.4,94.8,,Arapahoe,On-Air,,,yes,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,115.3,NNE,yes,08,8199,39.7294,-104.832,448.275,443.275,156.7,,Arapahoe,On-Air,,,yes,W0BG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,115.3,NNE,yes,08,16032,39.7294,-104.832,448.825,443.825,,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,116.3,NNW,yes,08,16781,39.6348,-106.447,445.075,440.075,,,Eagle,On-Air,Rocky Mountain Ham Radio,,yes,K2AD,,CCARC,http://www.rmham.org/,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,116.3,SSE,yes,35,16113,36.51,-104.91,145.21,144.61,110.9,110.9,Colfax,On-Air,,,yes,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,117.8,NNW,yes,08,241,39.6554,-106.457,147.345,147.945,88.5,123,Eagle,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,9,CCARC,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,118.1,SW,yes,35,15624,36.9336,-106.999,145.43,144.83,136.5,,Rio Arriba,On-Air,,,yes,SJC EMCOMM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,119.8,N,yes,08,8208,39.8367,-105.037,449.3,444.3,100,,Adams,On-Air,,,yes,N1UPS,,CCARC,,,,,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,120.2,W,yes,08,16604,38.0228,-107.671,147.27,147.87,127.3,,Ouray,On-Air,,,yes,,,CCARC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,120.2,W,yes,08,209,37.7933,-107.629,147.375,147.975,156.7,,San Juan,On-Air,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",yes,,13,CCARC,http://www.sjcham.com,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
