Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,Downlink Tone,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Grid,Central Regional,AllStar,Commands,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,Bandwidth,Local Network,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,TAC 310,Mountain Reg USA,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Local or Reflector,CKRG,KansasLink,Kansas
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,153.19,WSW,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,,W0IG,,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,153.19,WSW,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,,HPRA,E-power.,CCARC,2017-03-11,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,153.28,WSW,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,,CCARC,2014-07-03,On-Air,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,153.28,WSW,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,,N1UPS,,CCARC,2017-04-24,On-Air,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,153.28,WSW,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,,WB0TPT,,CCARC,2017-03-11,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,153.28,WSW,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,153.28,WSW,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,On-Air,,,7708,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,,153.65,N,,31,19,42.80690002,-102.20400238,146.67,146.07,CSQ,Sheridan,,SHARC,E-power.,,2012-01-10,Off-Air,,,,"Working on the transmitter, hope to be back on the air soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,153.76,WSW,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,,EmComm Colorado,,CCARC,2017-03-11,On-Air,"Denver metropolitan area, front range foothills",,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,146.2,,,,,,,Colorado ARES,,,,,DM79NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,153.81,WSW,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,,W0LMA,,CCARC,2019-06-19,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,153.81,WSW,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,,Rocky Mountain Radio League,6,CCARC,2019-06-19,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,,153.95,NNW,,31,12643,42.72890091,-103.11100006,147.36,147.96,123,Dawes,,,,WB0CMC,2020-02-22,Off-Air,"Repeater down due to tower collapse Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,Repeater down due to tower collapse,,123,,,,,,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,154.78,WSW,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,,Rocky Mtn VHF Soc,5,CCARC,2017-03-11,On-Air,Wide area.,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,Boulder County ARES,,,,,DN70KB,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,
444.475,5,CC,N0KOM,"Logan, KS-DMR",KS,OPEN,,D,157.39,SE,,20,10023,39.66400146,-99.57700348,444.475,449.475,,Phillips,,,,Kansas Repeater Council,2020-03-07,On-Air,35,,,,,,Full-time to the KS-DMR (3120) System .,yes,1,310597,KS-DMR c Record retrieved from radioid.net,,,KS-DMR Network,,,,EM09FP,,,,,,,,,,,K0USY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,157.49,WNW,,56,20,41.15250015,-105.22100067,448.15,443.15,100,Laramie,,KB7SWR,,WRCG,2017-01-04,Off-Air,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,,158.37,ESE,,31,6,40.10079956,-99.36250305,145.205,144.605,CSQ,Harlan,,,Linked to 444.625 Axtel.,WB0CMC,2018-04-01,On-Air,,,,,,,,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,158.55,W,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,,2014-09-02,On-Air,Wide Area Coverage,,,,,100,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,158.71,W,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,,RMHAM,,,2019-12-28,On-Air,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,yes,7,,c Record retrieved from radioid.net,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,158.71,W,,08,246,40.61700058,-105.32700348,146.625,146.025,100,Larimer,,Northern Colorado ARC,E-power.,CCARC,2017-03-11,On-Air,Wide area: Northern front range.,,,,,100,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,DN70IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,158.71,W,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,Larimer,,Northern Colorado ARC,"E-power, 25 watts.",,2019-08-23,Off-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,100,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,158.76,W,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,,RM Ham,,CCARC,2020-01-01,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,158.83,WSW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,,Boulder County ARES,E-power.,CCARC,2012-11-12,On-Air,20,,,,,,,,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,158.83,WSW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,,Boulder County ARES,E-power.,CCARC,2013-12-21,On-Air,20,,,,,,,,,,,,,,,,,DN70JA,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,,158.94,NNW,,31,11357,42.82649994,-102.98999786,145.62,145.62,100,Dawes,,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,Voice ID,,2020-01-19,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,3936,IRLP status down,,100,,,,,,,,,,,,DN82MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,159.16,WSW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,,BARC,12,CCARC,2017-05-02,Off-Air,Local,115482,,,,91.5,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,,159.25,NNW,,31,17082,42.82939911,-103,446.3,446.3,CSQ,Dawes,,,,,2018-07-06,On-Air,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,,159.4,SE,,20,11236,39.26570129,-99.83360291,443.7,448.7,162.2,Graham,,"N0NM, N0KOM",E-power.,Kansas Repeater Council,2019-05-06,On-Air,Click for coverage map. 45 mi radius.,,,Use PL 131.8 for WesKan Intertie Use PL 162.2 for K-Link,,,Linkable to the K-Link System . Linkable to the Western Kansas Intertie System .,,,,,,Western Kansas Inter-Tie K-Link Repeater Network,K-Link Repeater Network,,,,EM09BG,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,159.7,WSW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,,2020-01-23,On-Air,,,3241,,,100,,,,,,,,http://www.dwarc.com,,,,DM79KS,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,159.7,WSW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,,Denver Water Amateur Radio Club (DWARC),,CCARC,2018-10-02,On-Air,Denver Metro and surrounding,,,,,,,,,,,,,http://www.DWARC.com,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,,160.17,SE,,20,11673,39.90800095,-99.39700317,443.275,448.275,100,Phillips,,,,Kansas Repeater Council,2020-03-07,Off-Air,,,,,,,,,,,,,,,,,,EM09HV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,160.92,WSW,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,,,E-power.,CCARC,2019-08-23,Off-Air,Local.,,,,,100,,,,,,,N0ELY,,,,,DM79KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,160.95,WSW,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,,Denver Radio Club,,CCARC,2017-03-11,On-Air,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,DM79KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,161.27,WSW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,,BARC,2,CCARC,2013-01-08,Off-Air,,,,,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,161.27,WSW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,On-Air,Denver metro area.,217336,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,Y,161.31,SSE,,20,3940,38.48460007,-100.97899628,146.7,146.1,141.3,Scott,,Sand Hills ARC,E-power.,Kansas Repeater Council,2018-09-16,On-Air,"Scott, Finney and Kearny counties",,,Comet GP-6 @ 125'.,Tue at 20:30.,141.3,"Full-time to 146.91000 (WA0OQA) at Garden City, KS .",,,,,,,,,,,DM98,,48589,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,161.32,WSW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,,Boulder County ARES,,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,161.32,WSW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,,Rocky Mountain Ham Radio,,CCARC,2019-11-27,On-Air,Wide area.,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,Full-time to the Colorado TRBO System .,yes,7,310800,RMHR c Record retrieved from radioid.net,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,161.32,WSW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,,Boulder County ARES,E-power.,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,162.17,WSW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,,BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,2020-02-25,On-Air,"Wide Area, WY border to DIA to SE Denver",,,,"ATV, Thurs, 3pm local",,,,,,,,ATN,https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,162.2,SW,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,,KD0MDP,Linked.,,2015-06-02,On-Air,,363976,7301,,,100,Full-time to the The Fun Machine System .,,,,,,The Fun Machine,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,162.21,WSW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,,CCARC,2019-08-23,On-Air,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,162.21,WSW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,,Boulder ARC,6,CCARC,2013-03-17,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,162.42,WSW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,,Boulder Co ARC,6,CCARC,2013-03-17,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,162.51,WSW,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,,Denver Radio Club,E-power.,CCARC,2017-03-31,On-Air,Metro Denver and the foothills.,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,162.51,WSW,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,,Denver Radio Club,,CCARC,2017-03-11,On-Air,,,,,,100,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,162.51,WSW,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,,Denver Radio Club,Yaesu Digital Only,CCARC,2019-09-06,On-Air,Metro Denver,,,"YSF digital only, no analog FM",,,,,,,,,,Denver Radio Club,,,,DM79KQ,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,,,162.84,SSE,,20,6463,38.48089981,-100.9240036,444.95,449.95,100,Scott,,SHARC,Internet Linked to K-Link Repeater Network.,Kansas Repeater Council,2019-07-27,Off-Air,Click for coverage map. 35 mi radius.,,,,,100,Full-time internet linked to the K-Link System .,,,,,,,http://ks0lnk.net,,,,DM98ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,163.44,WSW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,,W0DMR,,,2019-11-27,On-Air,Denver Metro Area,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,yes,2,310811,NoCo c Record retrieved from radioid.net,,,http://www.w0dmr.org/,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,163.71,WSW,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,,Denver Radio Club,E-power.,CCARC,2017-03-11,On-Air,Metro Denver area.,,,,,,,,,,,,,DRC Repeaters,,,,DM79JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,164.41,WSW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,,Denver PD EEB,,CCARC,2014-04-28,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,164.41,WSW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,,N0PYY,,,2017-12-24,On-Air,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,164.41,WSW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,,FRG,Linkable VHF/UHF Remote Base,CCARC,2019-09-06,On-Air,Wide area.,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,164.61,WSW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,2019-11-27,On-Air,Wide area,,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,164.61,WSW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,,2019-11-27,On-Air,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,164.61,WSW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,,CCARC,2018-04-24,On-Air,,,3450,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,164.61,WSW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,2017-11-13,On-Air,Boulder/Denver Metro,347086,3990,,,107.2,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,CRA VHF Link System,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,164.61,WSW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,2016-09-08,On-Air,Wide area: Boulder/Longmont area.,,,,,107.2,,,,,,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,164.61,WSW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,On-Air,Denver metro area.,217336,,,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,RMVHS repeaters,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,165.59,WSW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,,WA2YZT,200,CCARC,2019-11-27,On-Air,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,Full-time to the Colorado TRBO System .,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
