Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,Affiliate,Notes,DMR Enabled,Color Code,Wide Network,Features,Nets,Web links,D-STAR Enabled,Node,Sources,Talkgroups,Southern Colorado,Devilshead Local,Links,EchoLink,IRLP,AllStar,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,YSF Digital Enabled,DG-ID,On-air,WIRES-X,Mixed-Mode,Commands,Grid,Feed,Rocky Mountain Wide,Eastern Colorado,Worldwide,North America,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Location Photo,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Colorado,Wyoming,WyLOCAL,Europe,Southwest USA
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,37.6,NW,yes,08,86,39.7772,-105.329,224,222.4,103.5,103.5,Jefferson,On-Air,,Rocky Mountain Radio League,CCARC,yes,,,,,,8,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,37.6,NW,yes,08,134,39.7772,-105.328,224.74,223.14,88.5,88.5,Jefferson,On-Air,,Aurora Repeater Assoc,CCARC,yes,,,,,,e-power,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,37.6,NW,yes,08,133,39.7772,-105.329,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),CCARC,yes,,,,,,e-power,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,37.6,NW,yes,08,71,39.7772,-105.328,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,CCARC,yes,,Talk-Group of $FFFF.,,,,8,,Repeater,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,38.1,SW,yes,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,,,CMRG,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,38.1,SSW,yes,08,44,38.8405,-105.043,146.97,146.37,100,123,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,CCARC,yes,,,,,,"Closed autopatch, e-power.","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,,,,,,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,38.1,SSW,yes,08,54,38.8406,-105.043,448.45,443.45,100,,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,CCARC,yes,,,,,,E-power.,,PPFMA Repeaters,,,,,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,38.4,NW,yes,08,9702,39.7658,-105.366,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,CCARC,yes,,The offset is -25.8125,,,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,,,,,,,,,,,45770,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,38.4,NW,yes,08,7165,39.7657,-105.366,446.7875,441.7875,,,Jefferson,On-Air,,Denver Radio Club,CCARC,yes,Brandmeister Network,,yes,1,,,,http://www.w0tx.org/,,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,39.2,WNW,yes,08,8250,39.6732,-105.48,449,444,136.5,136.5,Clear Creek,On-Air,,CARN,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,39.3,NW,yes,08,9580,39.7189,-105.44,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',AC0KQ,CCARC,yes,Rocky Mountain Ham Radio,,,,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,39.7,WNW,yes,08,84,39.6781,-105.487,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Wide area.,Denver PD EEB,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,39.7,WNW,yes,08,94,39.6774,-105.488,448.675,443.675,100,100,Denver,On-Air,Wide area.,W0CFI,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,39.8,NNW,yes,08,26,39.9206,-105.086,448.925,443.925,131.8,,Boulder,On-Air,,W0LMA,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,39.8,NNW,yes,08,266,39.9206,-105.086,449.825,444.825,103.5,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,CCARC,yes,,,,,,6,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,40,WNW,yes,08,99,39.6794,-105.493,449.45,444.45,103.5,127.3,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,CCARC,yes,,,,,,11,RMRL: Mon at 20:30.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,40,WNW,yes,08,78,39.6794,-105.492,146.67,146.07,100,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,CCARC,yes,,,,,,11,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,40,WNW,yes,08,7190,39.6798,-105.493,446.9375,441.9375,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,CCARC,yes,,See the website for programming information.,yes,7,,,,Rocky Mountain Ham Radio,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,Full-time to the  Colorado TRBO System .,,,,,,,RMHAM,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,40,WNW,yes,08,8197,39.6797,-105.493,448.225,443.225,141.3,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,CCARC,yes,,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,40,WNW,yes,08,107,39.6794,-105.492,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,CCARC,yes,,,,,,E-power.,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,40,WNW,yes,08,264,39.6794,-105.492,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),CCARC,yes,,,,,,,,http://www.w0cra.org,,,,,,,,347088,3291,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,40,WNW,yes,08,76,39.6794,-105.492,145.49,144.89,100,100,Jefferson,On-Air,,"KB0VIU,  Denver Radio Club",CCARC,yes,,,,,,E-power.,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,40,WNW,yes,08,98,39.6794,-105.492,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,CCARC,yes,,,,,,11,,DRC Repeaters,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,40,WNW,yes,08,81,39.6798,-105.493,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,CCARC,yes,,,,,,11,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,40.9,S,yes,08,56,38.78,-104.85,448.725,443.725,123,,El Paso,On-Air,,KA0TTF,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,41.6,WSW,yes,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,CCARC,yes,,,,,,E-power.,,CMRG Repeaters,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,41.6,WSW,yes,08,169,39.0494,-105.513,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),CCARC,yes,,,,,,"Closed autopatch, e-power.",MARC/PCRC: Tue at 19:30.,,,,,,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,42.1,S,yes,08,8178,38.7725,-104.993,147.18,147.78,100,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,CCARC,yes,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,42.1,S,yes,08,5220,38.7726,-104.993,446.95,441.95,,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,yes,RMHAM,,yes,7,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC7,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,42.1,S,yes,08,17250,38.772,-104.993,145.235,144.635,,,El Paso,On-Air,Wide area,RMHAM,CCARC,yes,,Voice ID is required for data/GPS/text on TG 705,yes,7,,,,Rocky Mountain Ham Radio,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Eastern Colorado  2  705    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,42.1,S,yes,08,58,38.7726,-104.993,927.725,902.025,,,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",WA6IFI,CCARC,yes,,,,,,12,,Yahoo Group,,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,42.2,SE,yes,08,12167,39.2267,-104.09,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,CCARC,yes,Colorado Repeater Association,,,,,Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,,,,,,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.3,S,yes,08,37,38.7452,-104.862,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,CCARC,yes,,Linked into the Colorado Connection System,,,,9,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.3,S,yes,08,8087,38.7451,-104.862,446.9125,441.9125,,,El Paso,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),,yes,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.3,S,yes,08,7171,38.745,-104.862,927.85,902.85,D114,,Teller,On-Air,,CMRG,CCARC,yes,,,,,,9,,http://www.cmrg.org,,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.3,S,yes,08,12355,38.7451,-104.862,445.0625,440.0625,,,El Paso,Off-Air,,Rocky Mountain Ham Radio,CCARC,yes,,,yes,1,,The DMR-MARC Worldwide Network,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.3,S,yes,08,8158,38.745,-104.862,53.13,51.43,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,,,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.4,S,yes,08,8088,38.7445,-104.862,145.375,144.77,,,El Paso,Off-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,,Repeater off air for now.,,,,,,http://www.cmrg.org,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,43.4,NW,yes,08,95,39.7425,-105.514,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,WG0N,CCARC,yes,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.9,S,yes,08,41,38.7372,-104.881,146.76,146.16,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,CCARC,yes,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,43.9,S,yes,08,47,38.7372,-104.88,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,CCARC,yes,,,,,,"Closed autopatch, e-power.",,http://www.cmrg.org/,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.9,S,yes,08,269,38.7372,-104.881,448,443,107.2,,El Paso,On-Air,,,CCARC,yes,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,43.9,S,yes,08,53,38.7372,-104.881,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,CCARC,yes,,,,,,"Closed autopatch, e-power.",,CMRG Repeaters,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,43.9,S,yes,08,38,38.7372,-104.88,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,CCARC,yes,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,,,,"Closed autopatch, e-power.",,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,44.5,N,yes,08,9771,40.0072,-104.716,447.625,442.625,100,,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,yes,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,45.4,N,yes,08,8739,40.0276,-104.789,447.3,442.3,107.2,,Weld,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,46.2,NNE,yes,08,8216,40.0202,-104.642,449.925,444.925,114.8,114.8,Weld,On-Air,,K0EB,CCARC,yes,K0UPS Club,,,,,,,,,,,,,,,448035,8035,,,,,,,,,,,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,46.5,S,yes,08,39,38.7,-104.9,145.265,144.665,100,100,El Paso,On-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,CCARC,yes,,Repeater has been moved.,,,,"Closed autopatch, e-power.",,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,46.5,S,yes,08,57,38.7,-104.9,448.8,443.8,100,100,El Paso,Off-Air,,Pikes Peak FM Assoc,CCARC,yes,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,46.5,SSW,yes,08,65,38.7466,-105.178,147.015,147.615,107.2,,Teller,On-Air,,Mountain ARC,CCARC,yes,,,,,,E-power.,MARC/PCRC: Tue at 19:30.,,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,46.5,SSW,yes,08,67,38.7466,-105.178,1287.7,1267.7,67,,Teller,Testing,,WB0WDF,CCARC,yes,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,46.5,SSW,yes,08,64,38.7466,-105.178,145.46,144.86,67,,Teller,On-Air,,WB0WDF,CCARC,yes,RGARC,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,46.5,SSW,yes,08,7203,38.7466,-105.178,224.94,223.34,67,,Teller,Testing,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,46.5,SSW,yes,08,66,38.7467,-105.178,447.4,442.4,67,,Teller,On-Air,,WB0WDF,CCARC,yes,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
