Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Grid,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Affiliate,Sponsor,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Feed,On-air,Central Regional,Commands,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Bandwidth,YSF Digital Enabled,DG-ID,Talkgroup Network,Northern Colorado Regional,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,88.7,E,,08,193,38.3925,-104.555,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Wide area.,,2018-11-16,,E-power.,,,,,,Pueblo Ham Club,CCARC,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,88.7,E,,08,195,38.3925,-104.555,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Wide area.,,2013-05-07,,E-power.,,,,,,PHC repeaters,CCARC,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,88.7,E,,08,198,38.3925,-104.555,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,,2015-08-06,,E-power.,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,CCARC,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,88.8,NNW,,08,211,39.2131,-106.937,146.67,146.07,107.2,,Pitkin,On-Air,Wide area.,,2012-11-10,,Linked.,,,,,,,CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,89.3,NE,,08,8176,38.8397,-104.8,147.135,147.735,100,,El Paso,On-Air,,,2016-04-08,,6,,,,,,,CCARC,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,90,ESE,ON        - IDLE,08,5369,38.034,-104.489,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
 Repeater Coverage Map",28368,2017-03-11,DM78SA18,2,"Linkable to  
145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 
Linkable to  
145.46000 (WB0WDF) at Cripple Creek, CO .
 
Linkable to  
146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 
Linkable to  
145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 
Linkable to  
146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 
Linkable to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",363976,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC dot Com,CCARC,,K0JSC,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,D,90.6,NE,,08,15900,39.1525,-105.164,446.875,441.875,,,Douglas,On-Air,,,2018-01-27,,,Full-time to the  Colorado TRBO System .,,,,,http://www.rmham.org,CCARC,RMHAM,W0VG,,,,yes,6,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,2,,,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,91.7,NE,,08,15989,38.9,-104.8,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,,2017-04-07,,,,,,,,,,,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,92.5,SSW,,35,15624,36.9336,-106.999,145.43,144.83,136.5,,Rio Arriba,On-Air,,,2017-08-25,,,,,,,,,NMFCC,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,94.2,N,,08,24,39.4439,-105.969,147.39,147.99,88.5,123,Summit,On-Air,Wide area.,,2015-01-30,,12,Full-time to the  Colorado Connection System .,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Breckenridge Repeater,CCARC,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,94.4,SE,,08,247,37.7719,-104.456,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,2015-04-15,,6,,,,,,Pueblo Ham Club,CCARC,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,94.6,WSW,,08,208,37.6992,-107.806,147.27,147.87,127.3,,San Juan,On-Air,Wide area.,,2017-04-14,,E-power.,,,,,,,CCARC,Durango ARC,KB5ITT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,95.2,NW,,08,8179,38.8683,-107.592,147.33,147.93,107.2,,Delta,On-Air,Wide area.,,2016-05-16,,,,,,,,,CCARC,,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,95.2,N,,08,16780,39.459,-105.979,445.0875,440.0875,,,Fremont,On-Air,,,2018-02-01,,,,,,,,http://www.rmham.org/,,Rocky Mountain Ham Radio,K2AD,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,96,NE,,08,15903,39.1749,-105.034,449.975,444.975,100,100,Douglas,On-Air,,,2017-04-21,,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,,,"Can be linked to Allstar, Echolink and others by a Sysop",,The Fun Machine,CCARC,The Fun Machine,K0JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,96.1,NE,Node Offline,08,83,39.1755,-105.034,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,,2017-11-13,,Closed autopatch,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 
Full-time to  
224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .",347086,3990,,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,CRA VHF Link System,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,96.1,NE,,08,16547,39.1755,-105.034,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area,,2017-11-14,,,"Full-time to  
147.10500 (WA0DE) at Simla, CO .",,,,,http://www.w0cra.org,,ARESDEC,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,96.5,N,,08,23,39.4817,-106.038,146.7,146.1,107.2,,Summit,On-Air,,,2013-01-07,,E-power.,,,3972,,,,CCARC,,GRARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,97.6,NE,,08,183,39.0917,-104.872,447.725,442.725,100,100,El Paso,On-Air,Local.,,2016-12-10,,30,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,K0NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,97.7,NE,ON        - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,,2018-10-25,,,,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,N0OBA Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,97.8,WNW,,08,12442,38.4783,-107.876,146.91,146.31,107.2,107.2,Montrose,On-Air,,,2014-12-13,,E-Power,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,97.8,WNW,,08,7953,38.4783,-107.876,146.79,146.19,107.2,107.2,Montrose,On-Air,,,2012-09-06,,E-power.,,,,,,,CCARC,,KC0UXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,97.9,NNE,,08,7,39.4056,-105.473,146.895,146.295,100,100,Park,On-Air,285,45835,2017-07-05,,25,"Full-time internet linked to  
448.57500 (WZ0N) at Hartsel, CO .",,,,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,,AB0RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC8,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,98.4,NE,,08,7193,39.2648,-105.114,446.925,441.925,,,Douglas,On-Air,,,2018-12-23,,,Full-time to the  Colorado TRBO System .,,,See the website for programming info.,,Rocky Mountain Ham Radio,CCARC,,,,,,yes,8,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  1  719      Devilshead Local  2  711    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,98.4,NE,,08,8190,39.2648,-105.114,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,2015-06-17,,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,CCARC,Colorado ARES,EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,99.8,W,,08,254,37.991,-107.972,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,,2017-12-07,,E-power.,Full-time to the  GMRA Open System .,,3710,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,CCARC,,Grand Mesa Repeater Association ( GMRA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,100,S,,35,174,36.6469,-105.967,146.76,146.16,67,,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,2016-08-20,,11,,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,100,S,,35,15616,36.647,-105.967,145.175,144.575,141.3,,Taos,Off-Air,,,2017-01-16,,,,,,,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,101.4,NE,,08,13790,38.933,-104.609,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",,2015-11-11,,,,,,,,,,Garden of the Gods Amateur Radio Club,GGARC,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,,101.8,WSW,,08,116,37.3828,-107.778,146.7,146.1,100,100,La Plata,On-Air,Local.,,2018-01-16,,9,,,,,,http://durangoarc.org/,CCARC,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,102.3,NE,,08,17551,39.0485,-104.701,448.95,443.95,,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,2019-01-08,,e-power,,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,,K0JSC,N0PKT,yes,(B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,Unknown,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,102.3,SSE,,35,137,36.693,-105.514,145.39,144.79,100,,Taos,On-Air,Wide area.,,2017-09-01,,"E-power, linked.",,,,,,Taos Amateur Radio Club,NMFCC,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,,102.4,WSW,,08,114,37.35,-107.767,147.345,147.945,88.5,123,La Plata,On-Air,Durango and north towards Molas Divide.,,2016-06-20,,,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,102.5,SSE,,35,15618,36.76,-105.31,145.25,144.65,123,,Taos,On-Air,,,2017-08-27,,,,,,,,Taos Amateur Radio Club,NMFCC,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,102.7,WSW,,08,16782,37.3669,-107.785,445.1375,440.1375,,,La Plata,On-Air,,,2018-09-27,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,http://www.rmham.org/,CCARC,Rocky Mountain Ham Radio,K2AD,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,105.6,N,,08,256,39.6061,-106.356,146.61,146.01,107.2,,Eagle,On-Air,,,2012-11-10,,11,,,,,,,CCARC,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,105.7,SW,,08,8177,37.115,-107.633,147.15,147.75,100,,La Plata,On-Air,Bayfield,,2018-01-16,,E-power.,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,105.8,NNW,Node Offline,08,6009,39.4247,-107.097,447.15,442.15,136.5,,Garfield,On-Air,,,2011-08-01,,,,8150,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,106,NE,ON        - IDLE,08,13294,39.0437,-104.608,447.625,442.625,100,100,El Paso,On-Air,,28299,2015-06-02,,Linked.,Full-time to the  The Fun Machine System .,363976,7301,,,,,The Fun Machine,KD0MDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,107.4,NNE,,08,59,39.5148,-105.353,147.12,147.72,88.5,88.5,Jefferson,On-Air,Denver metro and east.,,2016-01-17,,E-power.,,,,,,http://www.n0ara.org,CCARC,,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,107.5,NNE,,08,104,39.5185,-105.359,53.05,51.35,107.2,107.2,Jefferson,Off-Air,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,2017-10-07,,10,,,,,,,CCARC,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,107.8,SE,,08,8086,37.1457,-104.571,446.775,441.775,,,Las Animas,On-Air,,,2017-12-13,,,,,,,,,CCARC,,Cheyenne Mountain Repeater Group (CMRG),yes,KD0RDI (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,108,N,,08,242,39.6403,-106.374,224.8,223.2,,,Eagle,Off-Air,,,2018-06-02,,,,,,,,,CCARC,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,108,N,,08,243,39.6403,-106.374,449.9,444.9,107.2,107.2,Eagle,Off-Air,,,,,,,,,,,,CCARC,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,108.2,NNE,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,Jefferson,On-Air,Wide area.,,2014-04-28,,E-power.,,,,,,,CCARC,,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,D,108.2,N,,08,16781,39.6348,-106.447,445.075,440.075,,,Eagle,On-Air,,,2018-02-01,,,,,,,,http://www.rmham.org/,CCARC,Rocky Mountain Ham Radio,K2AD,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,,108.8,NNE,Node Offline,08,89,39.5211,-105.305,224.98,223.38,107.2,107.2,Jefferson,Off-Air,Wide area. Denver.,,2017-03-11,,"Closed autopatch, e-power.","Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,,,CCARC,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,108.8,NNE,,08,109,39.5211,-105.305,447.15,442.15,107.2,107.2,Jefferson,Off-Air,Wide area: Denver.,,2017-10-07,,"Closed autopatch, e-power.",,,,,,,CCARC,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,108.8,NNE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Fort Collins to Colorado Springs.,,2017-10-07,,,,,,,,,CCARC,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,109.6,N,,08,241,39.6554,-106.457,147.345,147.945,88.5,123,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,2017-01-06,,9,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,CCARC,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,109.8,SSE,,35,11288,36.5978,-105.445,147.14,147.74,67,,Taos,On-Air,,,2017-07-25,,11,Full-time to the  Mega-Link System .,,,,,http://www.taosarc.com/,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,109.9,SE,,08,8180,37.1695,-104.501,147.375,147.975,100,100,Las Animas,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,,2017-10-24,,,,,,,,,CCARC,,K0BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,109.9,SE,,08,13499,37.1695,-104.501,447.375,442.375,100,,Las Animas,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,2018-04-04,,E-power (batt).,,,,,,,CCARC,,KG5JL,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,110,SE,,08,240,37.1694,-104.5,449.6,444.6,107.2,,Las Animas,Off-Air,Wide area.,,2017-10-24,,E-power.,,,,,,CMRG Repeaters,CCARC,,Cheyenne Mtn Rptr Grp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,,110.3,WSW,,08,115,37.2753,-107.879,448.625,443.625,131.8,131.8,La Plata,On-Air,Wide area.,,2018-09-26,,,,,,,,,CCARC,,KC5EVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,,110.4,WSW,,08,11546,37.2753,-107.88,449.85,444.85,100,100,La Plata,On-Air,,,2018-09-26,,,,,,,,,CCARC,,DARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,110.5,NW,,08,35,39.4,-107.315,449.725,444.725,179.9,,Garfield,On-Air,Wide area.,28434,2012-11-10,,EchoLink.,,,3722,,,,CCARC,,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,110.5,NW,,08,259,39.4,-107.315,147.39,147.99,107.2,,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,2016-07-14,,,,,,,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,111.7,WNW,,08,3745,38.9016,-107.926,147.195,147.795,107.2,,Delta,,Local.,,2018-04-04,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,111.7,WNW,,08,3749,38.9016,-107.926,147.36,147.96,100,,Delta,,,,2012-11-10,,,,,,,,,CCARC,,W0ALC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,111.7,WNW,,08,3760,38.9016,-107.926,449.825,444.825,100,,Delta,,,,2018-04-04,,,,,,,,,CCARC,,W0ALC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,,112.1,WSW,,08,11545,37.2622,-107.906,147.135,147.735,100,100,La Plata,On-Air,,,2018-01-15,,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
