Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,DMR Enabled,Color Code,Wide Network,IRLP,Nets,DMR ID,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Central Regional,Bandwidth,Mixed-Mode,Northern Colorado Regional,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,127.9,E,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,On-Air,Rocky Mountain Ham Radio,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",CCARC,2019-11-27,,,N0SZ Colorado Springs Brandmeister,,,Rocky Mountain Ham Radio Brandmeister Sites,,,,yes,1,,,,310857,,,,,,,,RMHAM c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,2,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,127.9,E,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2017-03-09,107.2,DM78NR,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,128.42,NE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),,CCARC,2014-05-22,179.9,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,128.42,NE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,On-Air,MARC,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,128.46,NE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,MARC,,CCARC,2012-11-12,,,,,,"Closed autopatch, e-power.",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,128.46,NE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,Mountain Amateur Radio Club (MARC),,CCARC,2012-11-10,,,,,,Linked.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,128.46,NE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,On-Air,Mountain ARC,,CCARC,2016-11-17,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,E-power.,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,128.46,NE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,On-Air,Mountain ARC (MARC),,CCARC,2016-11-17,,,MARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,E-power.,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,128.7,E,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,On-Air,,"Moved to Pueblo. Now called ""Pueblo Metro""",CCARC,2017-01-06,100,DM78QF,The Fun Machine,Full-time to the The Fun Machine System .,,,The Fun Machine,,,,,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,128.71,E,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,Off-Air,,,CCARC,2019-11-27,,DM78QF,RMHAM,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,yes,6,,,,310821,,,,,,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,128.71,E,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,Off-Air,TARA,,CCARC,2012-06-13,,DM78QF,,,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,128.72,NE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,On-Air,KA4EPS,Node # 27976,CCARC,2019-04-01,103.5,DM78LX,Amateur Radio Motorcycle Club,,27976,E-power. Allstar Node 27976,http://www.ka4eps.com,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,,,,,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,129.14,E,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,On-Air,K0ST,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,129.14,E,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,Off-Air,,,CCARC,2019-11-27,210.7,,,,29228,,,,,yes,1,,7389,,310805,,,,,,,,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,129.14,E,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,On-Air,N0PWZ,,CCARC,2012-11-10,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,129.35,E,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,Carl Higbee,,CCARC,2014-02-26,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,129.44,SE,,35,15635,36.57799911,-105.19799805,147.04,147.64,141.3,Colfax,On-Air,NMEMA ARC,,NMFCC,2017-01-24,,DM76JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,129.55,NW,,08,151,39.06560135,-108.7480011,146.94,146.34,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,,CCARC,2016-05-11,107.2,DM59PB,,,,E-power and autopatch for WCARC members,http://w0rrz.org,Grand Junction 30-50 mi,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,129.55,NW,,08,155,39.0656,-108.748,449.575,444.575,131.8,Mesa,On-Air,,Closed IRLP out,CCARC,2018-01-15,131.8,,Grand Mesa Repeater Assoc,,,e-power. Linked to GMRA Open System,GMRA Repeaters,Grand Junction,,,,,3710,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,129.63,E,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,On-Air,KA0TTF,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,131.03,SSE,,35,15606,36.24700165,-105.65499878,51.5,51.5,100,Taos,On-Air,Taos ARC,,,2017-08-27,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,131.03,SSE,,35,15605,36.24700165,-105.65499878,224.4,222.8,225.7,Taos,On-Air,Taos ARC,,NMFCC,2017-07-06,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,131.06,SSE,ON - IDLE,35,172,36.24689865,-105.65399933,147.12,147.72,67,Taos,On-Air,Taos Amateur Radio Club,,NMFCC,2017-02-24,,DM76EF,ARRL,,,E-power.,http://taosarc.org/,Wide area.,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,131.1,NE,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,W0VG,,CCARC,2019-11-27,,,RMHAM,Full-time to the Colorado TRBO System .,,,http://www.rmham.org,,,yes,6,,,,310846,,,,,,,,RMHAM c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,131.11,SSE,,35,15612,36.24620056,-105.65399933,449.875,444.875,123,Taos,Off-Air,Taos ARC,,NMFCC,2018-05-21,,DM76EF,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,132.82,E,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,On-Air,RMHARC,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,132.82,E,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,On-Air,AA0L,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,132.82,E,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,On-Air,GGARC,,CCARC,2015-03-04,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,132.82,E,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,Pikes Peak FM Association (PPFMA),,CCARC,2012-11-12,,,,,,"E-power, linked.",,Wide area.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,132.82,E,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,Off-Air,Colorado Springs ARA,,CCARC,2016-08-10,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,132.82,E,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,Off-Air,,,CCARC,2018-09-25,,DM78OU,,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,132.82,E,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,On-Air,Mountain ARC (MARC),,CCARC,2019-11-07,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,"Closed autopatch, e-power.",,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,132.82,E,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,,W0MOG,,CCARC,2012-11-10,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,132.82,E,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,On-Air,,,CCARC,2012-11-10,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,132.82,E,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,On-Air,WA6IFI,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,132.97,E,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,On-Air,TRA,,,2016-08-10,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,132.97,E,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,On-Air,GGARC,,CCARC,2016-08-10,151.4,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,132.97,E,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,On-Air,W0MOG,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,133.1,NE,,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,AB0RR,,CCARC,2017-07-05,100,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",45835,25,Park County Radio Club (PCRC),285,,,,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,133.41,ESE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,On-Air,K0JSC,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,2017-03-11,100,DM78SA18,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",28368,2,K0JSC dot Com,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,,,,,7301,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,363976,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,133.44,E,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,DM78ri,,,,E-power.,Pueblo Amateur Radio Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,133.44,E,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,Dual Mode Analog/DMR,CCARC,2019-12-10,,DM78ri,,,,E-power.,Pueblo Amateur Radio Club,Wide area.,,yes,0,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,134,E,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,On-Air,AA0L,,CCARC,2016-04-08,,DM78OU,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,134.24,E,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,2013-05-07,,,,,,E-power.,PHC repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,134.94,ESE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,DM77SS,,,,6,Pueblo Ham Club,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,136.14,E,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,On-Air,w0mog,,,2017-04-07,103.5,,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,136.63,E,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,On-Air,AD0TP,Please email with comments/signal reports,CCARC,2020-02-10,103.5,DM78PU,Village 7 Amateur Radio Club,,,,http://www.v7arc.com/,Greater Colorado Springs Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,137.31,NE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,K0JSC,"Can be linked to Allstar, Echolink and others by a Sysop",CCARC,2017-04-21,100,,The Fun Machine,Full-time to the The Fun Machine System .,,Simulcast and Voted with Cedarwood and Methodist.,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,137.34,NE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,CCARC,2017-11-13,107.2,DM79LE,CRA VHF Link System,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,Closed autopatch,Colorado Repeater Association,Wide area,,,,,3990,"CRA Net, Sunday 9AM",,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,137.34,NE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,CCARC,2020-02-11,107.2,,ARESDEC,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,E-Power,http://www.w0cra.org,Wide area 55 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,,137.87,S,,35,15622,35.86729813,-106.63800049,145.41,144.81,100,Santa Fe,Off-Air,W5HO,,NMFCC,2017-08-25,,DM65QU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,137.95,SE,,08,8086,37.14569855,-104.57099915,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2017-12-13,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,138.33,WNW,,49,13042,38.5286,-109.322,146.76,146.16,88.5,Grand,On-Air,Sinbad Desert ARC,8,UVHFS,2017-11-04,,,,,,,http://www.sdarc.us/repeaters/bald.html,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,138.37,W,,49,49,37.8392,-109.462,223.94,222.34,,San Juan,,Grand Mesa Rptr Assoc,,UVHFS,,,,,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,138.37,W,,49,124,37.8392,-109.462,447.1,442.1,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),11,UVHFS,2017-04-07,107.2,,,Full-time to the GMRA Open System .,,E-power.,http://gmra.org,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,138.37,W,,49,50,37.8392,-109.462,447.4,442.4,,San Juan,,,,UVHFS,,,,Cactus-Intertie,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,138.37,W,ON - IDLE,49,60,37.8392,-109.462,146.61,146.01,88.5,San Juan,On-Air,Sinbad Desert ARC,11.36,UVHFS,2017-04-07,,,,,,Remote base.,http://www.sdarc.us/repeaters/abajo.html,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,3270,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
