Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Features,On-air,Central Regional,Grid,EchoLink,IRLP,Commands,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Wyoming,WyLOCAL,Location Photo,REACT,CO-Park County
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,118.44,WSW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,,,,,,Douglas,On-Air,EmComm Colorado,Colorado ARES,,CCARC,2015-06-17,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,118.55,W,,08,72,39.8875,-105.426,145.31,144.71,88.5,,,,,,Gilpin,On-Air,Colorado Connection,,,CCARC,2019-08-15,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the Colorado Connection System .,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,118.55,W,,08,97,39.8875,-105.426,449.225,444.225,141.3,,,,,,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,CCARC,2015-11-03,141.3,Wide area.,,"Emcomm Affiliated, Open repeater",,,,,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,118.76,W,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,,,,,,Larimer,On-Air,Estes Valley ARC,,,CCARC,2017-08-05,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to 449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,E-power.,,,DN70GI,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,119.02,W,,08,15670,40.1727,-105.468,147.03,147.63,100,,,,,,Boulder,On-Air,KI0HG,Boulder County Amateur Radio Emergency Service,,CCARC,2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,119.41,WSW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,120.23,N,,31,18469,41.86660004,-103.66699982,147.375,147.975,123,,,,,,Scotts Bluff,On-Air,,,,,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,121.36,SW,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,,,,,,El Paso,On-Air,w0mog,,,,2017-04-07,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,121.59,N,,31,111,41.88710022,-103.66400146,444.825,449.825,100,,,,,,Scotts Bluff,On-Air,W0KAV/KW0R,,,,2020-01-05,,,,,,,,,"Autopatch, e-power.",,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,121.59,N,,31,57,41.88710022,-103.66400146,145.475,144.875,CSQ,,,,,,Scotts Bluff,On-Air,RWMC,,,,2018-12-02,,,,,,,,,e-power.,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,121.8,N,,31,11355,41.90399933,-103.55799866,146.445,146.445,88.5,,,,,,Scotts Bluff,On-Air,,,http://garymcduffie.com,,2015-03-16,88.5,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,3055,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,121.81,WSW,,08,9580,39.7189,-105.44,447.85,442.85,141.3,,,,,,Clear Creek,Off-Air,AC0KQ,Rocky Mountain Ham Radio,,CCARC,2019-08-23,141.3,Wide area at 9500',,,,,,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,121.94,WSW,,08,59,39.5148,-105.353,147.12,147.72,88.5,,,,,,Jefferson,On-Air,Aurora Repeater Association,,http://www.n0ara.org,CCARC,2016-01-17,88.5,Denver metro and east.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,121.95,SE,,20,3559,38.91389847,-101.59400177,444.6,449.6,146.2,,,,,,Wallace,On-Air,WA0VJR,,,,2019-03-27,,US-40 Repeater Coverage Map,,Dial 9335 to access K-Link,,,,,,,,DM98EV,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,122.15,W,,08,201,39.9172,-105.501,224.6,223,100,,,,,,Gilpin,,W0RM,,,CCARC,2012-11-10,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,122.37,W,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,Larimer,On-Air,N0WAR,W0DMR,http://www.w0dmr.org,,2019-11-27,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,,,,,,,Brandmeister Network,,,DN70FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,122.4,SW,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,,,,,,El Paso,On-Air,AD0TP,Village 7 Amateur Radio Club,http://www.v7arc.com/,CCARC,2020-02-10,103.5,Greater Colorado Springs Area,,Please email with comments/signal reports,,,,,,,,DM78PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,122.55,W,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,,,,,,Larimer,On-Air,Estes Valley ARC,,,CCARC,2017-08-05,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,E-Power,,,,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,,123.86,SE,,20,8689,39.40119934,-101.10099792,444.75,449.75,162.2,,,,,,Thomas,,,K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,2018-10-15,162.2,Wide area. Click for coverage map. 50 mi radius.,,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,Linked to K-Link Repeater Network E-power (batt) Allstar 46010,Unknown,,DM99KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,124.41,SW,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,,,,,El Paso,On-Air,AA0L,,,CCARC,2016-04-08,,,,,,,,,6,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,124.72,WSW,,08,8250,39.6732,-105.48,449,444,136.5,,,,,,Clear Creek,On-Air,CARN,,,CCARC,2017-03-11,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,124.94,WSW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,Douglas,On-Air,W0VG,RMHAM,http://www.rmham.org,CCARC,2019-11-27,,,Full-time to the Colorado TRBO System .,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,124.98,WSW,,08,84,39.6781,-105.487,147.3,147.9,103.5,,,,,,Clear Creek,On-Air,Denver PD EEB,,,CCARC,2017-03-11,103.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.04,WSW,,08,94,39.6774,-105.488,448.675,443.675,100,,,,,,Denver,On-Air,W0CFI,,,CCARC,2015-04-03,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,125.14,N,,31,59,41.94060135,-103.65599823,147.075,147.675,,,,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,2014-07-08,,,,,,,,,,,,DN81EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.2,WSW,,08,95,39.7425,-105.514,449.05,444.05,107.2,,,,,,Denver,On-Air,WG0N,,,CCARC,2012-11-20,107.2,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.21,WSW,,08,78,39.6794,-105.492,146.67,146.07,100,,,,,,Clear Creek,On-Air,Castle Rock Repeater Group,,,CCARC,2016-09-08,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.21,WSW,,08,107,39.6794,-105.492,145.145,144.545,107.2,,,,,,Clear Creek,On-Air,Colorado Repeater Assoc,,http://www.w0cra.org/info/squaw.html#145145,CCARC,2018-07-23,107.2,Wide area. Denver metro.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,125.21,WSW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,,,,,,Clear Creek,On-Air,Colorado Repeater Association (CRA),,http://www.w0cra.org,CCARC,2017-11-13,107.2,Wide area: Denver metro.,,,,,,,,,,,347088,3291,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,125.21,WSW,,08,76,39.6794,-105.492,145.49,144.89,100,,,,,,Jefferson,On-Air,"KB0VIU, Denver Radio Club",,DRC Repeaters,CCARC,2017-03-11,100,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC: Sun at 20:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,125.21,WSW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,,,,,,Clear Creek,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,2017-03-11,100,Wide area.,,,,,,,11,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,125.25,WSW,,08,7190,39.6798,-105.493,446.9375,441.9375,,yes,7,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,2017-01-13,,,Full-time to the Colorado TRBO System .,See the website for programming information.,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,2,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.25,WSW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,,,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,CCARC,2016-05-24,141.3,,,,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.25,WSW,,08,81,39.6798,-105.493,146.94,146.34,103.5,,,,,,Clear Creek,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,2017-03-11,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.","Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,11,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,125.26,SW,,08,46,38.83810043,-104.82099915,147.27,147.87,,,,,,,El Paso,On-Air,TRA,,,,2016-08-10,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,125.26,SW,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,,,,,,El Paso,On-Air,GGARC,,,CCARC,2016-08-10,151.4,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,125.26,WSW,,08,99,39.6794,-105.493,449.45,444.45,103.5,,,,,,Clear Creek,On-Air,Rocky Mountain Radio League,,Repeater,CCARC,2016-12-23,127.3,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,RMRL: Mon at 20:30.,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,125.26,SW,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,,,,,El Paso,On-Air,W0MOG,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,,125.45,SE,,20,3889,39.3915,-101.074,146.82,146.22,156.7,,,,,,Thomas,On-Air,TARC,,,Kansas Repeater Council,2019-05-06,156.7,Local,,,,,,,"Closed autopatch, e-power.",,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,125.47,SW,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,,,,,El Paso,On-Air,RMHARC,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,125.47,SW,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,,,,,El Paso,On-Air,AA0L,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,125.47,SW,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,,,,,El Paso,On-Air,GGARC,,,CCARC,2015-03-04,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,125.47,SW,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,,,,,El Paso,,Pikes Peak FM Association (PPFMA),,,CCARC,2012-11-12,,Wide area.,,,,,,,"E-power, linked.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,125.47,SW,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,,,,,El Paso,Off-Air,Colorado Springs ARA,,,CCARC,2016-08-10,,,,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,125.47,SW,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,,,,,El Paso,Off-Air,,,,CCARC,2018-09-25,,Colorado Springs,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,125.47,SW,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,,,,,El Paso,On-Air,Mountain ARC (MARC),,,CCARC,2019-11-07,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,125.47,SW,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,,,,,El Paso,,W0MOG,,,CCARC,2012-11-10,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,125.47,SW,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,,,,,Teller,On-Air,,,,CCARC,2012-11-10,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,125.47,SW,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,,,,,El Paso,On-Air,WA6IFI,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,125.56,WNW,,56,20,41.15250015,-105.22100067,448.15,443.15,100,,,,,,Laramie,Off-Air,KB7SWR,,,WRCG,2017-01-04,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,126.75,SW,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,,,,,,Teller,On-Air,KA4EPS,Amateur Radio Motorcycle Club,http://www.ka4eps.com,CCARC,2019-04-01,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,,,,E-power. Allstar Node 27976,,,DM78LX,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,126.97,SW,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,,,,,Teller,,MARC,,,CCARC,2012-11-12,,,,,,,,,"Closed autopatch, e-power.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,126.97,SW,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,,,,,Teller,,Mountain Amateur Radio Club (MARC),,,CCARC,2012-11-10,,,,,,,,,Linked.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,126.97,SW,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,,,,,Teller,On-Air,Mountain ARC,,,CCARC,2016-11-17,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,126.97,SW,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,,,,,Teller,On-Air,Mountain ARC (MARC),MARC,,CCARC,2016-11-17,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,127.01,SW,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,,,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),,,CCARC,2014-05-22,179.9,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,127.01,SW,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,,,,,Teller,On-Air,MARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,127.43,NNW,,31,11356,41.95100021,-103.80000305,445.1,445.1,100,,,,,,Scotts Bluff,On-Air,,,,,2014-04-17,100,,,This is a simplex IRLP node.,,,,,,,,DN81CW,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,129.28,SW,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,,,,,El Paso,On-Air,KA0TTF,,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,130.8,WSW,,08,7,39.4056,-105.473,146.895,146.295,100,,,,,,Park,On-Air,AB0RR,,Park County Radio Club (PCRC),CCARC,2017-07-05,100,285,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,Wed at 19:30.,,,,25,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
