Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Downlink Tone,Grid,Sponsor,Affiliate,Links,AllStar,Coverage,Notes,IRLP,Nets,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,189.5,NE,,08,175,40.1672,-105.101,147.27,147.87,100,Boulder,On-Air,"Closed autopatch, e-power, EchoLink.",http://w0eno.org/?q=node/11,CCARC,2017-03-11,100,,Longmont ARC (LARC),,"Linkable to  
448.80000 (W0ENO) at Longmont, CO .",,Wide area: Northern Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,189.5,NE,,08,177,40.1672,-105.101,448.8,443.8,88.5,Boulder,On-Air,30,,CCARC,2017-03-11,88.5,,Longmont ARC,,"Linkable to  
147.27000 (W0ENO) at Longmont, CO .",,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,,189.9,SSE,,35,101,35.5911,-105.732,53.2,52.2,107.2,Santa Fe,Off-Air,,,NMFCC,2017-08-22,,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,,189.9,SSE,,35,102,35.5911,-105.732,146.84,146.24,107.2,Santa Fe,,,,NMFCC,,,,N9PGQ,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,,189.9,SSE,,35,103,35.5911,-105.732,442.125,447.125,107.2,Santa Fe,,,,NMFCC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,,190,SSW,ON        - IDLE,35,91,35.5281,-108.742,449.75,444.75,100,McKinley,On-Air,,,NMFCC,2017-12-23,,,KC5WDV,,,,,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,,192.2,SSE,,35,14763,35.336,-106.451,443.4,448.4,100,Sandoval,On-Air,,http://sandiavista.net,NMFCC,2017-04-05,,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,,192.5,S,,35,96,35.253,-107.597,444.95,449.95,100,Cibola,On-Air,,,NMFCC,2018-11-29,88.5,,Cibola County Amateur Radio Club,,"Full-time to  
147.18000 (KE5FYL) at Grants, NM .",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,,192.5,S,,35,5349,35.2525,-107.597,146.98,146.38,141.3,Cibola,On-Air,,,,2016-08-31,141.3,,New Mexico Emergency Management Association Amateur Radio Club,,"Full-time to  
444.97500 (K5EMO) at Grants, 515 West High Street, NM .",,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,192.7,E,,08,12167,39.2267,-104.09,147.105,147.705,107.2,Elbert,On-Air,Linked to CRA 447.150 - Conifer,http://www.w0cra.org/,CCARC,2017-07-19,107.2,,ARES of Douglas and Elbert Counties,Colorado Repeater Association,"Full-time to  
448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,"I-70, E. Arapahoe, Elbert, Lincoln Counties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,,193.1,S,Node Offline,35,3112,35.2744,-106.737,442.75,447.75,162.2,Sandoval,On-Air,E-power.,,NMFCC,2017-02-11,,,KC5IPK,,,,"Rio Rancho, Albuquerque, Corrales.",,7855,,,,,,,,,214956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,193.1,S,,35,139,35.2744,-106.737,147.1,147.7,100,Sandoval,On-Air,"E-power, remote base, Linked to 443.100 and 147.080.",http://www.nmscares.org,NMFCC,2017-02-10,100,,Sandoval Co ARES,,"Full-time to  
443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,193.1,S,,35,141,35.2744,-106.737,443,448,100,Sandoval,On-Air,E-power.,http://www.nmscares.org,NMFCC,2017-02-10,,,Sandoval Co ARES,RACES.,"Full-time to  
147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",27750,Rio Rancho and parts of Santa Fe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,193.5,NE,Node Offline,08,8739,40.0276,-104.789,447.3,442.3,107.2,Weld,On-Air,,,CCARC,2013-01-07,,,,,,,,,3887,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,K5URR,"Grants, Mt Taylor",NM,OPEN,,,193.5,S,,35,97,35.2386,-107.608,146.94,146.34,100,Cibola,On-Air,11,http://www.urfmsi.org/,,2018-12-13,,,Upper Rio FM Society,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,,194,SSE,,35,9768,35.3075,-106.457,147.08,147.68,100,Sandoval,On-Air,"Linked, e-power.",http://www.nmscares.org,NMFCC,2017-02-10,,,Sandoval County ARES,ARRL,,28176,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",25,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,,194.2,SE,,35,15621,35.984,-104.901,145.37,144.77,141.3,Mora,Off-Air,,,NMFCC,2017-10-26,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,,194.2,SE,,35,11289,35.9843,-104.901,147.2,147.8,67,Mora,On-Air,8,http://nm5ml.com/,,2017-01-24,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,,194.2,SSE,,35,140,35.2755,-106.618,442.35,447.35,100,Sandoval,On-Air,Autopatch.,,NMFCC,2017-07-21,,,WA5OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,S,194.7,WNW,,49,4237,39.185,-110.605,448.075,443.075,,Carbon,Off-Air,,,,2013-12-07,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,,195.1,WNW,Node Offline,49,57,39.1715,-110.62,147.14,147.74,88.5,Emery,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/cedar.html,UVHFS,2015-08-04,,,Sinbad Desert ARC,,Full-time to the  Sinbad Desert (SDARC) System .,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",7,3270,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,,195.1,WNW,,49,274,39.1719,-110.619,448.55,443.55,88.5,Emery,On-Air,Remote base.,,UVHFS,2014-11-05,,,N7QLO,,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Stand alone.,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,195.1,WNW,,49,74,39.1719,-110.619,447.125,442.125,100,Emery,,7,,UVHFS,2008-07-10,,,San Rafael Cactus Assoc,Cactus-Intertie,,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,195.2,NE,,08,9771,40.0072,-104.716,447.625,442.625,100,Adams,On-Air,,Intermountain Repeater Group,,2015-05-23,,,Intermountain Repeater Group,,,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,195.4,NE,,08,8183,40.0847,-104.813,224.96,223.36,CSQ,Weld,On-Air,,,CCARC,2012-11-12,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,D,196.6,S,,35,16499,35.2328,-106.663,442.4,447.4,,Sandoval,On-Air,"Brandmeister, DMR CC 4, D-Star, Fusion",,NMFCC,2018-07-16,,,,,,,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",Dmr color code 4,,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,,196.9,S,,35,15625,35.1888,-107.6,146.64,146.04,67,Bernalillo,On-Air,,http://www.urfmsi.org,NMFCC,2018-05-03,67,,URFMSI,,,,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,D,196.9,SSE,,35,16498,35.2378,-106.607,443.2,448.2,,Sandoval,On-Air,Brandmeister,http://brandmeister.network/?page=repeater&amp;id=313513,,2017-10-21,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,,197.2,S,,35,142,35.225,-106.66,444.7,449.7,100,Sandoval,On-Air,E-power.,,NMFCC,2017-07-21,,,New Mexico Intel Emergency Amateur Service,,,,Albuquerque and vicinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,197.2,NW,Node Offline,49,58,39.6389,-110.342,147.32,147.92,88.5,Carbon,On-Air,Remote base.,http://sdarc.us/repeaters/bruin.html,UVHFS,2017-09-03,,DM49tp,Sinbad Desert ARC,,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",110,3270,,,,,,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,197.2,NW,Node Offline,49,59,39.6389,-110.342,449.05,444.05,88.5,Carbon,On-Air,Remote base.,http://sdarc.us/repeaters/bruin.html,UVHFS,2008-07-11,,,Sinbad Desert ARC,,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,3270,,,,,,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,197.7,NW,,49,15319,39.6447,-110.348,145.175,144.575,,Carbon,On-Air,,,,2018-01-11,,,SDARC,Sinbad Desert A.R.C.,,,Eastern Utah,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,,198.5,S,,35,10214,35.1976,-106.715,145.37,144.77,162.2,Sandoval,On-Air,,,,2014-11-23,,,Adrian Miura,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,198.7,NE,Node Offline,08,8216,40.0202,-104.642,449.925,444.925,114.8,Weld,On-Air,,,CCARC,2018-12-01,114.8,DN70,K0EB,K0UPS Club,,,,,8035,,,,,,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,,200.1,SSE,,35,11724,35.2183,-106.451,443.75,448.75,100,Bernalillo,Off-Air,,,NMFCC,2017-07-21,,,"WA6CCB, K5RKE",,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,D,200.2,SSE,,35,151,35.2167,-106.45,443.3,448.3,,Bernalillo,Testing,A Motorola SLR5700 on the BrandMeister worldwide network,http://brandmeister.network/?page=repeater&amp;id=313510,NMFCC,2018-03-24,,,K5RKE,Mac Pass Repeater Group,,,Wide area.,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,,200.2,SSE,,35,4208,35.2167,-106.45,51.7,50.7,156.7,Bernalillo,Off-Air,,,NMFCC,2017-07-25,,,K5RKE,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,D,200.4,SSE,,35,12414,35.2135,-106.45,442.9,447.9,,Bernalillo,On-Air,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,NMFCC,2018-01-29,,,"Rocky Mountain Ham Radio, NM",,Full-time to the  Colorado TRBO System .,,,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,,200.5,SE,,35,181,36.0089,-104.706,444.4,449.4,100,Mora,Off-Air,,,NMFCC,2017-10-24,,,Mora ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,S,200.6,SSE,,35,9295,35.2103,-106.45,443.8,448.825,,Bernalillo,On-Air,,,NMFCC,2017-07-08,,,Sandia National Laboratories ARC,,,,Wide area;,,,,,,,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,,200.8,SSE,,35,31,35.2089,-106.447,442.6,447.6,100,Bernalillo,On-Air,Closed autopatch.,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,NMFCC,2017-01-15,,,URFMSI,,,,Wide area.,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,,200.8,SSE,,35,3113,35.1967,-106.51,224.48,222.88,100,Bernalillo,On-Air,,,NMFCC,2015-01-12,,,K6LIE,High Desert ARC of New Mexico,,,Entire Albuquerque Area,Moved to new location and added PL,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,,200.8,SSE,,35,28,35.2089,-106.447,442.1,447.1,162.2,Bernalillo,On-Air,E-power.,,,2017-07-08,,,Albuquerque Gas Balloon Assoc,,,,Wide area.,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,,200.8,SSE,,35,203,35.2089,-106.447,442.75,447.75,162.2,Bernalillo,On-Air,10,,,2015-04-30,,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,200.8,SSE,,35,15,35.2089,-106.447,145.29,144.69,100,Bernalillo,On-Air,10,http://nm5ml.com/,NMFCC,2017-03-02,,,New Mexico Mega Link Assoc,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,200.8,SSE,,35,37,35.2089,-106.447,444.325,449.325,100,Bernalillo,On-Air,10,,NMFCC,2018-01-07,,,,,Full-time to the  Mega-Link System .,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,D,200.8,S,,35,33,35.1619,-106.725,443.65,448.65,,Bernalillo,On-Air,Brandmeister,NM5SH QSL.net,NMFCC,2018-03-05,,DM65pd,NM5SH,,,,Albuquerque Metro,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,200.8,SSE,,35,16,35.2089,-106.447,145.33,144.73,100,Bernalillo,On-Air,E-power.,http://caravanradio.org/,NMFCC,2015-12-28,,,Amateur Radio Caravan Club of New Mexico,,"Full-time to  
444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,Wide area.,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,200.8,SSE,,35,34,35.2089,-106.447,444,449,100,Bernalillo,On-Air,E-power.,http://www.caravanradio.org,NMFCC,2017-07-16,,,Amateur Radio Caravan Club of New Mexico,,"Full-time to  
145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,Wide area.,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,E,,200.9,S,ON        - IDLE,35,17042,35.1542,-107.854,444.975,449.975,67,Cibola,On-Air,Linked to 147.980 NM5EM,,NMFCC,2018-12-27,67,,Cibola County Emergency Manager,,"Full-time to  
146.98000 (NM5EM) at Grants, Mt Taylor, NM .",,Local,,,,,,,,,,,707790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,,200.9,S,Node Offline,35,15432,35.163,-106.71,223.9,222.3,,Bernalillo,On-Air,"E-power (solar), Autopatch, Remote base.",,,2018-10-16,,,,,,,,,,,,,,,,,,87120,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,201.3,NE,,08,179,40.3985,-105.125,147.195,147.795,100,Larimer,On-Air,"Closed autopatch, e-power.",,CCARC,2016-08-18,,,Loveland Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,Y,201.4,S,,35,10215,35.1473,-107.851,147.18,147.78,,Cibola,On-Air,,,NMFCC,2018-11-29,,,Cibola County Amateur Radio Club,,"Full-time to  
444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,,201.4,S,,35,94,35.1472,-107.851,146.66,146.06,100,Cibola,On-Air,9,,NMFCC,2017-07-25,,,Mega-Link Rptr System,,Full-time to the  Mega-Link System .,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,,201.4,S,,35,15885,35.1473,-107.851,444.8,449.8,67,Cibola,On-Air,Full time to the New Mexico MegaLink system,,NMFCC,2018-01-07,,,Mega Link Repeater System,,Full-time to the  Mega-Link System .,,Wide area,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,,202.3,SSE,,35,15613,35.1735,-106.51,145.13,144.53,100,Bernalillo,On-Air,,http://bc-ares.org/wordpress/,NMFCC,2018-06-16,100,,BERNCO OEM,,"Full-time to  
145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,,202.5,SSE,Node Offline,35,16283,35.1661,-106.543,443.85,448.85,103.5,Bernalillo,On-Air,,,NMFCC,2017-09-05,,,KC0QIZ,,,,,,3818,,,,,,,,,881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,DS,202.7,S,,35,17003,35.1325,-107.889,444.65,449.65,,Cibola,On-Air,,,NMFCC,2018-12-27,,,Cibola County Amateur Radio Club,,,,Grants/Milan NM,,,,,yes,1,,,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,,202.9,NE,,08,180,40.3978,-105.074,224.32,222.72,100,Larimer,Off-Air,"Closed autopatch, e-power.",,CCARC,2014-03-03,100,,KN6VV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,202.9,NE,,08,181,40.3978,-105.074,449.575,444.575,100,Larimer,On-Air,"Closed autopatch, e-power.",,CCARC,2018-02-24,,,Loveland Rptr Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,203.7,E,,08,7395,38.852,-103.7,449.9,444.9,107.2,Lincoln,On-Air,,,CCARC,2012-07-20,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,204.2,SE,,35,113,35.5939,-105.223,145.45,144.85,,San Miguel,Off-Air,"E-power, linked.",,NMFCC,2017-08-22,,,KB5WEZ,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,,204.9,SSE,,35,27,35.1377,-106.498,224.58,222.98,100,Bernalillo,On-Air,"Autopatch, e-power.",,NMFCC,2017-07-20,,,KH6JTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,,205.2,SSE,Node Offline,35,152,35.1631,-106.348,224.94,223.34,,Bernalillo,Off-Air,Remote base.,http://www.qsl.net/w5aox/,NMFCC,2018-05-21,,,W5AOX,,"Full-time to  
444.15000 (W5AOX) at Sandia park, NM .",,,,,,,,,,,,,3061,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes 
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
