Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,AllStar,Nets,Coordination,Last update,Web links,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Notes,Coverage,Features,Links,Affiliate,On-air,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,IRLP,Grid,Commands,Mixed-Mode,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Central Regional,Northern Colorado Regional,Feed,Eastern Colorado,Local/Cluster,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,238.3,NW,yes,49,20,40.0281,-111.37,447.4,442.4,100,,Utah,,,,,,UVHFS,2015-06-08,,,,,,,,,Wide area.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,239.2,NE,yes,08,80,39.5042,-105.128,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,,,CCARC,2018-05-21,DRL Repeaters,,,,,,,6,Wide Area,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,239.2,NE,yes,08,273,39.5042,-105.128,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,690473,,,CCARC,2014-03-04,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,239.8,NE,yes,08,17457,39.6,-105.21,927.9375,902.025,,,Jefferson,On-Air,,,,,CCARC,2018-12-23,,,,,,,,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,240.8,NE,yes,08,82,39.7525,-105.359,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,,,RADOPS: Sun at 19:00.,CCARC,2016-09-05,,,,,,,,,,E-power.,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,240.8,NE,yes,08,140,39.7525,-105.359,145.28,144.68,100,,Jefferson,On-Air,,,,Sun at 19:30. Everyone welcome.,CCARC,2015-05-22,Intermountain Repeater Group,,,,,,,"PL is usually off, allowing use by older transceivers.",Wide area.,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,240.8,NE,yes,08,138,39.7525,-105.359,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,,,,CCARC,2015-05-23,Intermountain Repeater Group,,,,,,,,,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,240.8,NE,yes,08,112,39.7525,-105.358,448.625,443.625,100,100,Jefferson,On-Air,Denver Radio Club,,,DRC: Sun at 20:30.,CCARC,2017-03-11,DRC Repeaters,,,,,,,,Denver metro area.,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,240.8,NE,yes,08,77,39.7525,-105.359,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,,,,CCARC,2017-03-11,DRL Repeaters,,,,,,,8,"Wide area. 
   Repeater Coverage Map",E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,241.1,NE,yes,08,9702,39.7658,-105.366,927.8375,902.025,,,Jefferson,On-Air,,,45770,,CCARC,2018-12-23,,,,,,,,The offset is -25.8125,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,241.1,NE,yes,08,7165,39.7657,-105.366,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-12-09,http://www.w0tx.org/,yes,1,,,,,,,,,Brandmeister Network,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,241.4,E,yes,08,17551,39.0485,-104.701,448.95,443.95,,,El Paso,,N0PKT,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,2019-01-08,http://www.k0jsc.com,,,,,,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,e-power,,K0JSC,Unknown,yes,(B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,242.2,E,yes,08,13790,38.933,-104.609,447.2,442.2,,,El Paso,Testing,GGARC,,,,,2015-11-11,,,,,,,,,"Falcon, Black Forest, Peyton Areas",,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,242.8,NE,yes,08,10514,39.6734,-105.218,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,,29883,,CCARC,2017-03-09,,,,,,,,,"I-70,I-76,I-25,I-225",,Full-time to the  N6LXX System .,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,242.8,NE,yes,08,10513,39.6734,-105.218,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,,29913,,CCARC,2017-03-09,,,,,,,,,"I-70,I-76,I-25,I-225",,Full-time to the  N6LXX System .,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,243.1,NE,yes,08,136,39.7772,-105.329,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,ARA: Wed at 20:00.,CCARC,2016-01-17,ARA Repeaters,,,,,,,,"Denver metro, central front range",e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,243.1,NE,yes,08,265,39.7772,-105.328,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,,CCARC,2016-12-23,Repeater,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,243.1,NE,yes,08,86,39.7772,-105.329,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,,,CCARC,2017-03-11,Repeater,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,243.1,NE,yes,08,134,39.7772,-105.328,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,ARA: Wed at 2000.,CCARC,2016-01-17,ARA Repeaters,,,,,,,,,e-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,243.1,NE,yes,08,133,39.7772,-105.329,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,,ARA: Wed at 20:00.,CCARC,2016-01-17,ARA Repeaters,,,,,,,,"Denver metro, central front range",e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,243.1,NE,yes,08,71,39.7772,-105.328,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,,CCARC,2016-12-23,Repeater,,,,,,,Talk-Group of $FFFF.,Wide area.,8,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,243.3,NE,yes,08,201,39.9172,-105.501,224.6,223,100,,Gilpin,,W0RM,,,,CCARC,2012-11-10,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,244.6,NE,yes,08,72,39.8875,-105.426,145.31,144.71,88.5,123,Gilpin,On-Air,Colorado Connection,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,2015-12-06,,,,,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,244.6,NE,yes,08,97,39.8875,-105.426,449.225,444.225,141.3,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,,CCARC,2015-11-03,,,,,,,,"Emcomm Affiliated, Open repeater",Wide area.,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,244.6,NE,yes,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,,,CCARC,2017-03-11,,,,,,,,,,E-power,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,244.7,NE,yes,08,10939,39.7307,-105.233,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,,CCARC,2018-11-25,Rocky Mountain Ham Radio,yes,7,,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,244.7,NE,yes,08,3739,39.7305,-105.233,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,,,CCARC,2014-01-03,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,244.7,NE,yes,08,2769,39.7305,-105.233,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,,,CCARC,2017-03-11,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,244.7,NE,yes,08,3751,39.7305,-105.233,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,,,CCARC,2014-01-03,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,244.7,NE,yes,08,8222,39.7305,-105.233,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,,,2014-01-03,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,244.8,NE,yes,08,3753,39.7305,-105.232,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,,,,CCARC,2017-02-23,,yes,7,,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,200,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,245.6,NE,yes,08,105,39.7008,-105.178,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-03-11,DRC Repeaters,,,,,,,,Metro Denver area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,245.7,E,yes,08,13294,39.0437,-104.608,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,363976,28299,,,2015-06-02,,,,,,,,,,Linked.,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,246.2,NE,yes,08,85,39.6822,-105.143,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,,SATERN: Thu at 19:30.,CCARC,2017-03-31,DRC Repeaters,,,,,,,Not recommeded to use tone squelch on this repeater.,Metro Denver and the foothills.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,246.2,NE,yes,08,267,39.6822,-105.143,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-03-11,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,246.2,NE,yes,08,8215,39.6822,-105.143,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2015-06-02,Denver Radio Club,,,,,,,,Metro Denver,,,,,,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,246.4,NE,yes,08,143,39.7556,-105.221,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,246.4,NE,yes,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,,,2017-12-24,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,246.4,NE,yes,08,137,39.7556,-105.221,448.975,443.975,123,,Jefferson,On-Air,FRG,,42845,,CCARC,2016-08-12,,,,,,,,,Wide area.,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-1,CC1,KC7WST,Woodland Hills,UT,OPEN,,247.4,NW,yes,49,11316,40.015,-111.65,449.8,448.8,,,Utah,On-Air,KC7WSU,,,,UVHFS,2018-06-18,http://www.dmr-utah.net,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,Utah County,,,Yeahmon Amateur Radio Club (YARC),,,,,DMR-UTAH,1,1,1,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,247.5,NW,yes,49,155,40.0179,-111.648,447.3,442.3,77,,Utah,On-Air,,,,,UVHFS,2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,247.8,NE,yes,08,8743,39.4718,-104.895,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,,,CCARC,2017-01-22,,,,,,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,247.9,NE,yes,08,14273,39.7846,-105.216,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,2016-01-25,http://www.w0dmr.org/,yes,0,,,,,,Denver Metro Area,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,248,NE,yes,08,8204,39.7046,-105.123,448.75,443.75,100,100,Jefferson,On-Air,,,,,CCARC,2012-11-16,,,,,,,,,Local.,E-power.,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,248.2,NE,yes,08,5805,39.7162,-105.13,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-03-11,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,250.1,NE,yes,08,9775,39.7505,-105.123,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,,2018-10-07,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,3241,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,250.1,NE,yes,08,17349,39.7506,-105.123,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,,CCARC,2018-10-02,http://www.DWARC.com,,,,,,,,Denver Metro and surrounding,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,250.2,NW,yes,49,136,40.053,-111.674,447.075,442.075,131.8,,Utah,Off-Air,,,,,UVHFS,2008-07-11,http://www.n7fq.com/,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,250.2,NW,yes,49,258,40.053,-111.674,449.3,444.3,88.5,,Sevier,Off-Air,W7DHH,,,,UVHFS,2008-07-11,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,Wide area.,"Remote base, 10,020'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,,K6DLP,"Williams,  Bill Williams Mountain",AZ,CLOSED,,250.3,SW,yes,04,12926,35.1994,-112.204,448.275,443.275,,,Coconino,On-Air,K6DLP,,,,,2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,250.3,SW,yes,04,12302,35.1994,-112.204,145.115,144.515,,,Coconino,On-Air,Bill Williams Mountain Radio Club,,,,ARCA,2018-06-03,,,,,,,,,I-40 50 mi radius.,"E-power, linked.",,,,yes,K7NAZ (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,DM35ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,91.5,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,250.3,SW,yes,04,65,35.1994,-112.204,146.78,146.18,91.5,,Coconino,On-Air,Bill Williams Mtn Radio Club,,,BWMRC Net Thurs 7:00pm,ARCA,2018-06-15,,,,,,,,9,,,,,,,,,,,,,,,,,,DM35ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.7875,-5,,K7NAZ,"Williams,  Bill Williams Mountain",AZ,OPEN,,250.3,SW,yes,04,12911,35.1994,-112.204,445.7875,440.7875,,,Coconino,On-Air,Bill Williams Mt. Radio Club,,,,,2018-06-15,,,,,,,,,,,,,,yes,K7NAZ (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284.6,-20,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,250.3,SW,yes,04,14976,35.1994,-112.204,1284.6,1264.6,,,Coconino,On-Air,Bill Williams Mountain Radio Club,,,,ARCA,,,,,,,,,,,"E-power, linked.",,,,yes,K7NAZ (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.02,-5,,NR7G,"Williams, Bill Williams Mountain",AZ,CLOSED,,250.3,SW,yes,04,306,35.1994,-112.204,448.02,443.02,,,Coconino,Off-Air,K6TWE,,,,ARCA,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,123,K6JSI,"Williams, Bill Williams Mountain",AZ,OPEN,A,250.4,SW,yes,04,8393,35.1995,-112.205,449.75,444.75,123,,Coconino,On-Air,K6JSI,,1940,,,2018-10-15,K6JSI,,,,,,,,65,9,Full-time to the  WIN System .,,,,,,,,,,,,,,,DM35ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.075,-25,218.1,WB7BYV,"Williams, Bill Williams Mountain",AZ,OPEN,A,250.4,SW,yes,04,6324,35.1995,-112.205,927.075,902.075,218.1,218.1,Coconino,On-Air,WB7BYV,,41510,,ARCA,2018-06-06,,,,,,,,,,,"Full-time to  
        927.12500 (WB7BYV) at Prescott, Mt Union, AZ .
 


Full-time to  
        927.38750 (WB7BYV) at Prescott, AZ .
 


Full-time to  
        927.11250 (WB7BYV) at Cottonwood, Mingus Mountain, AZ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,250.9,NW,yes,49,5483,40.1302,-111.579,146.8,146.2,100,,Utah,On-Air,,,,,UVHFS,2015-06-04,,,,,,,,,,,,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,251.1,NW,yes,49,5505,40.0369,-111.721,447,442,100,100,Utah,On-Air,,,,Mountain View Stake net: Sun at 20:00.,UVHFS,2018-02-19,http://nv7v.org,,,,,,,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",Metro Utah County,WX.,147.4,,,,,,,,,,,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
