Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Commands,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,104.52,WNW,,08,155,39.0656,-108.748,449.575,444.575,131.8,Mesa,,,CCARC,2018-01-15,On-Air,e-power. Linked to GMRA Open System,131.8,Grand Junction,,GMRA Repeaters,Grand Mesa Repeater Assoc,3710,Closed IRLP out,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,105,SW,,08,8169,37.3,-108.028,145.37,144.77,100,La Plata,,,CCARC,2018-01-15,On-Air,E-power.,100,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,105.29,E,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,On-Air,E-power.,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,105.29,E,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,,MARC,CCARC,2012-11-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,105.34,E,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,Unknown,MARC,CCARC,2012-11-12,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,105.34,E,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,Unknown,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,105.34,E,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,,Mountain ARC,CCARC,2016-11-17,On-Air,E-power.,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,105.34,E,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,,Mountain ARC (MARC),CCARC,2016-11-17,On-Air,E-power.,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,,KB5ITS,"Mancos, Caviness",CO,OPEN,,,105.36,SW,,08,18459,37.36460114,-108.14800262,145.325,144.725,,Montezuma,,San Juan Connection,,2020-01-12,On-Air,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,105.41,ESE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,,AA0SP,CCARC,2017-03-09,On-Air,E-power (solar).,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,105.41,ESE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,2019-11-27,On-Air,,,Monument Hill through Pueblo.,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,RMHAM,,,,,,,,,,,,,yes,7,310816,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,105.41,ESE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,,RMHAM,CCARC,2019-11-27,On-Air,,,Wide area,,Rocky Mountain Ham Radio,,,Voice ID is required for data/GPS/text on TG 705,,DM78MS,,,,,,,,,yes,7,310824,c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,105.41,ESE,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,,WA6IFI,CCARC,2020-01-01,On-Air,12,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,Yahoo Group,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,105.68,SW,,08,15896,37.36,-108.15,442.375,447.375,100,Montezuma,,San Juan Connection,,2017-11-30,On-Air,,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,105.84,E,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,,KA4EPS,CCARC,2019-04-01,On-Air,E-power. Allstar Node 27976,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,http://www.ka4eps.com,Amateur Radio Motorcycle Club,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,DM78LX,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,106.15,SSW,,08,8177,37.115,-107.633,147.15,147.75,100,La Plata,,,CCARC,2018-01-16,On-Air,E-power.,,Bayfield,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,107.71,NE,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,,Aurora Repeater Association,CCARC,2016-01-17,On-Air,E-power.,88.5,Denver metro and east.,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,108.42,NNE,,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,,Colorado Connection,CCARC,2016-05-23,On-Air,,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Full-time to the Colorado Connection System .,,,,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,109.32,E,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,,,CCARC,2019-11-27,On-Air,,,,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,,,See the website for programming info.,,DM79KG,,,,,,,,,yes,8,310817,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,109.32,E,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,,EmComm Colorado,CCARC,2015-06-17,On-Air,,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.68,NE,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,,Rocky Mountain Radio League,CCARC,2016-12-23,On-Air,11,127.3,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,Repeater,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.69,NE,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,,Rocky Mountain Ham Radio,CCARC,2016-05-24,On-Air,E-power(gen).,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,109.7,NE,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,,Rocky Mountain Ham Radio,CCARC,2017-01-13,On-Air,,,,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,,,See the website for programming information.,,,,,,,,,,,yes,7,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.7,NE,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,,Rocky Mtn Radio League,CCARC,2017-03-11,On-Air,11,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.","Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Repeater,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.71,NE,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,,Castle Rock Repeater Group,CCARC,2016-09-08,On-Air,11,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.71,NE,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,,Colorado Repeater Assoc,CCARC,2018-07-23,On-Air,E-power.,107.2,Wide area. Denver metro.,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,109.71,NE,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,,Colorado Repeater Association (CRA),CCARC,2017-11-13,On-Air,,107.2,Wide area: Denver metro.,,http://www.w0cra.org,,3291,,,,347088,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,109.71,NE,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,,"KB0VIU, Denver Radio Club",CCARC,2017-03-11,On-Air,E-power.,100,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC Repeaters,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,109.71,NE,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,,Denver Radio Club,CCARC,2017-03-11,On-Air,11,100,Wide area.,,DRC Repeaters,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.77,NE,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,,W0CFI,CCARC,2015-04-03,On-Air,,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,109.83,ESE,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-03-07,On-Air,,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,PPFMA Repeaters,,,,,DM78NQ,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,109.84,NE,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,,Denver PD EEB,CCARC,2017-03-11,On-Air,,103.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,109.86,NE,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,,CARN,CCARC,2017-03-11,On-Air,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,110.01,NE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,,Colorado Repeater Association (CRA),CCARC,2017-10-07,Off-Air,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,110.64,E,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,,K0JSC,CCARC,2017-04-21,On-Air,Simulcast and Voted with Cedarwood and Methodist.,100,,Full-time to the The Fun Machine System .,The Fun Machine,The Fun Machine,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,110.65,E,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),CCARC,2017-11-13,On-Air,Closed autopatch,107.2,Wide area,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",Colorado Repeater Association,CRA VHF Link System,3990,,"CRA Net, Sunday 9AM",DM79LE,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,110.65,E,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),CCARC,2020-02-11,On-Air,E-Power,107.2,Wide area 55 mi radius.,"Full-time to 147.10500 (WA0DE) at Simla, CO .",http://www.w0cra.org,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,110.91,SW,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,Montezuma,,,CCARC,2018-01-15,On-Air,E-power.,,Wide area.,,http://www.sjcham.com,,,Full time to the San Juan Connection,,DM57VH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,111.1,ESE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,On-Air,"Closed autopatch, e-power.",107.2,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,111.1,ESE,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,,,CCARC,2018-01-15,On-Air,,,,,CMRG Repeaters,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,111.1,ESE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,,,CCARC,2018-01-15,On-Air,"Closed autopatch, e-power.",107.2,Wide area.,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",CMRG Repeaters,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,111.16,ESE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,,,CCARC,2018-01-15,On-Air,"Closed autopatch, e-power.",107.2,Wide area.,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",http://www.cmrg.org/,,3854,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,111.16,ESE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,CCARC,2017-11-13,On-Air,"Closed autopatch, e-power.",107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/info/cosprgs.html#145160,CRA VHF Link System,3990,Switch to this repeater at mile marker 170 on I-25.,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,111.39,SW,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,Montezuma,,RMHAM,CCARC,2019-11-27,On-Air,,,,,http://www.rmham.org,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,yes,6,310826,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,111.47,S,,35,15624,36.9336,-106.999,145.43,144.83,136.5,Rio Arriba,,SJC EMCOMM,NMFCC,2017-08-25,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,111.58,NNE,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,,Colorado Connection,CCARC,2017-01-06,On-Air,,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,112.05,NE,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,,WG0N,CCARC,2012-11-20,On-Air,E-power.,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,112.18,ESE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,,Colorado Connection,CCARC,2019-11-11,On-Air,9,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Full-time to the Colorado Connection System .,,,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,112.18,ESE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),CCARC,2019-12-29,Testing,,,Wide area,,http://www.cmrg.org,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,DM78NR,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,112.18,ESE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,Off-Air,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,112.18,ESE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,,CMRG,CCARC,2017-03-09,On-Air,9,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",http://www.cmrg.org,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
