Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Location Photo,Feed,Central Regional,Mixed-Mode,Commands,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Colorado,Mountain Reg USA
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,107.9,WSW,yes,35,12413,36.8222,-107.993,442.25,447.25,,San Juan,On-Air,2018-01-21,,,,,,NMFCC,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,108.3,NE,yes,08,41,38.7372,-104.881,146.76,146.16,107.2,El Paso,On-Air,2018-01-15,107.2,,,Cheyenne Mountain Repeater Group,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,108.3,NE,yes,08,269,38.7372,-104.881,448,443,107.2,El Paso,On-Air,2018-01-15,,,,,,CCARC,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,108.3,NE,yes,08,53,38.7372,-104.881,448.1,443.1,107.2,El Paso,On-Air,2018-01-15,107.2,Wide area.,,,,CCARC,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",CMRG Repeaters,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,108.4,NE,yes,08,47,38.7372,-104.88,147.345,147.945,107.2,El Paso,On-Air,2018-01-15,107.2,Wide area.,,,,CCARC,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",http://www.cmrg.org/,"Closed autopatch, e-power.",,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,108.4,NE,yes,08,38,38.7372,-104.88,145.16,144.56,107.2,El Paso,On-Air,2017-11-13,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,Colorado Repeater Association,Switch to this repeater at mile marker 170 on I-25.,CCARC,,CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/info/cosprgs.html#145160,"Closed autopatch, e-power.",347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,108.6,WSW,yes,08,15895,37.345,-108.289,446.7375,441.7375,,Montezuma,On-Air,2018-09-27,,,,RMHAM,Talkgroup 700 TS 1 Talkgroup 719 TS 2,CCARC,,,,http://www.rmham.org,,,,,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,108.7,N,yes,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,Off-Air,2016-06-30,156.7,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,109,SW,yes,35,49,36.61,-107.81,147.1,147.7,100,San Juan,On-Air,2018-01-15,,,,San Juan connection,,NMFCC,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,109,SW,yes,35,51,36.6067,-107.805,147.28,147.88,67,San Juan,On-Air,2018-01-07,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,109.2,SW,yes,35,16280,36.7823,-107.988,1291.1,1271.1,,Bernalillo,On-Air,2018-02-02,,,,San Juan County,,NMFCC,,,,,DV only,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,109.3,SW,yes,35,11428,36.7817,-107.99,145.115,144.515,,San Juan,On-Air,2018-01-29,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,109.4,NE,yes,08,8088,38.7445,-104.862,145.375,144.77,,El Paso,Off-Air,2018-07-15,,wide area,,Cheyenne Mountain Repeater Group (CMRG),Repeater off air for now.,CCARC,,,,http://www.cmrg.org,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,109.5,NE,yes,08,37,38.7452,-104.862,145.13,144.53,88.5,El Paso,On-Air,2016-04-03,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,Colorado Connection,Linked into the Colorado Connection System,CCARC,,,Full-time to the  Colorado Connection System .,,9,,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,109.5,NE,yes,08,8087,38.7451,-104.862,446.9125,441.9125,,El Paso,Off-Air,2019-01-08,,,,Cheyenne Mountain Repeater Group (CMRG),This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,109.5,NE,yes,08,7171,38.745,-104.862,927.85,902.85,D114,Teller,On-Air,2017-03-09,,,,CMRG,,CCARC,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",http://www.cmrg.org,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,109.5,NE,yes,08,12355,38.7451,-104.862,445.0625,440.0625,,El Paso,Off-Air,2017-03-11,,,,Rocky Mountain Ham Radio,,CCARC,,,,,The DMR-MARC Worldwide Network,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,109.5,NE,yes,08,8158,38.745,-104.862,53.13,51.43,107.2,El Paso,On-Air,2017-03-09,107.2,,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,109.6,E,yes,08,193,38.3925,-104.555,146.79,146.19,88.5,Pueblo,On-Air,2018-11-16,CSQ,Wide area.,,Pueblo HC,,CCARC,,,,Pueblo Ham Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,109.6,E,yes,08,195,38.3925,-104.555,224.26,222.66,88.5,Pueblo,Off-Air,2013-05-07,CSQ,Wide area.,,Pueblo Ham Club,,CCARC,,,,PHC repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,109.6,E,yes,08,198,38.3925,-104.555,447.95,442.95,88.5,Pueblo,On-Air,2015-08-06,,Wide area.,,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,,,,Pueblo Ham Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,110,N,yes,08,16783,39.2653,-106.182,445.05,440.05,,Lake,On-Air,2018-07-07,,,,K2AD,,CCARC,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,2,,,,,,,,,RMHAM,,,,,,,,,2,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,110.6,NNW,yes,08,211,39.2131,-106.937,146.67,146.07,107.2,Pitkin,On-Air,2012-11-10,,Wide area.,,Ski Country ARC,,CCARC,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,110.8,SE,yes,35,41,36.36,-105.21,147.34,147.94,100,Colfax,On-Air,2017-08-27,,Wide area.,,Taos ARC,,NMFCC,,,,Taos Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,111.1,N,yes,08,172,39.2814,-106.186,145.445,144.845,88.5,Lake,On-Air,2013-06-14,,,,Colorado Connection,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",CCARC,,,Full-time to the  Colorado Connection System .,,E-power (solar).,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,111.6,NE,yes,08,56,38.78,-104.85,448.725,443.725,123,El Paso,On-Air,2016-04-19,,,,KA0TTF,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,111.9,SW,yes,35,50,36.7111,-107.984,146.92,146.32,100,San Juan,On-Air,2017-08-25,,,,San Juan County OEM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,112,SW,yes,35,16636,36.7111,-107.985,448.65,443.65,127.3,San Juan,On-Air,2018-01-07,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,113.4,SE,yes,35,16113,36.51,-104.91,145.21,144.61,110.9,Colfax,On-Air,2018-03-12,110.9,,46298,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,113.6,SE,yes,35,6805,36.9925,-104.474,446.775,441.775,,Colfax,On-Air,2017-07-22,,,,Cheyenne Mountain Repeater Group,,NMFCC,,,,http://www.cmrg.org/,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,113.8,SE,yes,08,239,36.9974,-104.467,145.43,144.83,107.2,Las Animas,On-Air,2017-10-24,,,,Cheyenne Mountain Repeater Group,,CCARC,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,114.8,NE,yes,08,3750,38.9938,-105.057,927.9,902.9,D205,Teller,On-Air,2012-11-10,D205,,,MARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,114.9,NE,yes,08,249,38.9939,-105.056,145.415,144.815,179.9,Teller,,2012-11-12,,,,MARC,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,114.9,NE,yes,08,8193,38.9939,-105.057,447.675,442.675,179.9,Teller,On-Air,2014-05-22,179.9,,,Mountain Amateur Radio Club (MARC),,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,114.9,NE,yes,08,252,38.9939,-105.056,449.025,444.025,141.3,Teller,,2012-11-10,,,,Mountain Amateur Radio Club (MARC),,CCARC,,,,,Linked.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,114.9,NE,yes,08,9503,38.9939,-105.057,449.325,444.325,103.5,Teller,On-Air,2015-06-29,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",27976,KA4EPS,Node # 27976,CCARC,,Amateur Radio Motorcycle Club,,,E-power. Allstar Node 27976,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,114.9,NE,yes,08,250,38.9939,-105.056,146.82,146.22,107.2,Teller,On-Air,2016-11-17,,,,Mountain ARC,,CCARC,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,E-power.,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,114.9,NE,yes,08,251,38.9939,-105.056,448.65,443.65,107.2,Teller,On-Air,2016-11-17,,,,Mountain ARC (MARC),,CCARC,,MARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,E-power.,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,115.2,NE,yes,08,8211,38.8339,-104.821,449.575,444.575,,El Paso,On-Air,2016-08-10,,,,RMHARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,8200,38.8339,-104.821,448.3,443.3,100,El Paso,On-Air,2016-08-10,,,,AA0L,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,50,38.8339,-104.821,447.35,442.35,151.4,El Paso,On-Air,2015-03-04,,,,GGARC,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,115.2,NE,yes,08,8182,38.8339,-104.821,224.06,222.46,,El Paso,,2012-11-12,,Wide area.,,Pikes Peak FM Association (PPFMA),,CCARC,,,,,"E-power, linked.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,49,38.8339,-104.821,447.025,442.025,123,El Paso,Off-Air,2016-08-10,,,,Colorado Springs ARA,,CCARC,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,115.2,NE,yes,08,8198,38.8339,-104.821,448.25,443.25,123,El Paso,Off-Air,2018-09-25,,Colorado Springs,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,51,38.8339,-104.821,447.475,442.475,107.2,El Paso,,2012-11-10,,,,Mountain ARC (MARC),,CCARC,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,"Closed autopatch, e-power.",,,MARC/PCRC: Tue at 1930.,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,55,38.8339,-104.821,448.6,443.6,114.8,El Paso,,2012-11-10,,,,W0MOG,,CCARC,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,3537,38.8339,-104.821,927.8,902.8,D116,Teller,On-Air,2012-11-10,,,,,,CCARC,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,115.2,NE,yes,08,8191,38.8339,-104.821,447.55,442.55,123,El Paso,On-Air,2015-11-13,,,,WA6IFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,115.4,NE,yes,08,46,38.8381,-104.821,147.27,147.87,,El Paso,On-Air,2016-08-10,,,,TRA,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,115.4,NE,yes,08,43,38.8381,-104.821,146.91,146.31,151.4,El Paso,On-Air,2016-08-10,151.4,,,GGARC,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,115.4,NE,yes,08,48,38.8381,-104.821,147.39,147.99,103.5,El Paso,On-Air,2016-08-10,,,,W0MOG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,W0RSH,Colorado Springs,CO,OPEN,,115.4,NE,yes,08,42,38.8381,-104.821,146.85,146.25,156.7,El Paso,On-Air,2019-01-11,,,,W0RSH,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,116.3,NE,yes,08,8176,38.8397,-104.8,147.135,147.735,100,El Paso,On-Air,2016-04-08,,,,AA0L,,CCARC,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,118.1,SE,yes,35,136,36.9033,-104.439,147.28,147.88,100,Colfax,On-Air,2018-01-07,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,118.2,SSW,yes,35,66,36.0136,-106.844,147.24,147.84,67,Sandoval,On-Air,2018-01-07,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,118.7,W,yes,08,16606,37.4739,-108.505,145.19,144.59,100,Montezuma,On-Air,2018-01-15,,,,,,CCARC,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,118.7,W,yes,08,16623,37.4739,-108.505,447.275,442.275,100,Montezuma,On-Air,2017-12-07,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,119.2,SSW,yes,35,15615,36.0222,-106.958,145.175,144.575,141.3,Sandoval,Off-Air,2017-02-18,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,119.2,NE,yes,08,15989,38.9,-104.8,224.72,223.12,103.5,El Paso,On-Air,2017-04-07,103.5,Local,,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,120,NW,yes,08,3745,38.9016,-107.926,147.195,147.795,107.2,Delta,,2018-04-04,,Local.,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,120,NW,yes,08,3749,38.9016,-107.926,147.36,147.96,100,Delta,,2012-11-10,,,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,120,NW,yes,08,3760,38.9016,-107.926,449.825,444.825,100,Delta,,2018-04-04,,,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,120.1,SW,yes,35,128,36.2333,-107.562,145.49,144.89,100,Rio Arriba,On-Air,2017-01-16,,,,Totah ARC,,NMFCC,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
