Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Nets,Coordination,Last update,Affiliate,Notes,Bandwidth,Coverage,Web links,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Downlink Tone,IRLP,EchoLink,Feed,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado,Colorado Chat,AllStar,On-air,Location Photo,Grid,Commands,Talkgroup Network,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Mixed-Mode,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,52.4,N,,08,80,39.5042,-105.128,146.88,146.28,100,Jefferson,On-Air,Denver Radio League,E-power.,,,CCARC,2018-05-21,,6,,Wide Area,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,,52.4,N,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,Jefferson,On-Air,Denver Radio League,,,,CCARC,2014-03-04,,,,,DRL Repeaters,,,,,,,,,,,,,,3345,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,53.9,N,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,E-power.,,,CCARC,2016-01-17,,,,Denver metro and east.,http://www.n0ara.org,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,,53.9,N,Node Offline,08,89,39.5211,-105.305,224.98,223.38,107.2,Jefferson,Off-Air,Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,CCARC,2017-03-11,,,,Wide area. Denver.,,,,,,,,,,,,,,107.2,3990,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,53.9,N,,08,109,39.5211,-105.305,447.15,442.15,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",,,CCARC,2017-10-07,,,,Wide area: Denver.,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,53.9,N,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,CCARC,2017-10-07,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,54.2,N,,08,104,39.5185,-105.359,53.05,51.35,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),10,,,CCARC,2017-10-07,,,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,D,54.8,NNE,,08,17292,39.4491,-104.703,445.075,440.075,,Douglas,On-Air,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mondays 20:30 MST,CCARC,2018-09-10,,Mixed Mode,,,http://www.parkerradio.org,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,54.8,NNE,,08,8189,39.4942,-104.836,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,,,,CCARC,2017-03-11,Colorado ARES,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,"Denver metropolitan area, front range foothills",,,,,,,,,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,55.1,W,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,Off-Air,CLARA,E-power.,,,CCARC,2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC1,N0KEG,Parker,CO,OPEN,,D,57.8,NNE,,08,17696,39.5186,-104.761,448.05,443.05,,Douglas,,,,,,,2019-03-20,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,58.4,WNW,,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,On-Air,AA0BF,Emergency automatic generator.,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",CCARC,2019-03-08,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,"Covers Fairplay, Alma, and western South Park.",,,,,,,,,,,,,,103.5,,,,,,,,,,,45840,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,59,N,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,CCARC,2018-12-23,,,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,59.7,NNE,,08,274,39.558,-104.794,448.7,443.7,146.2,Douglas,On-Air,,,,,,2018-09-07,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC1,N0KEG,Centennial,CO,OPEN,,DS,59.8,NNE,,08,17676,39.5807,-104.877,147.315,147.915,,Arapahoe,,N0KEG,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,2019-03-21,Parker Radio Association,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",https://www.parkerradio.org,yes,1,,,,,,,,,,,,,,,yes,N0KEG (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,61.7,N,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,E-power.,,,CCARC,2016-12-23,,,,Wide area.,Repeater,,,,,,,,,,,,,127.3,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC7,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,61.7,N,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,On-Air,Rocky Mountain Ham Radio,700,,,CCARC,2018-11-25,,Voice ID is required for data/GPS/text on TG 705,,,Rocky Mountain Ham Radio,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,61.8,SE,ON        - IDLE,08,5369,38.034,-104.489,449.975,444.975,100,Pueblo,On-Air,K0JSC,2,"Linkable to  
145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 
Linkable to  
145.46000 (WB0WDF) at Cripple Creek, CO .
 
Linkable to  
146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 
Linkable to  
145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 
Linkable to  
146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 
Linkable to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",CCARC,2017-03-11,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
 Repeater Coverage Map",K0JSC dot Com,,,,,,,,,,,,,100,7301,363976,Listen Live,,,,,,,,28368,,,DM78SA18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,,63.7,NNE,,08,14732,39.5391,-104.569,927.8375,902.025,,Douglas,On-Air,,,,,CCARC,2018-02-21,,"Offset is -25.8125
In Nac 294 Out Nac 293",,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,63.9,NNE,,08,5,39.6073,-104.741,145.4,144.8,100,Arapahoe,On-Air,Castle Rock Repeater Group,"Autopatch, e-power.","Full-time to  
448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,CCARC,2019-03-09,,,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,64.1,N,,08,10514,39.6734,-105.218,53.17,52.67,107.2,Jefferson,On-Air,N6LXX,,Full-time to the  N6LXX System .,,CCARC,2019-03-25,N6LXX,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,CSQ,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,64.1,N,,08,10513,39.6734,-105.218,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,Full-time to the  N6LXX System .,,CCARC,2017-03-09,N6LXX,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,107.2,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,64.2,NW,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,Colorado Connection,12,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,2015-01-30,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,Wide area.,Breckenridge Repeater,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,64.7,NW,,08,16783,39.2653,-106.182,445.05,440.05,,Lake,On-Air,K2AD,,,,CCARC,2018-07-07,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,,,,,,,,,,,,,,,,,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,64.7,N,,08,85,39.6822,-105.143,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,E-power.,,SATERN: Thu at 19:30.,CCARC,2017-03-31,,Not recommeded to use tone squelch on this repeater.,,Metro Denver and the foothills.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,64.7,N,,08,267,39.6822,-105.143,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-03-11,,,,,DRC Repeaters,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,64.7,N,,08,8215,39.6822,-105.143,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2015-06-02,,,,Metro Denver,Denver Radio Club,,,,,,,,,,,yes,Open ↑ / Open ↓,100,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,,64.9,NNE,,08,10603,39.6197,-104.731,449.425,444.425,D023,Arapahoe,Off-Air,K0PWO,,,,,2017-05-28,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,D023,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,64.9,NNE,ON        - IDLE,08,8741,39.628,-104.758,145.19,144.59,151.4,Arapahoe,On-Air,N0OBA,Autopatch (please contact trustee).,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,2018-02-01,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,,,,,,,,,,131.8,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,,65.1,WSW,,08,16739,38.5063,-106.345,145.325,144.725,100,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,,,2018-01-14,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,65.3,NW,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,K2AD,,,,,2018-02-01,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,65.5,NW,,08,172,39.2814,-106.186,145.445,144.845,88.5,Lake,On-Air,Colorado Connection,E-power (solar).,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,2013-06-14,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,65.9,N,,08,105,39.7008,-105.178,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,E-power.,,,CCARC,2017-03-11,,,,Metro Denver area.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66,NNW,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,CARN,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,66.2,N,,08,8204,39.7046,-105.123,448.75,443.75,100,Jefferson,On-Air,,E-power.,,,CCARC,2012-11-16,N0ELY,,,Local.,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,66.4,NNW,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,,,,CCARC,2017-03-11,,,,Wide area.,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66.4,NNW,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,W0CFI,,,,CCARC,2015-04-03,,,,Wide area.,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66.6,NNW,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,11,,RMRL: Mon at 20:30.,CCARC,2016-12-23,,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Repeater,,,,,,,,,,,,,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66.6,NNW,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,11,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,CCARC,2016-09-08,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,66.6,NNW,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,CCARC,2017-01-13,,See the website for programming information.,,,Rocky Mountain Ham Radio,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66.6,NNW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,E-power(gen).,,,CCARC,2016-05-24,,,,,,,,,,,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66.6,NNW,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,E-power.,,,CCARC,2018-07-23,,,,Wide area. Denver metro.,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,66.6,NNW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),,,,CCARC,2017-11-13,,,,Wide area: Denver metro.,http://www.w0cra.org,,,,,,,,,,,,,107.2,3291,347088,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,66.6,NNW,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",E-power.,"Full-time to  
448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,CCARC,2017-03-11,,,,,DRC Repeaters,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,66.6,NNW,Node Offline,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,11,,,CCARC,2017-03-11,,,,Wide area.,DRC Repeaters,,,,,,,,,,,,,100,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,66.6,NNW,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,11,"Linkable to  
449.82500 (W0WYX) at Broomfield, CO .
 
Linkable to  
449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",CCARC,2017-03-11,,,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Repeater,,,,,,,,,,,,,103.5,,,Listen Live,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,67,N,,08,5805,39.7162,-105.13,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-03-11,,"Now operating in Narrow Band mode with Digital Code Squelch.
Please reset your programing to use:
12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,67.2,E,,08,12167,39.2267,-104.09,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,"Full-time to  
448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,CCARC,2017-07-19,Colorado Repeater Association,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",http://www.w0cra.org/,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,68,N,,08,3739,39.7305,-105.233,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,,,CCARC,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,68,N,,08,2769,39.7305,-105.233,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,,,CCARC,2017-03-11,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,68,N,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,,,CCARC,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,68,N,,08,8222,39.7305,-105.233,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,,,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,D,68,N,,08,3753,39.7305,-105.232,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,200,Full-time to the  Colorado TRBO System .,,CCARC,2017-02-23,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,68.1,N,,08,10939,39.7307,-105.233,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,700,,,CCARC,2018-11-25,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,Rocky Mountain Ham Radio,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,,68.2,N,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,141.3,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
