Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update,Bandwidth,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,Notes,Talkgroups,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,AllStar,Rocky Mountain Wide,Feed,Southern Colorado,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Location Photo,Local Network,Devilshead Local,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,154.7,W,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,,Pueblo,,Off-Air,Wide area.,Pueblo HC,,,,,,,CCARC,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,154.95,NW,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,Douglas,,On-Air,Local North Parker only,,,,,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,155.07,NW,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,Arapahoe,,On-Air,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.","Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,CCARC,2019-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,155.77,WNW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,,On-Air,,W0VG,,Full-time to the Colorado TRBO System .,,,,http://www.rmham.org,CCARC,2019-11-27,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,,,,,,RMHAM,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,156.7,NW,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,Arapahoe,DM79OP,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,10079,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,2018-02-01,,,,,,,,,,,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,157.17,WNW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,Douglas,DM79KG,On-Air,,,,Full-time to the Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,8,310817,RMHR c Record retrieved from radioid.net,,,,,,,,,See the website for programming info.,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,157.17,WNW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,Douglas,DM79KG,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,,,,,,CCARC,2015-06-17,,,,,,,,,,,,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,,157.62,SSE,,48,1490,35.86560059,-101.97299957,444.35,449.35,88.5,,Moore,,On-Air,40,,350,Full-time to the Caprock Intertie System .,,,,,TVHFS,2016-05-21,,,,,,,,,,,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC,KD5ROK,Dumas,TX,OPEN,,D,157.63,SSE,,48,14523,35.86539841,-101.97299957,443.0125,448.0125,,,Moore,,On-Air,,,,,,,,http://www.dmr-marc.net/,,2019-12-09,,yes,14,314844,LoneStar Network c Record retrieved from radioid.net,DCI,,,,,,,,Time Slot #2 - Group Call 10 = West Texas Local,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 Full-Time North America 1 3 English 1 13 PTT TAC 310 1 310 PTT DCI Bridge 1 3100 Full-Time Texas 1 3148 COMM 1 1 3777215 Local/Cluster 2 2 Full-Time Texas 2 3148 PTT Texas/Oklahoma Regional USA 2 3175 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,1,,,,,,,,,,,,Lonestar,,LoneStar,Lonestar,1,1,1,1,2,1,2,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,159.35,NW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,,Arapahoe,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,https://www.parkerradio.org,,2019-11-27,,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,Unknown,,,,,Parker Radio Association,,,,,,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,160.22,WNW,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,,Park,,,,CMRG,,,,,,,CCARC,2012-11-12,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,161.94,NW,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,162.26,NNW,,08,10783,40.25030136,-103.80000305,448.2,443.2,,,Morgan,,On-Air,,,Mixed Mode,Full-time to the Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,7,310812,RMHR c Record retrieved from radioid.net,,,,,,,NEAHR,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.","Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,164.29,NW,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,Denver,,On-Air,Greater Denver area.,Castle Rock Repeater Group,E-power.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,164.33,NW,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,Arapahoe,,On-Air,,,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,164.33,NW,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,Arapahoe,,On-Air,,W0BG,,,,,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,164.33,NW,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,Arapahoe,,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,,,,,,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,164.33,NW,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,Arapahoe,,On-Air,,,,,,,,,,2017-12-13,,,,,,,,,yes,Open ↑ / Open ↓,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,164.37,NW,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,DM79pt,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the The Fun Machine System .,24340,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,k0jsc.com,CCARC,2019-08-22,,,,,,,,,,,,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,29436,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,,164.65,NE,,20,3907,39.8321991,-100.53399658,145.19,144.59,,,Decatur,DM99RT,Off-Air,Local,TRI-STATE.,Linked.,,,,,,Kansas Repeater Council,2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,166.44,SW,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,110.9,Colfax,,On-Air,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,2020-01-25,,,,,,,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,166.77,NW,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,Jefferson,,On-Air,Wide Area,Denver Radio League,E-power.,,,,,DRL Repeaters,CCARC,2020-03-13,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,166.77,NW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,Jefferson,,On-Air,,Denver Radio League,,,690473,3345,,DRL Repeaters,CCARC,2020-03-13,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,168.52,NW,,08,60,39.47029877,-105.19799805,447.5,442.5,88.5,88.5,Jefferson,DM79JL,On-Air,Wide area.,Aurora Repeater Association,E-power.,,,,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC,KE5CJ,Stinnett,TX,OPEN,,D,169.17,SSE,,48,14414,35.82699966,-101.44300079,443.4375,448.4375,,,Hutchinson,,On-Air,Wide Area,,,,,,,DMR MARC,,2019-12-09,,yes,14,314840,NorCal c Record retrieved from radioid.net,BrandMeister,,,,,,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,,,,,,,,,,,,,,,,NorCal,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,Y,169.17,SSE,,48,13604,35.82699966,-101.44300079,444.8,449.8,,,Hutchinson,DM95GT,On-Air,"Covers 55 mile radius of Borger, Texas (approximately).",Hutchinson County ARC,,"Full-time to 444.30000 (W5JTC) at Amarillo, TX .",,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,2018-04-23,,,,,,,,,yes,Open ↑ / Open ↓,21379,Panhandle Emergency Radio Service,,Linked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,169.72,WNW,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,DM79FB,On-Air,Wide area.,,E-power.,,,3854,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,169.79,WNW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,DM79FB,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,170.75,NW,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,,On-Air,,RADOPS El Jebel Shriners,,,,,,,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,170.75,NW,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,,Off-Air,,WB0TPT,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,170.75,NW,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,Denver,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,170.75,NW,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,7708,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,170.78,NW,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,,,,,Intermountain Repeater Group,CCARC,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,170.78,NW,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,,On-Air,,EARS,E-power.,,,,,,CCARC,2017-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,170.78,NW,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,,On-Air,,W0IG,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,170.78,NW,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,,Off-Air,,HPRA,E-power.,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,,170.98,E,,20,11236,39.26570129,-99.83360291,443.7,448.7,162.2,,Graham,EM09BG,On-Air,Click for coverage map. 45 mi radius.,"N0NM, N0KOM",E-power.,Linkable to the K-Link System . Linkable to the Western Kansas Intertie System .,,,,K-Link Repeater Network,Kansas Repeater Council,2019-05-06,,,,,,,,,,,,Western Kansas Inter-Tie K-Link Repeater Network,,Use PL 131.8 for WesKan Intertie Use PL 162.2 for K-Link,,,,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,171.63,NW,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,DM79MS,On-Air,,W0JRL,,,201712,,,,CCARC,2015-05-15,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,172.03,NW,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,DN70,On-Air,,K0EB,,,448035,8035,,,CCARC,2018-12-01,,,,,,,,,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,173.39,N,,08,163,40.58440018,-102.30200195,146.955,146.355,,,Phillips,,,,PCARC,E-power.,,,,,,CCARC,2012-11-10,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,173.72,WSW,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,,Taos,DM76IS,On-Air,,Taos ARC,,,,,,Taos Amateur Radio Club,NMFCC,2017-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,173.88,NW,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,,Adams,,On-Air,Local/North Metro,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,,2015-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,174.17,NW,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,,Jefferson,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,174.76,NW,,08,85,39.68220139,-105.14299774,147.33,147.93,100,,Jefferson,,On-Air,Metro Denver and the foothills.,Denver Radio Club,E-power.,,,,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,2017-03-31,,,,,,,,,,,,,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,174.76,NW,,08,267,39.68220139,-105.14299774,224.38,222.78,100,100,Jefferson,,On-Air,,Denver Radio Club,,,,,,DRC Repeaters,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,174.76,NW,,08,8215,39.68220139,-105.14299774,449.775,444.775,,,Jefferson,DM79KQ,On-Air,Metro Denver,Denver Radio Club,Yaesu Digital Only,,,,,Denver Radio Club,CCARC,2019-09-06,,,,,,,,,yes,Open ↑ / Open ↓,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,174.9,NW,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,DM79KQ,Off-Air,Local.,,E-power.,,,,,,CCARC,2019-08-23,,,,,,,,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,A,,175.08,NE,,20,3956,39.57300186,-99.98600006,146.88,146.28,162.2,162.2,Norton,EM09AN,On-Air,Click for coverage map. 50 mi radius.,N0KOM,"e-power, K-Link.",Full-time to the K-Link System .,,,Sat @ 21:00 local,K-Link Repeater Network,Kansas Repeater Council,2020-03-07,,,,,,,,,,,,,,,,,,,,,49527,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,175.21,NW,,08,103,39.52109909,-105.30500031,1287.9,1267.9,CSQ,,Jefferson,,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,,,,,CCARC,2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,175.69,NW,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,Jefferson,DM79KR,On-Air,,Denver Radio Club,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,175.83,SW,,35,15635,36.57799911,-105.19799805,147.04,147.64,141.3,,Colfax,DM76JN,On-Air,,NMEMA ARC,,,,,,,NMFCC,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,176.91,NW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,Jefferson,DM79KS,On-Air,,Denver Water Amateur Radio Club,,,,3241,,http://www.dwarc.com,,2020-01-23,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,176.91,NW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,Jefferson,,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,http://www.DWARC.com,CCARC,2018-10-02,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,177.02,NW,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,Jefferson,DM79JQ,On-Air,Metro Denver area.,Denver Radio Club,E-power.,,,,,DRC Repeaters,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,177.11,NW,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,88.5,Jefferson,DM79HM,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,,,,,http://www.n0ara.org,CCARC,2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,177.24,SW,,35,77,36.59999847,-105.25,444.35,449.35,100,,Colfax,DM76JO,On-Air,,,,Full-time to the Mega-Link System .,,,,,NMFCC,2018-01-07,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,177.36,NW,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,Adams,,On-Air,,N1UPS,,,43699,3699,,,CCARC,2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
