Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Bandwidth,Downlink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Grid,Mixed-Mode,Notes,Web links,Coverage,Affiliate,Links,EchoLink,AllStar,Nets,Feed,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,On-air,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Commands,Central Regional,Devilshead Local,Local/Cluster,REACT,CO-Park County,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,130.9,N,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,On-Air,Parker Radio Association,Linked to the Colorado Mega digital system,,,2019-11-03,,,,,,,,,,https://www.parkerradio.org,Small coverage area in Parker,,,,,Monday nights 8pm mountain,,yes,Open ↑ / Open ↓,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,130.9,N,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,,,2019-11-27,,,yes,1,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,310374,,,,,,,,,,,,,,Unknown,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,131,WSW,,35,15624,36.9336,-106.999,145.43,144.83,136.5,Rio Arriba,On-Air,SJC EMCOMM,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,131.26,N,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,Denver Radio League,E-power.,,CCARC,2020-03-13,,,,,,,,,6,DRL Repeaters,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,131.26,N,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,Denver Radio League,,3345,CCARC,2020-03-13,,,,,,,,,,DRL Repeaters,,,,690473,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,131.75,NNE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,3349,CCARC,2014-09-02,,123,,,,,DM89CI,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,"I-70 Limon, Co area.",,,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,132.8,N,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,On-Air,,,,CCARC,2020-01-01,,100,,,,,DM79RM,Yes; analog capable.,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,132.9,WNW,,08,161,38.5458,-106.925,449.95,444.95,,Gunnison,,K5GF,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,132.9,WNW,,08,160,38.5458,-106.925,147.12,147.72,,Gunnison,On-Air,W0VTL,E-power.,,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,133.42,NNE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,On-Air,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,CCARC,2019-07-21,,,,,,,DM89GG,,,http://www.bigsandyradio.com/,"I-70, US-71, US-287, US-40, US-24",,,,42740,Big Sandy Net: Tues 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,133.62,N,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,On-Air,,,,,2018-09-07,,,,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,133.64,NNE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,,,CCARC,2019-11-27,,,yes,8,RMHAM c Record retrieved from radioid.net,,,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",RMHam,,,,,,,,,,,310829,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,134.1,NNW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,,,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,134.25,NNW,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,E-power.,,CCARC,2016-01-17,,88.5,,,,,,,,http://www.n0ara.org,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,135.29,N,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,N0KEG,,,,2019-11-27,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,,,https://www.parkerradio.org,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",Parker Radio Association,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,310759,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,,135.29,SSW,,35,145,35.76720047,-105.55400085,147.26,147.86,67,San Miguel,On-Air,,11,,NMFCC,2018-01-07,,,,,,,DM75FS,,,,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas, Elk Mountain",NM,OPEN,,,135.3,SSW,,35,115,35.7667,-105.553,147.3,147.9,162.2,San Miguel,On-Air,Santa Fe ARC,"E-power, linked.",,NMFCC,2017-07-06,,,,,,,,,,SFARC Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,136.43,NNW,,08,16783,39.2653,-106.182,445.05,440.05,,Lake,On-Air,K2AD,,,CCARC,2018-07-07,,,yes,7,,,,,,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,,,,,,,,310852,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,,,,,,,,,,,,,2,,,,,,RMHAM,2,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,137.04,N,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,On-Air,Castle Rock Repeater Group,"Autopatch, e-power.",,CCARC,2019-03-09,,,,,,,,,,,Greater Denver area.,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,137.47,NNW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,Lake,On-Air,Colorado Connection,E-power (solar).,,CCARC,2019-08-16,,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,138.46,N,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,On-Air,N0OBA,Autopatch (please contact trustee).,,,2018-02-01,,131.8,,,,,DM79OP,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,10079,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,138.48,N,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,CCARC,2018-12-23,,,,,,,,,,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,,138.65,SSW,,35,155,35.78499985,-105.78099823,442.825,447.825,131.8,Santa Fe,On-Air,Santa Fe ARC,Autopatch.,,NMFCC,2017-07-22,,,,,,,DM75CS,,,,,,"Full-time to 146.82000 (W5SF) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe, Tesuque Peak",NM,OPEN,,,138.65,SSW,,35,153,35.78499985,-105.78099823,146.82,146.22,162.2,Santa Fe,On-Air,Santa Fe ARC,"Autopatch, e-power.",,NMFCC,2017-07-22,,,,,,,DM75CS,,,SFARC Repeaters,Wide area.,,"Full-time to 442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,,138.66,SSW,,35,15631,35.7853,-105.782,147.02,147.62,141.3,Santa Fe,On-Air,NMEMA ARC,,,NMFCC,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,139.06,NW,,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,On-Air,,,,CCARC,2019-07-23,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,,139.28,SE,,40,3790,36.7294,-102.513,147.35,147.95,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,2016-05-03,,88.5,,,,,,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,141.16,WNW,,08,16607,38.03,-107.315,147.135,146.535,123,Hinsdale,On-Air,,E-power (solar),,CCARC,2018-01-15,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,141.21,NNW,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,Colorado Connection,12,,CCARC,2015-01-30,,123,,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Breckenridge Repeater,Wide area.,,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,141.82,NNW,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,E-power.,3350,CCARC,2019-08-15,,127.3,,,,,,,,Repeater,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,141.82,NNW,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,On-Air,Rocky Mountain Ham Radio,700,,CCARC,2018-11-25,,,yes,7,,,,,Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,,,,,,,,,,,,,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,142.38,NNW,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,K2AD,,,,2018-02-01,,,yes,7,,,,,,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,,,,,,,,310830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,142.42,S,,35,113,35.5939,-105.223,145.45,144.85,,San Miguel,Off-Air,KB5WEZ,"E-power, linked.",,NMFCC,2017-08-22,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,143.21,N,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,143.55,N,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,On-Air,N6LXX,,,CCARC,2019-03-25,,,,,,,,,,,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the N6LXX System .,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,143.55,N,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,,CCARC,2017-03-09,,107.2,,,,,,,,,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the N6LXX System .,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,143.55,N,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,E-power.,,CCARC,2017-03-31,,,,,,,,,Not recommeded to use tone squelch on this repeater.,DRC Repeaters,Metro Denver and the foothills.,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,143.55,N,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,100,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,143.55,N,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,On-Air,Denver Radio Club,Yaesu Digital Only,,CCARC,2019-09-06,,,,,,,DM79KQ,,"YSF digital only, no analog FM",Denver Radio Club,Metro Denver,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,144.94,N,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,Off-Air,,E-power.,,CCARC,2019-08-23,,100,,,,,DM79KQ,,,,Local.,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,145.09,N,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,E-power.,,CCARC,2017-03-11,,,,,,,DM79JQ,,,DRC Repeaters,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,145.12,SW,,35,194,35.90269852,-106.28199768,146.88,146.28,CSQ,Los Alamos,On-Air,Los Alamos ARC,Autopatch,,NMFCC,2018-05-17,,,,,,,DM65UV,,Located on the Barranca Mesa water tower.,,,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,145.23,NNW,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,GRARC,E-power.,3972,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,145.49,N,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,On-Air,Castle Rock Repeater Group,E-power.,,CCARC,2017-03-11,,,,,,,,,,,Greater Denver area.,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,145.49,N,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,On-Air,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,145.49,N,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,145.49,N,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,On-Air,W9SL Owner,,,CCARC,2019-08-23,,77,,,,,,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,145.49,N,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,On-Air,,,,,2017-12-13,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,145.73,NE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,Cheyenne,On-Air,Delbert Noakes (KC0VJD),"APRS Digireater &amp; iGate, Weather Station",,CCARC,2019-04-24,,,,,,,DM88RT,,,,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,35710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,145.78,N,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,,,,,,DM79KR,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,,145.83,SW,,35,9407,35.89199829,-106.28500366,224.04,222.44,100,Los Alamos,On-Air,KA5BIW,,,NMFCC,2019-03-13,,100,,,,,DM65uv,,linked with 442.0 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,145.83,SW,,35,15608,35.89199829,-106.28500366,442,447,100,Los Alamos,On-Air,KA5BIW,,,NMFCC,2019-03-12,,,,,,,DM65UV,,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,146.45,N,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,,CCARC,2014-07-03,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,146.45,N,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,146.45,N,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,146.45,N,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,7708,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,146.53,NNW,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,CARN,,,CCARC,2017-03-11,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,146.55,N,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,E-power.,,CCARC,2015-05-22,,,,,,,,,,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,146.55,N,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,On-Air,EARS,E-power.,,CCARC,2017-04-09,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,146.55,N,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,On-Air,W0IG,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,146.55,N,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
