Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,Nets,Web links,Notes,EchoLink,DMR Enabled,Color Code,Wide Network,Grid,IRLP,AllStar,Commands,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,YSF Digital Enabled,DG-ID,Mixed-Mode,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Local Network,Rocky Mountain Wide,Feed,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,WIRES-X,Devilshead Local,Location Photo,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,133.7,SE,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,,CCARC,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,133.7,SE,,08,8222,39.7305,-105.233,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,D,133.7,SE,,08,3753,39.7305,-105.232,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,,Full-time to the  Colorado TRBO System .,CCARC,2017-02-23,,200,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,133.7,ESE,,08,8251,40.7039,-105.009,448.325,443.325,110.9,,Larimer,On-Air,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,133.9,SE,,08,7,39.4056,-105.473,146.895,146.295,100,100,Park,On-Air,AB0RR,,"Full-time internet linked to  
448.57500 (WZ0N) at Hartsel, CO .",CCARC,2017-07-05,,25,285,Wed at 19:30.,Park County Radio Club (PCRC),,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,134.5,ESE,,08,3621,40.444,-104.989,448.025,443.025,100,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,2016-03-21,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,134.7,SE,,08,104,39.5185,-105.359,53.05,51.35,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,10,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,D,134.9,SE,,08,12698,39.0469,-105.87,446.7625,441.7625,,,Park,On-Air,K7PFJ,RMHAM,,,2017-03-11,,,,,,,,yes,0,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,135.1,SE,,08,59,39.5148,-105.353,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,CCARC,2016-01-17,,E-power.,Denver metro and east.,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,136.1,SE,,08,10514,39.6734,-105.218,53.17,52.67,107.2,CSQ,Jefferson,On-Air,N6LXX,N6LXX,Full-time to the  N6LXX System .,CCARC,2019-03-25,,,"I-70,I-76,I-25,I-225",,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,136.1,SE,,08,10513,39.6734,-105.218,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,N6LXX,Full-time to the  N6LXX System .,CCARC,2017-03-09,,,"I-70,I-76,I-25,I-225",,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,136.1,SE,,08,26,39.9206,-105.086,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,136.1,SE,,08,266,39.9206,-105.086,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,,,CCARC,2012-11-16,,6,Along the foothills and into Boulder where the 94 repeater is shadowed.,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,,136.2,W,,49,13041,40.2222,-110.104,145.49,144.89,136.5,,Duchesne,On-Air,,Sinbad Desert ARC (SDARC),,UVHFS,2017-06-29,,E-power.,"Duchesne, UT area.",,http://sdarc.us/repeaters/flat-top.html,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,136.7,ESE,,08,12562,40.5446,-104.944,147.39,147.99,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,,CCARC,2017-03-11,,,"Fort Collins east side, into Red Feather Lakes area.",Tac 310 Net: Sun at 18:00.,Documentation,,,yes,2,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,2,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,,137,SE,Node Offline,08,89,39.5211,-105.305,224.98,223.38,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association,,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,2017-03-11,,"Closed autopatch, e-power.",Wide area. Denver.,,,,347086,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,137,SE,,08,109,39.5211,-105.305,447.15,442.15,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,"Closed autopatch, e-power.",Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,137,SE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,137.2,SE,,08,105,39.7008,-105.178,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,E-power.,Metro Denver area.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,137.6,ESE,,08,10995,40.5938,-104.926,446.775,441.775,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,,CCARC,2017-01-11,,,"Fort Collins east side, into Red Feather Lakes area.",,W0DMR,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,yes,2,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",BrandMeister US,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,,2,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,138.5,SE,,08,9775,39.7505,-105.123,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,2018-10-07,,,,,http://www.dwarc.com,,,,,,,3241,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,138.5,SE,,08,17349,39.7506,-105.123,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,CCARC,2018-10-02,,,Denver Metro and surrounding,,http://www.DWARC.com,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,138.7,ESE,,08,8188,40.581,-104.906,447.2,442.2,82.5,,Weld,On-Air,N6RFI,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,138.8,SE,,08,17457,39.6,-105.21,927.9375,902.025,,,Jefferson,On-Air,,,,CCARC,2018-12-23,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,139.1,SE,,08,5805,39.7162,-105.13,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
Please reset your programing to use:
12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,139.4,SE,,08,85,39.6822,-105.143,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-03-31,,E-power.,Metro Denver and the foothills.,SATERN: Thu at 19:30.,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,139.4,SE,,08,267,39.6822,-105.143,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,139.4,SE,,08,8215,39.6822,-105.143,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,,CCARC,2015-06-02,,,Metro Denver,,Denver Radio Club,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,139.7,SE,,08,8204,39.7046,-105.123,448.75,443.75,100,100,Jefferson,On-Air,,N0ELY,,CCARC,2012-11-16,,E-power.,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,140,SSE,,08,161,38.5458,-106.925,449.95,444.95,,,Gunnison,,K5GF,,,CCARC,2012-11-10,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,140,SSE,,08,160,38.5458,-106.925,147.12,147.72,,,Gunnison,On-Air,W0VTL,,,CCARC,2014-09-01,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,140.5,SE,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,100,,Adams,On-Air,N1UPS,,,CCARC,2017-04-24,,,,,,,43699,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,141.6,SE,,08,9840,38.8833,-105.933,448.575,443.575,103.5,103.5,Park,Off-Air,,,"Full-time internet linked to  
146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",CCARC,2017-11-22,,,Western Park County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,141.8,S,,08,12442,38.4783,-107.876,146.91,146.31,107.2,107.2,Montrose,On-Air,,,,CCARC,2014-12-13,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,141.8,S,,08,7953,38.4783,-107.876,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,,,CCARC,2012-09-06,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,141.9,SE,,08,185,39.8856,-104.987,147.045,147.645,123,CSQ,Adams,On-Air,Northglenn RA,,,CCARC,2017-04-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,141.9,SSE,,08,15212,38.6125,-106.543,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,,"Full-time to  
448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 
Full-time to  
449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",CCARC,2016-10-28,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",Gunnison valley and along East and west on Highway 50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,143.7,SE,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,CCARC,2014-04-28,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,143.7,SSE,,08,184,38.7129,-106.2,146.745,146.145,100,,Chaffee,Off-Air,CLARA,,,CCARC,2018-03-12,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,,144.4,W,ON        - IDLE,49,14977,40.3597,-110.284,147.28,147.88,107.2,107.2,Duchesne,On-Air,AD7ZW,,,UVHFS,2016-11-20,,Autopatch,,,http://ad7zwrepeater.xyz,,458414,,,,,3205,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,D,144.5,E,,56,15672,41.06,-104.88,449.9375,444.9375,,,Laramie,On-Air,,,Full-time to the  Rocky Mountain Ham System .,WRCG,2018-01-29,,,,,https://www.rmham.org/wordpress/,,,yes,7,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,,144.5,W,,49,253,40.3594,-110.286,146.74,146.14,100,,Duchesne,Off-Air,,,,UVHFS,2015-06-11,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,145,SE,ON        - IDLE,08,12216,39.7552,-104.987,447.175,442.175,100,100,Denver,On-Air,W0JRL,,,CCARC,2015-05-15,,,,,,,201712,,,,,,29997,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,145.6,SE,,08,8196,39.7376,-104.985,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,145.6,SE,,08,75,39.7392,-104.984,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,,CCARC,2015-05-22,,E-power.,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,145.6,SE,,08,79,39.7392,-104.984,146.715,146.115,123,123,Denver,On-Air,EARS,,,CCARC,2017-04-09,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,145.6,SE,,08,91,39.7392,-104.984,448.075,443.075,123,,Denver,On-Air,W0IG,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,145.6,SE,,08,93,39.7392,-104.984,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,,CCARC,2017-03-11,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,145.6,SE,,08,8195,39.7376,-104.985,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,145.6,SE,,08,8212,39.7376,-104.985,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,145.6,SE,,08,8213,39.7376,-104.985,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-16,,,,,,,,,,,,7708,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,145.8,SE,,08,80,39.5042,-105.128,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,,CCARC,2018-05-21,,E-power.,Wide Area,,DRL Repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,,145.8,SE,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,,,CCARC,2014-03-04,,,,,DRL Repeaters,,690473,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,,145.9,WNW,,56,14219,41.0827,-110.233,144.635,145.235,100,,Uinta,Off-Air,Bridger Valley Amateur Radio Club,,,,2018-05-28,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,,146.2,SSW,,08,127,38.5767,-108.647,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",,Full-time to the  GMRA Open System .,CCARC,2016-08-19,,E-power.,Wide area via links - Western Colorado - Eastern Utah,RACES Wed 1930 Hrs,http://www.gmra.org,Closed IRLP out - Ask for a control op,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,147,ESE,,08,8183,40.0847,-104.813,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,147.2,S,,08,15213,38.3875,-107.674,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,,"Full-time to  
447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,2016-10-11,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,147.2,S,,08,69,38.3875,-107.674,447.2,442.2,107.2,107.2,Montrose,On-Air,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,CCARC,2018-01-15,,9,Delta/Montrose,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,Closed IRLP out - Ask for a control op,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,148,SE,,08,169,39.0494,-105.513,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),,"Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,"Closed autopatch, e-power.",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,148.1,SE,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,On-Air,,,,CCARC,2018-01-15,,E-power.,Wide area.,,CMRG Repeaters,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,,148.6,NNW,,56,40,42.5,-108.65,145.445,144.845,110.9,,Fremont,On-Air,"KC7CJN, WB7CJT",FCARS,,WRCG,2017-01-04,,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,148.7,E,,56,27,41.1239,-104.819,146.775,146.175,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,,"Full-time to  
147.16500 (KC7SNO) at Albin, WY .",WRCG,2017-01-04,,"E-power, WX.",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
