Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Local Network,Op Status,Coordination,IRLP,Downlink Tone,Features,EchoLink,Notes,Links,YSF Digital Enabled,DG-ID,WIRES-X,AllStar,Talkgroups,Southern Colorado,Devilshead Local,Commands,Mixed-Mode,Grid,Feed,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local or Reflector,Kansas,CKRG,KansasLink,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,BYRG,NORCAL 1,NORCAL 5150,UserActivated 1,UserActivated 2,CAL 1,Hytera USA,Parrott,Audio Test,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),SNARS,All TG's Off,All TG's On,Local
447.25,-5,100,K7MRS,Salt Lake City,UT,OPEN,,,372.11034680957226,NW,,49,42,40.6859,-111.809,447.25,442.25,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,,,,100,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.45,5,88.5,WS5D,Clovis,NM,OPEN,EI,,372.2872043893986,SE,Node Offline,35,7981,34.4148,-103.185,444.45,449.45,,,,,,,Curry,,"Clovis, NM",WS5D,,,,2018-05-03,88.5,,On-Air,,3713,88.5,,401134,,,,,,,,,,"#+node for echolink, node for irlp, 73 to disc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,71.9,WS5D,Clovis,NM,OPEN,,,372.6795743659203,SE,,35,8697,34.4048,-103.205,147.32,147.92,,,,,,,Curry,,Clovis,WS5D,ENMARC,,,2018-05-03,71.9,,On-Air,NMFCC,,71.9,,,,,,,,,,,,,,dm84jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC1,N7EOJ,Clovis,NM,OPEN,,D,372.6795743659203,SE,2,35,16438,34.4048,-103.205,442.225,447.225,,,,yes,1,,Curry,,,N7EOJ,,,http://www.aztrbonet.com/MinimalNetwatch,2018-08-23,,,On-Air,NMFCC,,,AZ-TRBONET,,DMR ONLY,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,AZ-TrboNet,,,,,2,,,,,1,2,,,,,,,,,,1,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,KA5B,Clovis,NM,OPEN,,,372.68627821894137,SE,,35,61,34.4047,-103.205,147.24,147.84,,,,,,,Curry,,,Eestern New Mexico ARC,,,,2014-06-14,67,,On-Air,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,131.8,KA5B,Clovis,NM,OPEN,,,372.68627821894137,SE,,35,63,34.4047,-103.205,443.45,448.45,,,,,,,Curry,,,Eastern New Mexico ARC,,,http://ka5b.org/,2014-06-14,131.8,,On-Air,NMFCC,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,,373.37761660955016,WNW,,49,6637,40.5247,-111.864,447,442,,,,,,,Salt Lake,,,,,,,2017-08-16,88.5,,Off-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,,373.37761660955016,WNW,,49,10060,40.5247,-111.864,447.1,442.1,,,,,,,Salt Lake,,Wide area.,DHRA,,,http://draperhamradio.wordpress.com,2017-09-01,100,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,,373.4605565197528,WNW,,49,4194,40.5683,-111.858,448.375,443.375,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2015-02-04,100,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.025,5,103.5,K0HPO,Isabel,KS,OPEN,,,374.3723027622203,SE,,20,4031,37.4025,-98.5811,442.025,447.025,,,,,,,Barber,,50,KB0OKR,,,,2018-01-14,103.5,,On-Air,Kansas Repeater Council,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper, South Mountain",UT,OPEN,,,374.38087325161575,WNW,,49,93,40.4639,-111.893,448.35,443.35,,,,,,,Salt Lake,,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,Rocky Mtn RA,,,,2015-07-19,,,Off-Air,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,114.8,KD7NX,"Salt Lake City, U of U Hospital",UT,OPEN,,,374.5385048691403,NW,,49,144,40.7719,-111.837,146.74,146.14,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,Mercury ARA,,MARA: Wed at 2100.,,2008-07-10,114.8,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,114.8,KD7NX,"Salt Lake City, U of U Hospital",UT,OPEN,,,374.5385048691403,NW,,49,102,40.7719,-111.837,448.1,443.1,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,,,,2008-07-10,114.8,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,,374.9529686115995,WNW,,49,81,40.457,-111.905,448.8,443.8,,,,,,,Davis,,North Salt Lake to South Ogden.,Rocky Mtn RA,,,,2015-07-19,88.5,,Off-Air,UVHFS,,,"Remote base, 5,100'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,,375.39873933023546,WNW,,49,112,40.5698,-111.895,145.41,144.81,,,,,,,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2013-08-05,D125,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,,375.40007071059284,WNW,Node Offline,49,213,40.2822,-111.936,146.76,146.16,,,,,,,Utah,,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",Utah ARC,,Wednesday at 19:00,http://utaharc.org/rptr/76rpt.html,2016-06-02,,,On-Air,UVHFS,3352,,Closed autopatch.,703269,7,,,,,,,,,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",,DN40ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,,,392.15098638551177,NW,,49,212,40.6597,-112.201,146.62,146.02,,,,,,,Salt Lake,,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,Utah ARC,,UARC: Sun at 21:00.,,2018-08-08,,,On-Air,UVHFS,,,E-power.,,,,,,,,,,,Synchroneous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,,375.4542885261803,WNW,,49,219,40.2825,-111.937,224.42,222.82,,,,,,,Utah,,,Utah County Radio Club,,,,2017-05-14,156.7,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,,375.51019093940926,WNW,,49,110,40.2831,-111.938,224.7,223.1,,,,,,,Utah,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,,,,,2008-07-10,107.2,,Off-Air,UVHFS,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,103.5,K0UO,"Medicine Lodge, Gyp Hills",KS,OPEN,,,375.7174787604599,SE,,20,3957,37.2334,-98.6624,146.88,146.28,,,,,,,Barber,,50,K0UO,GSPARC,SUN @ 21:00 local Great Salt Plains Amateur Radio Club,http://kanoklaintertiesystem.org/,2018-12-02,103.5,,On-Air,Kansas Repeater Council,,,E-power.,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,AC7DU,Saratoga Springs,UT,OPEN,,,375.7209529763007,WNW,,49,15287,40.3914,-111.929,447.675,442.675,,,,,,,Utah,,,,,,,2018-07-23,100,,On-Air,UVHFS,,,,,,,,,,,,,,,,DN40aj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,100,NM7P,Murray,UT,OPEN,,,375.9963879734366,NW,,49,6271,40.6669,-111.888,145.35,144.75,,,,,,,Salt Lake,,,,,,,2013-09-11,100,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,S,376.0413699384718,NW,,49,7062,40.6613,-111.89,145.15,144.55,yes,KO7SLC (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Salt Lake,,Salt Lake County,Salt Lake County ARES,ARRL,146.7,http://www.slcoares.net/,2012-06-17,,,On-Air,,,,"E-power, linked to 1298.180 (DV) High Speed Data.",,,"Full-time to  
447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,S,376.0413699384718,NW,,49,7180,40.6613,-111.89,447.95,442.95,yes,KO7SLC (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Salt Lake,,Salt Lake county.,Salt Lake County ARES,,146.7,http://www.slcoares.net/,2012-06-14,,,On-Air,,,,"E-power, linked to 1298.180 (DV) High Speed Data.",,"No Internet or gateway functions available, yet.","Full-time to  
145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,S,376.0413699384718,NW,,49,11161,40.6613,-111.89,1298.75,1278.75,yes,KO7SLC (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Salt Lake,,Salt Lake County,Salt Lake County ARES,ARRL,146.7,http://www.slcoares.net/,2014-02-17,,,On-Air,,,,"E-power, linked to 1298.180 (DV) High Speed Data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,KE7LMG,"Murray, Intermountain Medical Center",UT,OPEN,,,376.13144749742725,NW,,49,15763,40.66,-111.892,447.25,442.25,,,,,,,Salt Lake,Unknown,Wide area.,,,,,2017-02-13,100,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,,376.57552490060533,NW,,49,11159,40.6921,-111.894,447.7,442.7,,,,,,,Salt Lake,,,,,,,2017-03-16,100,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,K7DAV,"Bountiful, golf course",UT,OPEN,,Y,376.5875480785907,NW,,49,17,40.8621,-111.855,449.925,444.925,,,,,,,Davis,,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,,DARC: Thu at 20:30.,http://www.dcarc.net,2018-09-16,100,,On-Air,UVHFS,,100,"Remote base, e-power.",,5,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton, Shepherd Peak",UT,OPEN,W,Y,377.95625123045056,NW,,49,204,41.0256,-111.837,449.875,444.875,,,,,,,Davis,,"Wide area: Salt Lake, David, Weber, Morgan Counties",K7UHP,DCARC,,http://www.dcarc.net,2019-03-02,D051,,On-Air,UVHFS,,D051,9,,K7UHP for Wires-X Node,,yes,Open ↑ / Open ↓,30115,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington, Shepard Peak",UT,OPEN,,,378.00713202076065,NW,,49,278,41.0256,-111.838,53.01,52.01,,,,,,,Davis,,"Davis, Morgan, Weber Counties and North Salt Lake",K7DAV,Davis County Amateur Radio Club,,http://www.dcarc.net,2018-11-17,141.3,,On-Air,UVHFS,,141.3,9,,"New antenna installed 11/14/2018. Replaced broken antenna, replaced duplexer 9/2/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,Y,396.3525854910057,NW,,49,15,40.9619,-112.215,147.04,147.64,,,,,,,Davis,,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,Davis Co ARC /VHFS,,,http://www.dcarc.net,2016-10-03,,,On-Air,UVHFS,,,6,,C4FM Fusion Repeater,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,127.3,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,W,Y,396.3525854910057,NW,,49,16,40.9619,-112.215,447.2,442.2,,,,,,,Davis,,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,K7DAV,,http://www.dcarc.net,2019-03-02,127.3,,On-Air,UVHFS,,127.3,6,,N7DND Node for Wires-X,,yes,Open ↑ / Open ↓,35437,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,,376.6417302101733,NW,,49,8037,40.7354,-111.886,146.88,146.28,,,,,,,Salt Lake,,"Salt Lake Valley communities from Salt Lake City to Draper.
North Salt Lake to South Ogden.",Utah VHF Society,,,http://www.slcoares.net/,2016-09-12,88.5,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,,,377.70556462399674,NW,,49,99,40.8081,-111.89,449.9,444.9,,,,,,,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,,http://utahvhfs.org,2013-03-27,100,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.78,-1.6,100,KD0J,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,,379.75153974181956,WNW,,49,97,40.5905,-111.975,224.78,223.18,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2013-11-12,100,,On-Air,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,,377.0221350154302,NW,,49,211,40.7595,-111.888,447.175,442.175,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2008-07-10,,,On-Air,UVHFS,,,Portable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,,377.19203714588843,NW,,49,5556,40.7608,-111.891,927.5875,902.5875,,,,,,,Salt Lake,Unknown,Wasatch Front from Payson to Tremonton.,,,,,2011-03-19,D432,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.1125,-25,D432,W7XDX,"West Jordan, Butterfield Peak",UT,OPEN,,,388.92794387304315,NW,,49,285,40.4672,-112.171,927.1125,902.1125,,,,,,,Salt Lake,Unknown,Wasatch Front from Payson to Tremonton.,,,,,2008-09-15,D432,,,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,,377.19203714588843,NW,,49,15765,40.7608,-111.891,449.75,444.75,,,,,,,Salt Lake,Unknown,,,,,,2017-02-13,151.4,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,,377.20961993983957,NW,,49,265,40.7711,-111.889,448.425,443.425,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,ERC,,,,2016-06-21,100,,On-Air,UVHFS,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,Y,377.23131819382456,NW,,49,12638,40.8072,-111.881,448.525,443.525,,,,,,,Salt Lake,,Salt Lake Valley,SL Crossroads ARC,,,,2018-03-23,,,On-Air,UVHFS,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,W7DES,"Salt Lake City, Capitol",UT,OPEN,,,377.2337604574853,NW,,49,13,40.7775,-111.888,147.06,147.66,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,,,,2008-07-10,,,Off-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,100,W7DES,"Salt Lake City, Capitol",UT,OPEN,,,377.2337604574853,NW,,49,188,40.7775,-111.888,448,443,,,,,,,Salt Lake,,,,,,,2008-07-10,100,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,,377.24682181956683,NW,,49,2,40.7786,-111.888,145.21,144.61,,,,,,,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,,,,,CSQ,,,UVHFS,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,100,N7HIW,Murray,UT,OPEN,,,377.27984900500076,NW,,49,138,40.6558,-111.915,448.125,443.125,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2019-04-05,100,,On-Air,UVHFS,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,,377.59094619387525,WNW,,49,162,40.625,-111.927,449.325,444.325,,,,,,,Utah,,Utah County from Alpine to Payson.,,,,,2015-03-25,114.8,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,,377.70556462399674,NW,,49,98,40.8081,-111.89,146.7,146.1,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Salt Lake Co ARES,,Weekly Net: Wed at 20:30 except 4th Wednesday.,http://www.slcoares.net/,2019-02-16,100,,On-Air,UVHFS,,,"E-power, 5,911'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,,377.70556462399674,NW,,49,12,40.8081,-111.89,448.45,443.45,,,,,,,Salt Lake,,,Salt Lake Co ARES,,,,2016-07-05,100,,On-Air,UVHFS,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,,,377.70556462399674,NW,,49,244,40.8081,-111.89,147.16,147.76,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,2014-03-14,127.3,,On-Air,UVHFS,,,"Autopatch, 5,800', linked to (147.240).",,,"Full-time to  
147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,,377.8183578190712,NW,,49,251,40.8131,-111.891,224.82,223.22,,,,,,,Salt Lake,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Intermountain Repeater Emergency Amateur Network,,,,2013-11-12,167.9,,On-Air,UVHFS,,,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,167.9,WB6CDN,"Ogden, downtown",UT,OPEN,,,387.4129403974862,NW,,49,250,41.1972,-111.97,224.5,222.9,,,,,,,Weber,Unknown,Ogden and South Ogden area.,Intermountain Repeater Emergency Amateur Network,,,,,167.9,,,UVHFS,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton, Francis Peak",UT,OPEN,,,377.95625123045056,NW,,49,40,41.0256,-111.837,146.96,146.36,,,,,,,Davis,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,ERC,,,,2015-03-07,100,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,127.3,K7MLA,"West Jordan, Butterfield Peak",UT,OPEN,I,,388.92794387304315,NW,,49,39,40.4672,-112.171,147.14,147.74,,,,,,,Salt Lake,,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,,,2018-08-08,127.3,,On-Air,UVHFS,3215,,9,,For IRLP dial D before the node number. To disconnect dial D73.,"Full-time to  
147.16000 (WA7SNS) at Salt Lake City, Ensign Peak, UT .
 
Full-time to  
147.24000 (K7HEN) at Coalville, Lewis Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
