Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Web links,Coordination,Last update,Sponsor,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,On-air,Commands,EchoLink,AllStar,D-STAR Enabled,Node,Sources,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Bandwidth,Mixed-Mode,Analog Bandwidth,Worldwide,North America,WW English FT,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English FT,Local/Cluster,N. Colorado
147,0.6,100,KB5ITS,"Farmington, College Hill",NM,OPEN,,,125.13,SSW,,35,86,36.72809982,-108.21800232,147,147.6,100,,San Juan,On-Air,,,"Autopatch, e-power.",,,,,http://www.sjcham.com,NMFCC,2020-01-13,San Juan Connection,,,,,,DM56VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,S,125.14,SSW,,35,15650,36.72809982,-108.21900177,444.15,449.15,,,San Juan,On-Air,,,DV only,,,,,,,2018-02-02,San Juan County,,,,,,,,,,,1,KF5VBF (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC,N5UBJ,Farmington,NM,OPEN,,D,125.14,SSW,2,35,12412,36.72809982,-108.21900177,442.325,447.325,,,San Juan,On-Air,,,AZ-TRBONET,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,2019-12-08,,1,1,313501,AZ-TRBONET c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT WW English FT 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,AZ-TrboNet,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,126.56,SSW,,35,16279,36.70830154,-108.22599792,1291.7,1271.7,,,San Juan,On-Air,,,DV only,,,,,,NMFCC,2018-02-02,San Juan County,,,,,,DM56VQ,,,,,1,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,S,127.54,S,,35,11429,36.65000153,-107.79100037,1292.3,1272.3,,,San Juan,On-Air,,,,,,,,,NMFCC,2018-02-02,San Juan County,,,,,,DM66CP,,,,,1,KF5VBD (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,128,ESE,,08,33,38.53860092,-105.34899902,449,444,67,67,Fremont,On-Air,,,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,,North of the Royal Gorge Bridge.,,Mega Link,CCARC,2012-06-14,WB0WDF,,,,,,DM78HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,129.32,NNE,,08,166,40.05889893,-106.38800049,147.075,147.675,88.5,123,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,,Full-time to the Colorado Connection System .,,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,2016-05-23,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,,130.34,S,,35,49,36.61000061,-107.80999756,147.1,147.7,100,,San Juan,On-Air,,,,Full-time to the San Juan Connection System .,,,,http://www.sjcham.com,NMFCC,2018-01-15,San Juan connection,,,,,,DM66CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,,130.55,S,,35,51,36.6067009,-107.80500031,147.28,147.88,67,,San Juan,On-Air,Wide area.,,6,Full-time to the Mega-Link System .,,,,,NMFCC,2018-01-07,,,,,,,DM66CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,131.26,ESE,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,,Fremont,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,http://www.k0jsc.com,CCARC,2019-11-27,,1,7,310815,RMHR c Record retrieved from radioid.net,,DM78ii,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,131.26,ESE,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,100,Fremont,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,Full-time to the The Fun Machine System .,7301,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,CCARC,2013-01-27,,,,,,,DM78ik,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,1,Listen Live,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,131.26,ESE,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,88.5,Fremont,On-Air,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,Http://www.qsl.net/rghc,CCARC,2012-07-10,WB0WDF,,,,,,DM78IK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,131.26,ESE,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,103.5,Fremont,On-Air,,Colorado ARES Region 5 District 1,E-power (Bat),,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,Royal Gorge Amateur Radio Club,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,131.26,ESE,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,103.5,Fremont,On-Air,Wide area. Repeater Coverage Map,,"E-power (Bat), Remote Base",,,,,,CCARC,2017-10-04,RGARC,,,,,,DM78IK,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,131.26,ESE,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,103.5,Fremont,On-Air,,,E-power (Bat),,3081,,,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,131.48,ESE,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,On-Air,,,,,,,,,CCARC,2017-03-11,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,131.48,E,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,,Park,,,,,,,,,,CCARC,2012-11-12,CMRG,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,88.5,K0CGQ,Querida,CO,OPEN,,,132,ESE,,08,18872,38.123,-105.328,449.675,444.675,88.5,,Custer,On-Air,Westcliffe Area,PARC,Linked to PARC 79 and CMRG,,,,PHC Net Wednesday 1900 ARES Net Sunday 1930,,,2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,134.47,ESE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,On-Air,Canon City area. Repeater Coverage Map,,Autopatch.,Full-time to the The Fun Machine System .,7301,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,CCARC,2017-03-11,K0JSC,,,,,,,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,135.97,E,,08,7,39.4056015,-105.47299957,146.895,146.295,100,100,Park,On-Air,285,,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,2017-07-05,AB0RR,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,138.11,ESE,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,,Teller,On-Air,,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,Mountain ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,138.11,ESE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,On-Air,,RGARC,"E-power, 100% Solar",,,,,,CCARC,2012-06-15,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,138.11,ESE,,08,66,38.74670029,-105.1780014,447.4,442.4,67,,Teller,On-Air,,,"E-power, Solar, Remote Base",,,,,,CCARC,2012-06-15,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,139.9,N,,08,3740,40.51520157,-107.54599762,145.265,144.665,107.2,,Moffat,,,,E-power.,,,,,,CCARC,2012-11-12,NW Colorado ARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,140.84,SE,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,On-Air,,,11,,,,,PHC repeaters,CCARC,2016-07-14,Pueblo Ham Club,,,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,"Pueblo, Jackson Hill",CO,OPEN,,,140.84,SE,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,On-Air,Wide area: Southeast Colorado.,,11,,,,,http://www.puebloradio.org/,CCARC,2019-12-10,Pueblo Amateur Radio Club,,,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,142.49,NW,,49,13408,40.10689926,-109.37799835,449.9,444.9,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,7705,,,,,2015-07-04,Borderline Amateur Radio Club,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,143.69,NE,,08,3756,39.94729996,-105.79499817,447.45,442.45,103.5,,Grand,On-Air,,,,,,,,,CCARC,2013-10-26,W0IG,,,,,,DM79CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.61,NE,,08,99,39.6794014,-105.49299622,449.45,444.45,103.5,127.3,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,11,,,,RMRL: Mon at 20:30.,Repeater,CCARC,2020-05-17,Rocky Mountain Radio League,,,,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.62,NE,,08,8197,39.67969894,-105.49299622,448.225,443.225,141.3,141.3,Clear Creek,On-Air,,,E-power(gen).,,,,,,CCARC,2016-05-24,Rocky Mountain Ham Radio,,,,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,144.63,NE,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,,Clear Creek,On-Air,,,,Full-time to the Colorado TRBO System .,,See the website for programming information.,,Rocky Mountain Ham Radio,CCARC,2019-11-27,Rocky Mountain Ham Radio,1,7,310801,RMHR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.63,NE,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,CCARC,2017-03-11,Rocky Mtn Radio League,,,,,,DM79GQ,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.66,NE,,08,78,39.6794014,-105.49199677,146.67,146.07,100,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,11,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,CCARC,2019-11-11,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.66,NE,,08,107,39.6794014,-105.49199677,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Wide area. Denver metro.,,E-power.,,,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,2019-11-11,Colorado Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,144.66,NE,Node Offline,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,,,,3291,,,http://www.w0cra.org,CCARC,2017-11-13,Colorado Repeater Association (CRA),,,,,,,,Member-only IRLP and Echolink node,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,144.66,NE,,08,76,39.6794014,-105.49199677,145.49,144.89,100,100,Jefferson,On-Air,,,E-power.,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,DRC: Sun at 20:30.,DRC Repeaters,CCARC,2017-03-11,"KB0VIU, Denver Radio Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,144.66,NE,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,,11,,,,,DRC Repeaters,CCARC,2020-05-17,Denver Radio Club,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,144.7,E,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,On-Air,,RMHAM,,Full-time to the Colorado TRBO System .,,,,http://www.rmham.org,CCARC,2019-11-27,W0VG,1,6,310846,RMHAM c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.76,NE,,08,94,39.67739868,-105.48799896,448.675,443.675,100,100,Denver,On-Air,Wide area.,,,,,,,,CCARC,2020-05-05,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,144.83,NE,,08,84,39.67810059,-105.48699951,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Wide area.,,,,,,,,CCARC,2017-03-11,Denver PD EEB,,,,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.95,NE,,08,8250,39.6731987,-105.48000336,449,444,136.5,136.5,Clear Creek,On-Air,,,,,,,,,CCARC,2017-03-11,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,145.14,E,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,88.5,Jefferson,On-Air,Denver metro and east.,,E-power.,,,,,http://www.n0ara.org,CCARC,2016-01-17,Aurora Repeater Association,,,,,,DM79HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,145.32,NE,,08,15899,40.08610153,-105.93900299,446.875,441.875,,,Clear Creek,On-Air,,RMHAM,,,,,,http://www.rmham.org,,2019-11-27,,1,7,310838,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,145.32,NE,,08,145,40.08610153,-105.93900299,146.82,146.22,123,,Grand,,,,E-power.,,,,,,CCARC,2014-09-06,GCARA,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,145.37,NNE,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,123,Routt,On-Air,Local Steamboat Area,,Statewide Linked System,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,http://colcon.org,,2019-05-11,"Colorado Connection Repeaters, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,145.39,NNE,,08,237,40.48500061,-106.83100128,147.21,147.81,107.2,107.2,Routt,On-Air,,,"Linked, WX.",,,,,,CCARC,2014-09-27,SSARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,146.17,NE,,08,95,39.74250031,-105.51399994,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,,E-power.,,,,,,CCARC,2020-05-17,WG0N,,,,,,DM79FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,146.22,SE,,35,19,36.8594017,-106.01899719,146.76,146.16,67,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,,,,,,2016-04-30,Taos ARC,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,146.24,SE,,35,175,36.85969925,-106.01799774,147.22,147.82,100,,Rio Arriba,On-Air,Wide area.,,10,Full-time to the Mega-Link System .,,,,,NMFCC,2017-01-23,New Mexico Mega Link Assoc,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,146.32,ESE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,listed on http://ppfma.org,PPFMA Repeaters,CCARC,2019-11-11,Pikes Peak FM Assoc,,,,,,DM78LU,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,146.32,ESE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,see http://www.ppfma.org,PPFMA Repeaters,CCARC,2019-03-07,Pikes Pk FM Assoc,,,,,,DM78LU,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,147.38,E,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,,,,,,,,,CCARC,2012-11-10,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,147.39,E,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,,,E-power.,,,,,,CCARC,2014-05-22,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,147.44,E,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,,"Closed autopatch, e-power.",,,,,,CCARC,2012-11-12,MARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,147.44,E,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,,Linked.,,,,,,CCARC,2012-11-10,Mountain Amateur Radio Club (MARC),,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,147.44,E,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,Mountain ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
