Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,YSF Digital Enabled,DG-ID,WIRES-X,Coverage,Features,Links,Downlink Tone,EchoLink,Notes,Nets,IRLP,Web links,Affiliate,AllStar,Commands,Grid,Feed,Mixed-Mode,DMR Enabled,Color Code,Wide Network,P25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Central Regional,Northern Colorado Regional,Rocky Mountain Wide,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,On-air,Local Network,Eastern Colorado,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Colorado,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,3.3753376355041755,N,yes,56,50,42.96,-105.43,147.15,147.75,,,,Converse,On-Air,,,2017-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,3.379988825938767,SE,yes,20,3559,38.9139,-101.594,444.6,449.6,,,,Wallace,On-Air,WA0VJR,,2017-02-23,146.2,,,,"US-40 
   Repeater Coverage Map",,,,,Dial 9335 to access K-Link,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,3.404619196249553,WSW,yes,08,154,39.0539,-108.254,449.3,444.3,,,,Mesa,On-Air,,CCARC,2018-01-16,107.2,,,,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,,107.2,,Closed IRLP out,RACES Wed 1930 hrs,3710,http://www.gmra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,3.4143577275749664,NNW,yes,56,12433,42.736,-106.309,145.46,144.86,,,,Natrona,On-Air,W7QQA,WRCG,2017-01-04,110.9,,,,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,,110.9,,,"Buffalo roll call, Tuesday night",,http://wyoham.com,"Buffalo Radio Club, Casper Radio Club",,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,3.415862107745407,SSE,yes,35,15624,36.9336,-106.999,145.43,144.83,,,,Rio Arriba,On-Air,SJC EMCOMM,NMFCC,2017-08-25,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,3.4314498595420098,NNW,yes,56,7,42.7525,-106.314,146.64,146.04,,,,Natrona,Off-Air,CDK Net,WRCG,2017-01-04,173.8,,,,Regional.,E-power.,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,3.4314498595420098,NNW,yes,56,75,42.7525,-106.314,449.9,444.9,,,,Natrona,On-Air,Casper Amateur Radio Club,WRCG,2017-05-27,,yes,Open ↑ / Open ↓,11941,Metro area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,3.4314498595420098,NNW,yes,56,6,42.7525,-106.314,146.94,146.34,,,,Natrona,On-Air,Casper ARC,WRCG,2015-07-14,123,,,,Wide area.,E-power.,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",123,,,RACES/ARES: Sun at 20:00.,,http://casperarc.net/wiki/index.php/146.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,3.4566291471968635,SE,yes,20,4086,38.175,-101.761,444,449,,,,Hamilton,On-Air,SKECT,Kansas Repeater Council,2018-07-12,141.3,,,,,E-power.,Full-time to the  SKECT System .,141.3,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,3.460777744044091,NNW,yes,56,67,42.7779,-106.329,449.5,444.5,,,,Natrona,On-Air,Versatel,,2017-11-29,100,,,,"Wide area, linked to 147.390 Rawlins",Solar Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,3.46349039653222,SE,yes,35,172,36.2469,-105.654,147.12,147.72,,,,Taos,On-Air,Taos Amateur Radio Club,NMFCC,2017-02-24,67,,,,Wide area.,E-power.,,,828279,,,,http://taosarc.org/,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,3.4636112465533575,SE,yes,35,15606,36.247,-105.655,51.5,51.5,,,,Taos,On-Air,Taos ARC,,2017-08-27,100,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,3.4636112465533575,SE,yes,35,15605,36.247,-105.655,224.4,222.8,,,,Taos,On-Air,Taos ARC,NMFCC,2017-07-06,225.7,,,,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,3.464173517942033,SE,yes,35,15612,36.2462,-105.654,449.875,444.875,,,,Taos,Off-Air,Taos ARC,NMFCC,2018-05-21,123,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,3.482225497386819,SW,yes,08,254,37.991,-107.972,449.7,444.7,,,,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),CCARC,2017-12-07,107.2,,,,Wide Area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the  GMRA Open System .,107.2,,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,3.4889393576000867,SW,yes,08,208,37.6992,-107.806,147.27,147.87,,,,San Juan,On-Air,KB5ITT,CCARC,2017-04-14,127.3,,,,Wide area.,E-power.,,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,3.5147279942565812,E,yes,31,11025,41.1282,-101.72,146.76,146.16,,,,Keith,On-Air,Charlie Allen,,2015-07-09,123,,,,,,,,751985,Linked to 146.940 in North Platte and 442.250 south of North Platte,"Sun at 19:30. 
Wed at 20:00.",7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,3.5164324504262727,NNW,yes,56,73,42.8482,-106.308,449.575,444.575,,,,Natrona,On-Air,CDK Net,WRCG,2017-01-04,173.8,,,,Wide area: Casper Metro and large parts of Natrona county.,E-power.,,173.8,,,,7707,Casper ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,3.5167988867051974,NNW,yes,56,3542,42.8486,-106.308,147.28,147.88,,,,Natrona,On-Air,Casper Amateur Radio Club,WRCG,2015-04-23,D032,yes,Open ↑ / Open ↓,,Local Casper coverage.,E-power.,,D032,,,,,http://casperarc.net/wiki/index.php/Main_Page,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,3.534985920496843,NNW,yes,56,63,42.8667,-106.312,449.1,444.1,,,,Natrona,,NG7T,,2017-01-04,,,,,Wide area:  50 mi radius.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,3.535294418139868,NNW,yes,56,15537,42.8666,-106.313,147.345,147.945,,,,Natrona,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,3.535294418139868,NNW,yes,56,15529,42.8666,-106.313,146.91,146.31,,,,Natrona,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,3.535294418139868,NNW,yes,56,8686,42.8666,-106.313,52.98,51.98,,,,Natrona,Off-Air,CARC,WRCG,2017-01-04,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,3.535294418139868,NNW,yes,56,15489,42.8666,-106.313,449.9875,444.9875,,,,Natrona,On-Air,Laramie County EM,WRCG,2017-01-04,,,,,Wide Area. 40 mi radius.,,,,,,,,,Wyoming DMR Project,,,,,,yes,11,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,3.5497626732122347,SE,yes,20,3947,37.9806,-101.753,146.775,146.175,,,,Hamilton,On-Air,KA0TAO,Kansas Repeater Council,2015-01-13,,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,3.568349731104125,SE,yes,35,15923,36.1989,-105.889,147.18,147.78,,,,Rio Arriba,On-Air,,NMFCC,2018-04-13,100,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,100,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,3.5799155373654976,NE,yes,31,12643,42.7289,-103.111,147.36,147.96,,,,Dawes,On-Air,,WB0CMC,2018-06-05,123,,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,123,,,,,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,3.651104396246556,SSE,yes,08,116,37.3828,-107.778,146.7,146.1,,,,La Plata,On-Air,Durango ARC,CCARC,2018-01-16,100,,,,Local.,9,,100,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,3.6597093902099602,WSW,yes,08,147,39.1173,-108.522,145.175,144.575,,,,Mesa,On-Air,,CCARC,2016-05-11,107.2,,,,Greater grand Junction area.,"E-power,",,,,,,3161,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,3.662732478881154,SSE,yes,08,114,37.35,-107.767,147.345,147.945,,,,La Plata,On-Air,Colorado Connection,CCARC,2016-06-20,88.5,,,,Durango and north towards Molas Divide.,,Full-time to the  Colorado Connection System .,123,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,3.6664079319506837,SSE,yes,08,16782,37.3669,-107.785,445.1375,440.1375,,,,La Plata,On-Air,K2AD,CCARC,2018-09-27,,,,,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,3.670943597966452,WSW,yes,08,153,38.899,-108.496,448.15,443.15,,,,Mesa,On-Air,,CCARC,2016-04-22,100,,,,,,,,312189,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,3.695196468264022,WSW,yes,08,152,39.0639,-108.55,147.39,147.99,,,,Mesa,,KE0TY,CCARC,2012-11-10,107.2,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,3.695196468264022,WSW,yes,08,261,39.0639,-108.55,146.82,146.22,,,,Mesa,On-Air,,CCARC,2016-04-22,107.2,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,3.6961847980953193,WSW,yes,08,8175,39.0639,-108.551,147.105,147.705,,,,Mesa,On-Air,K0SSI,CCARC,2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,3.6961847980953193,WSW,yes,08,8206,39.0639,-108.551,449,444,,,,Mesa,On-Air,KB0SW,CCARC,2015-08-03,,,,,,,,107.2,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,3.6961847980953193,WSW,yes,08,11792,39.0639,-108.551,446.775,441.775,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Mesa,On-Air,,,2014-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,3.6961847980953193,WSW,yes,08,11793,39.0639,-108.551,449.775,444.775,,,,Mesa,On-Air,,CCARC,2015-10-25,173.8,,,,,,,88.5,7572,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,3.6961847980953193,WSW,yes,08,8167,39.0639,-108.551,145.22,144.62,,,,Mesa,,KE0TY,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,3.6962000302866365,WSW,yes,08,3757,39.0638,-108.551,447.5,442.5,,,,Mesa,,KC0ARV,CCARC,2012-11-10,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,3.7031739436881583,SSE,yes,35,15632,36.2072,-106.319,147.04,147.64,,,,Rio Arriba,Off-Air,NMEMA ARC,NMFCC,2017-01-16,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,3.7118464222339402,WSW,yes,08,15581,39.052,-108.565,147.355,146.755,,,,Mesa,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,,,Full-time to the  Colorado Connection System .,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,3.7134898007737784,SSE,yes,08,8177,37.115,-107.633,147.15,147.75,,,,La Plata,On-Air,,CCARC,2018-01-16,100,,,,Bayfield,E-power.,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,3.722690789599761,NE,yes,31,17082,42.8294,-103,446.3,446.3,,,,Dawes,On-Air,,,2018-07-06,CSQ,,,,,,,CSQ,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,3.7253079300040333,NE,yes,31,11357,42.8265,-102.99,145.62,145.62,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,2015-01-03,100,,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Voice ID,,100,,,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,3.7969153376643696,SSE,yes,08,115,37.2753,-107.879,448.625,443.625,,,,La Plata,On-Air,KC5EVE,CCARC,2018-09-26,131.8,,,,Wide area.,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,3.7977005153106633,SSE,yes,08,11546,37.2753,-107.88,449.85,444.85,,,,La Plata,On-Air,DARC,CCARC,2018-09-26,100,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,3.80363857689067,SE,yes,20,8689,39.4012,-101.101,444.75,449.75,,,,Thomas,,,Kansas Repeater Council,2018-10-15,162.2,,,,"Wide area. 
 Click for coverage map.  50 mi radius.","Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,162.2,,"Repeater is intermittently off-air, and the Allstar node is down.",,,K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,3.8194738222942317,SSE,yes,08,113,37.4153,-108.012,146.67,146.07,,,,La Plata,On-Air,Durango ARC,CCARC,2017-11-30,100,,,,Wide area.,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,Linked active in the summer months only.,,,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,3.8262324684225537,SSE,yes,08,11545,37.2622,-107.906,147.135,147.735,,,,La Plata,On-Air,,CCARC,2018-01-15,100,,,,,,,100,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,3.8907564863572417,WSW,yes,08,151,39.0656,-108.748,146.94,146.34,,,,Mesa,On-Air,Western Colorado Amateur Radio Club,CCARC,2016-05-11,107.2,,,,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,,107.2,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,3.8907564863572417,WSW,yes,08,155,39.0656,-108.748,449.575,444.575,,,,Mesa,On-Air,,CCARC,2018-01-15,131.8,,,,Grand Junction,e-power. Linked to GMRA Open System,,131.8,,Closed IRLP out,Wed RACES Net 1930 Hrs,3710,GMRA Repeaters,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,3.893366020182402,SW,yes,08,127,38.5767,-108.647,449.4,444.4,,,,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",CCARC,2016-08-19,131.8,,,,Wide area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the  GMRA Open System .,131.8,,Closed IRLP out - Ask for a control op,RACES Wed 1930 Hrs,3710,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,3.900200805144648,SSE,yes,08,8169,37.3,-108.028,145.37,144.77,,,,La Plata,On-Air,,CCARC,2018-01-15,100,,,,,E-power.,,100,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,3.9243803841690665,SSE,yes,35,15644,36.8,-107.62,147.36,147.96,,,,San Juan,On-Air,,NMFCC,2018-01-15,100,,,,,,Full-time to the  San Juan Connection System .,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,3.934122036509667,W,yes,08,17249,40.0875,-108.805,445.2625,440.2625,,,,Rio Blanco,On-Air,RMHAM,,2018-10-25,,,,,,,,,,,,,https://www.rmham.org,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,3.964159677113291,S,yes,08,15896,37.36,-108.15,442.375,447.375,,,,Montezuma,On-Air,San Juan Connection,,2017-11-30,100,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,3.9850032958143036,SSE,yes,35,16667,36.95,-107.85,147.06,147.66,,,,San Juan,On-Air,,NMFCC,2018-01-07,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,4.008141479450408,SE,yes,20,3967,37.9358,-101.264,146.985,146.385,,,,Kearney,On-Air,N0OMC,Kansas Repeater Council,2018-09-16,156.7,,,,"Kearny, Finney and Scott Counties",E-power,,156.7,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,4.05288062849511,NNE,yes,46,8144,43.4251,-103.484,146.475,146.475,,,,Fall River,On-Air,W0FUI,,2015-07-11,146.2,,,,More info on the coverage area would be helpful.,IRLP,,146.2,,Turns itself off every night. More control info on the website.,,7976,,,,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,4.05431061028517,WSW,yes,08,174,39.5819,-108.952,447,442,,,,Garfield,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,4.0640955347101455,S,yes,08,8168,37.326,-108.248,145.325,144.725,,,,Montezuma,On-Air,,CCARC,2018-01-15,100,,,,Wide area.,E-power.,,,,Full time to the San Juan Connection,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
